origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Changchun,Hangzhou,2025-11-12,CRT,Changchun West Station,HVU,Hangzhou West Station,2025-11-12 08:51:00,2025-11-12 20:20:00,689,G2622,High-Speed Train,Second Class Seat,Sufficient,973.0,1,15
Changchun,Hangzhou,2025-11-12,CCT,Changchun Station,SBT,Shenyang North Station,2025-11-12 08:24:00,2025-11-12 09:34:00,70,G924,High-Speed Train,Second Class Seat,Sufficient,990.0,1,16
Changchun,Hangzhou,2025-11-12,SBT,Shenyang North Station,HVU,Hangzhou West Station,2025-11-12 10:15:00,2025-11-12 20:20:00,605,G2622,High-Speed Train,Second Class Seat,Sufficient,990.0,2,16
Changchun,Hangzhou,2025-11-12,CRT,Changchun West Station,UUH,Xuzhou East Station,2025-11-12 10:44:00,2025-11-12 18:59:00,495,G1256,High-Speed Train,Second Class Seat,Sufficient,949.0,1,13
Changchun,Hangzhou,2025-11-12,UUH,Xuzhou East Station,HGH,Hangzhou East Station,2025-11-12 19:21:00,2025-11-12 22:16:00,175,G195,High-Speed Train,Second Class Seat,Sufficient,949.0,2,13
Changchun,Hangzhou,2025-11-12,CCT,Changchun Station,NKH,Nanjing South Station,2025-11-12 11:09:00,2025-11-12 21:18:00,609,G1234,High-Speed Train,Second Class Seat,Sufficient,915.0,1,6
Changchun,Hangzhou,2025-11-12,NKH,Nanjing South Station,HVU,Hangzhou West Station,2025-11-12 21:58:00,2025-11-12 23:09:00,71,G253,High-Speed Train,Second Class Seat,Sufficient,915.0,2,6
Changchun,Hangzhou,2025-11-12,CCT,Changchun Station,SRH,Suzhou East Station,2025-11-12 11:09:00,2025-11-12 20:10:00,541,G1234,High-Speed Train,Second Class Seat,Sufficient,933.0,1,12
Changchun,Hangzhou,2025-11-12,SRH,Suzhou East Station,HVU,Hangzhou West Station,2025-11-12 20:54:00,2025-11-12 23:09:00,135,G253,High-Speed Train,Second Class Seat,Sufficient,933.0,2,12
Changchun,Hangzhou,2025-11-12,CRT,Changchun West Station,NKH,Nanjing South Station,2025-11-12 08:56:00,2025-11-12 18:40:00,584,G1212,High-Speed Train,Second Class Seat,Sufficient,953.0,1,9
Changchun,Hangzhou,2025-11-12,NKH,Nanjing South Station,HVU,Hangzhou West Station,2025-11-12 19:03:00,2025-11-12 20:20:00,77,G2623,High-Speed Train,Second Class Seat,Sufficient,953.0,2,9
