origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Ningbo,Zhengzhou,2025-11-12,NGH,Ningbo Station,ZAF,Zhengzhou East Station,2025-11-12 14:01:00,2025-11-12 20:24:00,383,G1962,High-Speed Train,Second Class Seat,Sufficient,535.5,1,682
Ningbo,Zhengzhou,2025-11-12,NGH,Ningbo Station,ZAF,Zhengzhou East Station,2025-11-12 12:56:00,2025-11-12 19:35:00,399,G2808,High-Speed Train,Second Class Seat,Sufficient,554.0,1,686
Ningbo,Zhengzhou,2025-11-12,NGH,Ningbo Station,HGH,Hangzhou East Station,2025-11-12 13:19:00,2025-11-12 14:08:00,49,G7514,High-Speed Train,Second Class Seat,Sufficient,568.5,1,680
Ningbo,Zhengzhou,2025-11-12,HGH,Hangzhou East Station,ZAF,Zhengzhou East Station,2025-11-12 14:31:00,2025-11-12 18:57:00,266,G3118,High-Speed Train,Second Class Seat,Sufficient,568.5,2,680
Ningbo,Zhengzhou,2025-11-12,NGH,Ningbo Station,ZZF,Zhengzhou Station,2025-11-12 07:21:00,2025-11-12 14:46:00,445,G3136,High-Speed Train,Second Class Seat,Sufficient,601.0,1,690
Ningbo,Zhengzhou,2025-11-12,NGH,Ningbo Station,ECH,Xuancheng Station,2025-11-12 15:42:00,2025-11-12 17:43:00,121,G582,High-Speed Train,Second Class Seat,Sufficient,478.5,1,674
Ningbo,Zhengzhou,2025-11-12,ECH,Xuancheng Station,EZF,Xinzheng Airport Station,2025-11-12 18:00:00,2025-11-12 22:07:00,247,G2380,High-Speed Train,Second Class Seat,Sufficient,478.5,2,674
Ningbo,Zhengzhou,2025-11-12,NGH,Ningbo Station,FXU,Fuyang West Station,2025-11-12 08:43:00,2025-11-12 13:43:00,300,D5534,Electric Multiple Unit,Second Class Seat,Sufficient,423.5,1,671
Ningbo,Zhengzhou,2025-11-12,FXU,Fuyang West Station,EZF,Xinzheng Airport Station,2025-11-12 13:59:00,2025-11-12 15:54:00,115,D3356,Electric Multiple Unit,Second Class Seat,Sufficient,423.5,2,671
Ningbo,Zhengzhou,2025-11-12,NGH,Ningbo Station,ZAF,Zhengzhou East Station,2025-11-12 06:14:00,2025-11-12 13:53:00,459,G1866,High-Speed Train,Second Class Seat,Sufficient,628.5,1,691
Ningbo,Zhengzhou,2025-11-12,NGH,Ningbo Station,ENH,Hefei South Station,2025-11-12 12:02:00,2025-11-12 15:16:00,194,G7678,High-Speed Train,Second Class Seat,Sufficient,569.5,1,689
Ningbo,Zhengzhou,2025-11-12,ENH,Hefei South Station,ZZF,Zhengzhou Station,2025-11-12 15:57:00,2025-11-12 19:22:00,205,G2228,High-Speed Train,Second Class Seat,Sufficient,569.5,2,689
