city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Guilin,Xingping Ancient Town,B030507XJK,"An ancient town by the Li River with a history of over a thousand years, featured as the backdrop on the 20 RMB banknote. It is rustic, tranquil, and picturesque.",Historical and Cultural,,24.916611,110.530606,4.5,09:00,16:30,,1.5,3.0,0
Guilin,Duxiu Peak,B0305097KU,"Located within Jingjiang Princes' City, it is the highest point in Guilin city, offering a panoramic view of the entire city from the summit.",Historical and Cultural,,25.281648,110.299118,4.9,08:00,18:00,,0.5,2.0,100
Guilin,Li River Bamboo Rafting (Yangdi-Xingping Section),B03050WG36,"A bamboo raft tour along the most scenic section of the Li River, passing by attractions such as Nine Horses Fresco Hill and Yellow Cloth Reflection, both featured on the 20 RMB banknote.",Natural Scenery,,24.922688,110.520203,4.6,08:00,17:00,,2.0,3.5,225
Guilin,Dongxi Lane,B0FFFV91CN,"A historic and cultural district in Guilin, this pedestrian street combines traditional architecture, specialty snacks, and creative shops.",Historical and Cultural,,25.278717,110.299731,4.7,Open 24 Hours,Open 24 Hours,,1.0,2.5,35
Guilin,Yulong River Bamboo Rafting,B0FFJ8VHBO,"A quintessential drifting experience in Yangshuo, where you ride a bamboo raft through idyllic landscapes, enjoying the serene and distant beauty of the scenery.",Natural Scenery,,24.809946,110.399652,4.7,09:00,16:30,,1.0,2.5,255
Guilin,Impression Liu Sanjie,,"A large-scale live-action performance directed by Zhang Yimou, set on the Li River as the stage, offering a stunning audio-visual feast.",Historical and Cultural,,24.776000,110.496000,4.6,19:30,20:40,,1.0,2.5,268
Guilin,Ten-Mile Gallery,B0FFFS3J39,"A classic cycling route in Yangshuo, featuring picturesque countryside scenery and showcasing the iconic Guilin landscape of mountains and fields.",Natural Scenery,,24.749369,110.476517,4.7,09:00,18:00,,1.5,3.0,0
Guilin,Mulong Lake,B030506OF8,"A lakeside park in Guilin city, offering a serene environment ideal for morning exercise and leisurely walks.",Natural Scenery,,25.291612,110.299316,3.9,08:00,18:30,,0.5,2.0,0
Guilin,Elephant Trunk Hill Scenic Area,B030506W0W,"A landmark attraction in Guilin, resembling a giant elephant drinking water with its trunk, symbolizing the essence of Guilin's landscape.",Natural Scenery,,25.267579,110.296573,4.8,07:00,21:30,,1.0,2.5,55
Guilin,Zhengyang Pedestrian Street,B0305095W6,"A commercial pedestrian street in the center of Guilin, featuring local snacks, specialties, and nightlife, providing an authentic cultural experience.",Leisure Experience,,25.275125,110.298130,4.8,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
