restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Louwailou (Hangzhou West Lake Scenic Area Store),Hangzhou,30.250209,120.140723,157.0,Chinese Restaurant;General Restaurant,16:30,20:30,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.5,Waiting Area
Hangzhou Shangri-La · Coffee Garden,Hangzhou,30.252574,120.137577,207.0,Cafe;Cafe,11:00,21:00,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.1,Waiting Area;Online Queue
Hangzhou Xinxin Hotel · 1913 Restaurant,Hangzhou,30.255994,120.144148,371.0,Food Service Related;Food Service Related,09:30,21:30,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.3,Waiting Area
Zhejiang West Lake Villa·Buffet Restaurant,Hangzhou,30.256935,120.142147,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.1,Outdoor Seating;Private Room
LeShu Restaurant,Hangzhou,30.257025,120.144486,100.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.0,Birthday Package;Online Queue
Huabei Hotel - Chinese Restaurant,Hangzhou,30.253808,120.133460,112.0,Chinese Restaurant;Chinese Restaurant,17:30,20:30,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.1,Online Queue
Zhanbi Lou · West Lake Lakeview Restaurant,Hangzhou,30.247279,120.133313,100.0,Chinese Restaurant;Chinese Restaurant,11:00,22:30,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.6,Must-Eat Top 10;Birthday Package
Twelve Hours Lakeview Restaurant,Hangzhou,30.251519,120.131988,100.0,Food Service Related;Food Service Related,10:30,20:00,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.0,Birthday Package
Qianjiang Restaurant,Hangzhou,30.259527,120.148472,100.0,Chinese Restaurant;General Restaurant,10:00,20:00,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.2,Birthday Package
Qinglan (Yang Gong Di Branch),Hangzhou,30.248263,120.131589,368.0,Food Service Related;Food Service Related,17:30,21:30,Solitary Hill Park,"120.142481,30.251654",30.251654,120.142481,4.4,Online Queue
Haihui Pavilion New Jiangnan Vegetarian Noodle Restaurant,Hangzhou,30.239004,120.105828,37.0,Food Service Related;Food Service Related,07:00,20:00,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.8,Must-Eat Top 10
Fayun Aman Western Restaurant,Hangzhou,30.237412,120.097724,100.0,Foreign Restaurant;Western Restaurant,11:00,21:00,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.3,Online Queue
Dayin Qingxin Vegetarian Buffet Restaurant (Yinshi Branch),Hangzhou,30.240622,120.106983,30.0,Chinese Restaurant;中式素菜馆,17:00,19:00,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.4,Birthday Package
Ru Yi Restaurant,Hangzhou,30.238028,120.106488,105.0,Chinese Restaurant;Chinese Restaurant,10:30,20:30,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.7,Outdoor Seating;Online Queue
Beigao Peak Cableway Restaurant,Hangzhou,30.243268,120.106763,21.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.1,Private Room
Luyingji Forest-Style Restaurant (Lingyin Scenic Area Branch),Hangzhou,30.238288,120.106949,100.0,Food Service Related;Food Service Related,11:00,21:00,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.0,Birthday Package
Sansheng Xiaowu · Mountain Wild Food Collection (Hangzhou West Lake Lingyin Branch),Hangzhou,30.235894,120.105016,78.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.7,Birthday Package;Online Queue
Qiantang Courtyard Restaurant (Lingyin Branch),Hangzhou,30.243659,120.107314,106.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.7,Private Room;Birthday Package
Manshu · Tianzhu Li Restaurant,Hangzhou,30.235660,120.104613,150.0,Chinese Restaurant;Chinese Restaurant,16:30,20:30,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.4,Waiting Area;Birthday Package
Qiao's Courtyard Restaurant,Hangzhou,30.235839,120.105186,132.0,Chinese Restaurant;Zhejiang Cuisine,09:00,22:00,Lingyin Temple,"120.101406,30.240826",30.240826,120.101406,4.3,Must-Eat Top 10
Ten-Year Courtyard Restaurant (Lingyin Branch),Hangzhou,30.238952,120.108082,81.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Yongfu Temple,"120.097524,30.238978",30.238978,120.097524,4.4,Outdoor Seating;Birthday Package
Zhiweiguan · Weizhuang (Yang Gong Di Branch),Hangzhou,30.230581,120.137300,141.0,Chinese Restaurant;Chinese Restaurant,16:30,20:00,Yang Gong Causeway,"120.136580,30.232456",30.232456,120.136580,4.3,Must-Eat Top 10
Weilu · West Lake 1138 Cultural Tea Restaurant,Hangzhou,30.230253,120.138864,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yang Gong Causeway,"120.136580,30.232456",30.232456,120.136580,3.8,Birthday Package
