origin,destination,distance_meters,duration_minutes,cost
"31.313969,120.634556","31.322948,120.627856",1660,20,0
"31.313969,120.634556","31.334584,120.580016",7930,12,29
"31.313969,120.634556","31.310624,120.625637",1300,16,0
"31.313969,120.634556","31.316230,120.638350",620,7,0
"31.313969,120.634556","31.298075,120.633770",2480,5,13
"31.313969,120.634556","31.307521,120.621266",2030,5,12
"31.313969,120.634556","31.160042,120.718122",26420,40,101
"31.313969,120.634556","31.311960,120.626314",1140,14,0
"31.313969,120.634556","31.310677,120.625678",1290,15,0
"31.313969,120.634556","31.310410,120.625388",1340,16,0
"31.313969,120.634556","31.314561,120.633675",150,5,0
"31.313969,120.634556","31.315297,120.634429",210,5,0
"31.313969,120.634556","31.312201,120.633994",290,5,0
"31.313969,120.634556","31.313597,120.636821",310,5,0
"31.313969,120.634556","31.312871,120.638349",530,6,0
"31.313969,120.634556","31.312907,120.638670",570,7,0
"31.313969,120.634556","31.312708,120.639472",680,8,0
"31.313969,120.634556","31.312277,120.639493",710,8,0
"31.313969,120.634556","31.312262,120.639742",740,9,0
"31.313969,120.634556","31.309541,120.631804",780,9,0
"31.313969,120.634556","31.323827,120.631367",1590,19,0
"31.313969,120.634556","31.325814,120.627879",2050,5,12
"31.313969,120.634556","31.321648,120.629695",1360,16,0
"31.313969,120.634556","31.322492,120.632072",1370,16,0
"31.313969,120.634556","31.322121,120.626030",1700,20,0
"31.313969,120.634556","31.321145,120.631896",1170,14,0
"31.313969,120.634556","31.320864,120.631685",1140,14,0
"31.313969,120.634556","31.321947,120.625253",1750,21,0
"31.313969,120.634556","31.320621,120.631810",1100,13,0
"31.313969,120.634556","31.320675,120.631957",1100,13,0
"31.313969,120.634556","31.329425,120.570675",8830,13,32
"31.313969,120.634556","31.323504,120.582092",7130,11,27
"31.313969,120.634556","31.322196,120.580948",7240,11,27
"31.313969,120.634556","31.348269,120.571347",9960,15,35
"31.313969,120.634556","31.343026,120.596660",6770,10,26
"31.313969,120.634556","31.310412,120.625730",1300,16,0
"31.313969,120.634556","31.310410,120.625388",1340,16,0
"31.313969,120.634556","31.309900,120.625823",1320,16,0
"31.313969,120.634556","31.309922,120.625108",1410,17,0
"31.313969,120.634556","31.309360,120.626841",1250,15,0
"31.313969,120.634556","31.309343,120.624264",1550,19,0
"31.313969,120.634556","31.308622,120.626670",1340,16,0
"31.313969,120.634556","31.308799,120.623973",1620,19,0
"31.313969,120.634556","31.310294,120.628397",1000,12,0
"31.313969,120.634556","31.312575,120.627284",990,12,0
"31.313969,120.634556","31.300642,120.567523",9150,14,33
"31.313969,120.634556","31.298997,120.632930",2340,5,13
"31.313969,120.634556","31.299340,120.632702",2290,5,12
"31.313969,120.634556","31.299520,120.632372",2270,5,12
"31.313969,120.634556","31.296740,120.631931",2700,5,14
"31.313969,120.634556","31.299167,120.635984",2310,5,13
"31.313969,120.634556","31.302304,120.636011",1830,22,0
"31.313969,120.634556","31.298442,120.627964",2570,5,13
"31.313969,120.634556","31.317588,120.642753",1230,15,0
"31.313969,120.634556","31.319434,120.633160",870,10,0
"31.313969,120.634556","31.156125,120.726825",27470,41,105
"31.313969,120.634556","31.152002,120.726468",28030,42,108
"31.313969,120.634556","31.156787,120.719058",26930,40,103
"31.313969,120.634556","31.158649,120.720713",26760,40,103
"31.313969,120.634556","31.155828,120.730190",27710,42,106
"31.313969,120.634556","31.151863,120.718253",27590,41,106
"31.313969,120.634556","31.158314,120.716303",26560,40,102
"31.313969,120.634556","31.163313,120.728278",26560,40,102
"31.313969,120.634556","31.163403,120.728350",26560,40,102
"31.313969,120.634556","31.163440,120.728300",26550,40,102
"31.313969,120.634556","31.294083,120.635985",3100,5,15
"31.313969,120.634556","31.294750,120.637500",3020,5,15
"31.313969,120.634556","31.294126,120.637021",3110,5,15
"31.313969,120.634556","31.310619,120.622635",1670,20,0
"31.313969,120.634556","31.304606,120.624018",2020,5,12
"31.313969,120.634556","31.307645,120.625715",1530,18,0
"31.313969,120.634556","31.306681,120.616020",2710,5,14
"31.313969,120.634556","31.313829,120.626818",1030,12,0
"31.313969,120.634556","31.314112,120.628393",820,10,0
"31.313969,120.634556","31.332687,120.611931",4190,6,18
"31.313969,120.634556","31.333420,120.609595",4490,7,19
"31.313969,120.634556","31.323137,120.612979",3200,5,15
"31.313969,120.634556","31.422074,120.640438",16850,25,63
"31.313969,120.634556","31.422183,120.635784",16850,25,63
"31.313969,120.634556","31.414101,120.631840",15590,23,58
"31.313969,120.634556","31.298504,120.613016",3740,6,17
"31.313969,120.634556","31.298390,120.608557",4220,6,18
"31.313969,120.634556","31.301775,120.607910",4020,6,18
"31.313969,120.634556","31.294907,120.613814",4050,6,18
"31.313969,120.634556","31.297376,120.620984",3150,5,15
"31.313969,120.634556","31.274825,120.527725",15460,23,57
"31.313969,120.634556","31.275629,120.528432",15330,23,57
"31.313969,120.634556","31.274571,120.528623",15370,23,57
"31.313969,120.634556","31.232386,120.475671",24660,37,94
"31.313969,120.634556","31.238974,120.479258",23730,36,91
"31.313969,120.634556","31.226769,120.478304",24830,37,95
"31.313969,120.634556","31.639220,120.761468",53360,80,209
"31.313969,120.634556","31.639255,120.760782",53340,80,209
"31.313969,120.634556","31.638475,120.760575",53220,80,208
"31.313969,120.634556","31.371457,120.605237",9760,15,35
"31.313969,120.634556","31.370861,120.607207",9570,14,34
"31.313969,120.634556","31.369408,120.605373",9460,14,34
"31.313969,120.634556","31.867002,120.515547",87530,131,346
"31.313969,120.634556","31.867269,120.515086",87580,131,346
"31.313969,120.634556","31.869403,120.516097",87880,132,347
"31.313969,120.634556","31.461296,120.524019",27240,41,105
"31.313969,120.634556","31.447109,121.105247",65900,99,259
"31.313969,120.634556","31.288855,120.658432",5040,8,21
"31.313969,120.634556","31.289921,120.646518",4070,6,18
"31.313969,120.634556","31.290259,120.646608",4020,6,18
"31.313969,120.634556","31.283170,120.941899",41160,62,160
"31.313969,120.634556","31.282485,120.938166",40680,61,158
"31.313969,120.634556","31.289763,120.940643",40890,61,159
"31.313969,120.634556","31.384278,121.003647",50280,75,197
"31.313969,120.634556","31.271616,120.617386",6980,10,27
"31.313969,120.634556","31.272057,120.616987",6930,10,26
"31.313969,120.634556","31.267835,120.618623",7490,11,28
"31.313969,120.634556","31.439187,120.545829",22780,34,87
"31.313969,120.634556","31.434216,120.559938",21180,32,80
"31.313969,120.634556","31.387623,120.990517",48690,73,190
"31.313969,120.634556","31.379381,121.000024",49640,74,194
"31.313969,120.634556","31.230760,120.473290",25060,38,96
"31.313969,120.634556","31.284652,120.943885",41400,62,161
"31.313969,120.634556","31.298080,120.615130",3580,5,16
"31.313969,120.634556","30.911948,120.449901",67250,101,265
"31.313969,120.634556","31.371696,120.604819",9820,15,35
"31.313969,120.634556","31.451910,120.524736",25960,39,99
"31.313969,120.634556","31.321543,120.631988",1230,15,0
