origin,destination,distance_meters,duration_minutes,cost
"38.927831,121.635560","39.088910,122.009081",51680,78,202
"38.927831,121.635560","38.918777,121.698262",7720,12,29
"38.927831,121.635560","38.921549,121.643827",1400,17,0
"38.927831,121.635560","38.877811,121.568075",11290,17,41
"38.927831,121.635560","38.870371,121.561602",12660,19,46
"38.927831,121.635560","38.920234,121.639586",1280,15,0
"38.927831,121.635560","38.916526,121.631086",1840,22,0
"38.927831,121.635560","39.076061,122.003474",50140,75,196
"38.927831,121.635560","38.882006,121.587922",9180,14,33
"38.927831,121.635560","38.882437,121.592229",8800,13,32
"38.927831,121.635560","38.884002,121.593164",8540,13,31
"38.927831,121.635560","38.886419,121.585269",8870,13,32
"38.927831,121.635560","38.877169,121.585633",9940,15,35
"38.927831,121.635560","38.877266,121.584327",10020,15,36
"38.927831,121.635560","38.886674,121.591761",8320,12,31
"38.927831,121.635560","38.886869,121.592322",8250,12,30
"38.927831,121.635560","38.886413,121.593833",8190,12,30
"38.927831,121.635560","38.878416,121.595227",9110,14,33
"38.927831,121.635560","38.876319,121.592747",9550,14,34
"38.927831,121.635560","38.928174,121.635116",80,5,0
"38.927831,121.635560","38.927285,121.636726",160,5,0
"38.927831,121.635560","38.926704,121.637136",260,5,0
"38.927831,121.635560","38.931322,121.635241",540,7,0
"38.927831,121.635560","38.925260,121.631906",600,7,0
"38.927831,121.635560","38.923560,121.637031",690,8,0
"38.927831,121.635560","38.926508,121.641412",740,9,0
"38.927831,121.635560","38.924716,121.640197",740,9,0
"38.927831,121.635560","38.927293,121.642244",810,10,0
"38.927831,121.635560","38.922827,121.638090",840,10,0
"38.927831,121.635560","38.924468,121.645262",1290,15,0
"38.927831,121.635560","38.924384,121.645614",1330,16,0
"38.927831,121.635560","38.926775,121.642575",870,10,0
"38.927831,121.635560","38.922800,121.645427",1430,17,0
"38.927831,121.635560","38.922682,121.645763",1470,18,0
"38.927831,121.635560","38.927217,121.642472",840,10,0
"38.927831,121.635560","38.915073,121.638305",2010,5,12
"38.927831,121.635560","38.916837,121.635982",1710,21,0
"38.927831,121.635560","38.915330,121.629402",2080,5,12
"38.927831,121.635560","38.914657,121.628668",2210,5,12
"38.927831,121.635560","38.915142,121.629056",2130,5,12
"38.927831,121.635560","39.087721,122.012230",51920,78,203
"38.927831,121.635560","39.098542,122.015995",53140,80,208
"38.927831,121.635560","39.088915,122.014309",52230,78,205
"38.927831,121.635560","39.098865,122.016364",53200,80,208
"38.927831,121.635560","39.091653,122.016233",52640,79,206
"38.927831,121.635560","39.092618,122.016947",52790,79,207
"38.927831,121.635560","39.078632,122.004641",50440,76,197
"38.927831,121.635560","39.075001,121.997921",49460,74,193
"38.927831,121.635560","39.080485,122.012637",51440,77,201
"38.927831,121.635560","39.080383,122.012676",51430,77,201
"38.927831,121.635560","39.098600,122.026001",54190,81,212
"38.927831,121.635560","38.917069,121.703356",8380,13,31
"38.927831,121.635560","38.924307,121.695032",7220,11,27
"38.927831,121.635560","38.924154,121.692508",6920,10,26
"38.927831,121.635560","38.924503,121.692622",6930,10,26
"38.927831,121.635560","38.923274,121.689181",6530,10,25
"38.927831,121.635560","38.924863,121.690338",6650,10,26
"38.927831,121.635560","38.925178,121.689201",6510,10,25
"38.927831,121.635560","38.923719,121.687731",6350,10,25
"38.927831,121.635560","38.925394,121.689249",6510,10,25
"38.927831,121.635560","38.925853,121.689406",6530,10,25
"38.927831,121.635560","38.921410,121.646174",1630,20,0
"38.927831,121.635560","38.919444,121.642699",1570,19,0
"38.927831,121.635560","38.919655,121.641943",1490,18,0
"38.927831,121.635560","38.920062,121.640715",1360,16,0
"38.927831,121.635560","38.921338,121.647952",1810,22,0
"38.927831,121.635560","38.918305,121.643875",1790,22,0
"38.927831,121.635560","38.918134,121.629134",1700,20,0
"38.927831,121.635560","38.922057,121.629975",1120,13,0
"38.927831,121.635560","38.918042,121.629067",1710,21,0
"38.927831,121.635560","38.918074,121.628955",1720,21,0
"38.927831,121.635560","38.917896,121.629365",1720,21,0
"38.927831,121.635560","38.917817,121.629352",1730,21,0
"38.927831,121.635560","38.917691,121.630150",1710,21,0
"38.927831,121.635560","38.917672,121.630530",1690,20,0
"38.927831,121.635560","38.931141,121.670392",4250,6,18
"38.927831,121.635560","38.928549,121.670082",4180,6,18
"38.927831,121.635560","38.880874,121.567668",11000,17,40
"38.927831,121.635560","38.877325,121.571997",11010,17,40
"38.927831,121.635560","38.878291,121.563753",11630,17,42
"38.927831,121.635560","38.881466,121.569550",10770,16,39
"38.927831,121.635560","38.879472,121.572577",10720,16,38
"38.927831,121.635560","38.879791,121.573800",10580,16,38
"38.927831,121.635560","38.879440,121.574390",10570,16,38
"38.927831,121.635560","38.876408,121.557763",12370,19,45
"38.927831,121.635560","38.874363,121.558179",12540,19,46
"38.927831,121.635560","38.887058,121.566183",10530,16,38
"38.927831,121.635560","38.872667,121.556567",12860,19,47
"38.927831,121.635560","38.877662,121.555835",12420,19,45
"38.927831,121.635560","38.879365,121.550837",12740,19,47
"38.927831,121.635560","38.881291,121.554077",12240,18,45
"38.927831,121.635560","38.921149,121.638236",1090,13,0
"38.927831,121.635560","38.921772,121.637560",970,12,0
"38.927831,121.635560","38.917995,121.637535",1550,19,0
"38.927831,121.635560","38.922450,121.636868",850,10,0
"38.927831,121.635560","38.920552,121.635167",1130,14,0
"38.927831,121.635560","38.917374,121.642676",1840,22,0
"38.927831,121.635560","38.962616,121.543193",12430,19,45
"38.927831,121.635560","38.971171,121.539136",13480,20,50
"38.927831,121.635560","38.959840,121.550705",11420,17,41
"38.927831,121.635560","39.020541,121.604619",14910,22,55
"38.927831,121.635560","39.009501,121.606111",13200,20,48
"38.927831,121.635560","39.009592,121.615331",12960,19,47
"38.927831,121.635560","38.925329,121.653664",2230,5,12
"38.927831,121.635560","38.924707,121.652170",2070,5,12
"38.927831,121.635560","38.923631,121.652487",2150,5,12
"38.927831,121.635560","38.917967,121.588071",5950,9,23
"38.927831,121.635560","38.915395,121.587315",6160,9,24
"38.927831,121.635560","38.916217,121.594076",5340,8,22
"38.927831,121.635560","38.901796,121.609570",5130,8,21
"38.927831,121.635560","38.906705,121.608952",4600,7,19
"38.927831,121.635560","38.906635,121.608556",4650,7,20
"38.927831,121.635560","39.397769,122.349877",113070,170,448
"38.927831,121.635560","39.399775,122.345805",112900,169,447
"38.927831,121.635560","39.396897,122.349226",112930,169,447
"38.927831,121.635560","38.958730,121.522029",14560,22,54
"38.927831,121.635560","38.959510,121.520759",14750,22,55
"38.927831,121.635560","38.958387,121.514583",15400,23,57
"38.927831,121.635560","38.956570,121.545269",11810,18,43
"38.927831,121.635560","38.918846,121.609266",3480,5,16
"38.927831,121.635560","38.908862,121.646337",3230,5,15
"38.927831,121.635560","38.917240,121.605674",3980,6,18
"38.927831,121.635560","38.915248,121.606082",4070,6,18
"38.927831,121.635560","38.877128,121.585644",9940,15,35
"38.927831,121.635560","39.405224,122.353684",114170,171,452
"38.927831,121.635560","38.922757,121.648028",1700,20,0
"38.927831,121.635560","38.916700,121.635000",1730,21,0
"38.927831,121.635560","38.900170,121.645045",4460,7,19
"38.927831,121.635560","38.902500,121.608000",5170,8,21
"38.927831,121.635560","39.050583,121.770554",25140,38,96
"38.927831,121.635560","38.929115,121.669530",4120,6,18
"38.927831,121.635560","38.877780,121.594480",9250,14,33
"38.927831,121.635560","39.074988,121.997931",49460,74,193
"38.927831,121.635560","38.878710,121.584417",9840,15,35
"38.927831,121.635560","38.925259,121.653809",2250,5,12
"38.927831,121.635560","38.879945,121.573674",10570,16,38
"38.927831,121.635560","38.926698,121.642900",910,11,0
"38.927831,121.635560","39.077135,122.001204",49970,75,195
"38.927831,121.635560","38.957432,121.520067",14720,22,54
"38.927831,121.635560","38.918345,121.607532",3700,6,17
"38.927831,121.635560","38.908247,121.640610",3110,5,15
"38.927831,121.635560","38.933500,121.600000",4400,7,19
"38.927831,121.635560","38.898600,121.647000",4760,7,20
