origin,destination,distance_meters,duration_minutes,cost
"30.243880,120.137960","30.230934,120.148849",2490,5,13
"30.243880,120.137960","30.240826,120.101406",4940,7,20
"30.243880,120.137960","30.253160,120.162484",3600,5,16
"30.243880,120.137960","30.232456,120.136580",1790,21,0
"30.243880,120.137960","30.202395,120.113350",7260,11,27
"30.243880,120.137960","30.315645,120.136930",11170,17,40
"30.243880,120.137960","30.276814,120.164581",6250,9,24
"30.243880,120.137960","30.251654,120.142481",1350,16,0
"30.243880,120.137960","30.238978,120.097524",5490,8,22
"30.243880,120.137960","30.232386,120.149789",2390,5,13
"30.243880,120.137960","30.238732,120.154521",2370,5,13
"30.243880,120.137960","30.236157,120.154292",2500,5,13
"30.243880,120.137960","30.230372,120.148032",2500,5,13
"30.243880,120.137960","30.230253,120.138864",2120,5,12
"30.243880,120.137960","30.234732,120.156845",2910,5,14
"30.243880,120.137960","30.230581,120.137300",2070,5,12
"30.243880,120.137960","30.247279,120.133313",820,10,0
"30.243880,120.137960","30.246209,120.132068",870,10,0
"30.243880,120.137960","30.247373,120.131962",970,12,0
"30.243880,120.137960","30.250209,120.140723",1050,13,0
"30.243880,120.137960","30.248263,120.131589",1100,13,0
"30.243880,120.137960","30.252574,120.137577",1350,16,0
"30.243880,120.137960","30.251519,120.131988",1430,17,0
"30.243880,120.137960","30.234669,120.133019",1580,19,0
"30.243880,120.137960","30.253808,120.133460",1660,20,0
"30.243880,120.137960","30.240230,120.126352",1660,20,0
"30.243880,120.137960","30.229459,120.133953",2310,5,13
"30.243880,120.137960","30.227600,120.143830",2650,5,14
"30.243880,120.137960","30.227673,120.133043",2610,5,13
"30.243880,120.137960","30.227666,120.132958",2610,5,13
"30.243880,120.137960","30.225658,120.152509",3450,5,16
"30.243880,120.137960","30.225240,120.143968",3010,5,15
"30.243880,120.137960","30.225213,120.143880",3010,5,15
"30.243880,120.137960","30.239004,120.105828",4390,7,19
"30.243880,120.137960","30.237412,120.097724",5500,8,22
"30.243880,120.137960","30.240622,120.106983",4200,6,18
"30.243880,120.137960","30.238028,120.106488",4330,6,19
"30.243880,120.137960","30.243268,120.106763",4200,6,18
"30.243880,120.137960","30.238288,120.106949",4260,6,18
"30.243880,120.137960","30.235894,120.105016",4600,7,19
"30.243880,120.137960","30.243659,120.107314",4120,6,18
"30.243880,120.137960","30.235660,120.104613",4660,7,20
"30.243880,120.137960","30.235839,120.105186",4580,7,19
"30.243880,120.137960","30.214875,120.107925",6060,9,24
"30.243880,120.137960","30.317787,120.136903",11510,17,42
"30.243880,120.137960","30.317777,120.136895",11500,17,42
"30.243880,120.137960","30.320706,120.141437",11970,18,43
"30.243880,120.137960","30.315401,120.138443",11130,17,40
"30.243880,120.137960","30.319066,120.144087",11730,18,43
"30.243880,120.137960","30.314744,120.137545",11030,17,40
"30.243880,120.137960","30.321992,120.137046",12160,18,44
"30.243880,120.137960","30.312099,120.142601",10640,16,38
"30.243880,120.137960","30.317507,120.129761",11510,17,42
"30.243880,120.137960","30.309394,120.133173",10220,15,36
"30.243880,120.137960","30.272035,120.165525",5740,9,23
"30.243880,120.137960","30.272099,120.165798",5770,9,23
"30.243880,120.137960","30.276375,120.162975",6070,9,24
"30.243880,120.137960","30.276600,120.163054",6110,9,24
"30.243880,120.137960","30.276871,120.166147",6380,10,25
"30.243880,120.137960","30.259527,120.148472",2820,5,14
"30.243880,120.137960","30.257025,120.144486",2230,5,12
"30.243880,120.137960","30.255994,120.144148",2060,5,12
"30.243880,120.137960","30.256935,120.142147",2110,5,12
"30.243880,120.137960","30.215821,120.117607",5150,8,21
"30.243880,120.137960","30.215918,120.117925",5120,8,21
"30.243880,120.137960","30.216137,120.118931",5020,8,21
"30.243880,120.137960","30.212569,120.117874",5570,8,22
"30.243880,120.137960","30.253352,120.162044",3560,5,16
"30.243880,120.137960","30.253583,120.163793",3790,6,17
"30.243880,120.137960","30.252058,120.163461",3660,5,17
"30.243880,120.137960","30.252050,120.163604",3680,6,17
"30.243880,120.137960","30.254685,120.162456",3700,6,17
"30.243880,120.137960","30.254843,120.161906",3640,5,17
"30.243880,120.137960","30.254945,120.162473",3720,6,17
"30.243880,120.137960","30.251796,120.163967",3710,6,17
"30.243880,120.137960","30.252520,120.164548",3820,6,17
"30.243880,120.137960","30.251744,120.164014",3710,6,17
"30.243880,120.137960","30.230567,120.131086",2270,5,12
"30.243880,120.137960","30.229423,120.129591",2520,5,13
"30.243880,120.137960","30.232224,120.127510",2300,5,12
"30.243880,120.137960","30.238952,120.108082",4090,6,18
"30.243880,120.137960","30.195991,120.113222",8160,12,30
"30.243880,120.137960","30.193979,120.115111",8350,13,31
"30.243880,120.137960","30.193690,120.115651",8370,13,31
"30.243880,120.137960","30.191025,120.115325",8770,13,32
"30.243880,120.137960","30.190588,120.120679",8620,13,31
"30.243880,120.137960","30.276975,120.163125",6160,9,24
"30.243880,120.137960","30.277606,120.163290",6260,9,24
"30.243880,120.137960","30.277581,120.163050",6240,9,24
"30.243880,120.137960","30.277919,120.163326",6300,9,25
"30.243880,120.137960","30.277879,120.161926",6200,9,24
"30.243880,120.137960","30.276753,120.168117",6530,10,25
"30.243880,120.137960","30.274607,120.161048",5700,9,23
"30.243880,120.137960","30.257620,120.092557",6470,10,25
"30.243880,120.137960","30.260346,120.095285",6290,9,24
"30.243880,120.137960","30.264739,120.094010",6740,10,26
"30.243880,120.137960","30.165000,120.285112",23300,35,89
"30.243880,120.137960","30.163626,120.284667",23360,35,89
"30.243880,120.137960","30.164001,120.283843",23230,35,89
"30.243880,120.137960","30.280377,120.169734",7110,11,27
"30.243880,120.137960","30.280039,120.169083",7010,11,27
"30.243880,120.137960","30.279779,120.168421",6930,10,26
"30.243880,120.137960","30.181674,120.269350",20150,30,76
"30.243880,120.137960","30.287817,120.080820",10290,15,37
"30.243880,120.137960","30.280132,120.087830",8790,13,32
"30.243880,120.137960","30.280408,120.069749",10790,16,39
"30.243880,120.137960","30.243917,120.178859",5500,8,22
"30.243880,120.137960","30.243913,120.179120",5540,8,22
"30.243880,120.137960","30.243947,120.182733",6020,9,24
"30.243880,120.137960","30.234878,120.431013",39440,59,153
"30.243880,120.137960","30.228891,120.426744",38910,58,151
"30.243880,120.137960","30.238984,120.446523",41500,62,162
"30.243880,120.137960","30.276928,120.188435",8520,13,31
"30.243880,120.137960","30.276300,120.190958",8730,13,32
"30.243880,120.137960","30.284710,120.189495",9400,14,34
"30.243880,120.137960","30.257888,120.193475",7780,12,29
"30.243880,120.137960","30.257968,120.191605",7540,11,28
"30.243880,120.137960","30.258207,120.190940",7470,11,28
"30.243880,120.137960","30.420770,120.308529",35830,54,139
"30.243880,120.137960","30.420991,120.308750",35870,54,139
"30.243880,120.137960","30.421951,120.305577",35720,54,138
"30.243880,120.137960","30.274769,120.156955",5440,8,22
"30.243880,120.137960","30.274804,120.156967",5450,8,22
"30.243880,120.137960","30.273365,120.157444",5290,8,21
"30.243880,120.137960","30.469781,119.769475",60720,91,238
"30.243880,120.137960","30.470169,119.768906",60820,91,239
"30.243880,120.137960","30.470213,119.764273",61330,92,241
"30.243880,120.137960","30.270125,120.167725",5720,9,23
"30.243880,120.137960","30.428199,120.304135",36360,55,141
"30.243880,120.137960","30.429778,120.309058",36960,55,143
"30.243880,120.137960","30.278482,120.170535",6940,10,26
"30.243880,120.137960","30.289940,120.207477",11780,18,43
"30.243880,120.137960","30.290107,120.209962",12060,18,44
"30.243880,120.137960","30.291007,120.217230",12940,19,47
"30.243880,120.137960","30.614857,114.254582",791740,1188,3163
"30.243880,120.137960","30.616003,114.258459",791230,1187,3161
"30.243880,120.137960","30.614411,114.253549",791880,1188,3163
"30.243880,120.137960","30.254777,120.165028",4020,6,18
"30.243880,120.137960","30.253762,120.166446",4130,6,18
"30.243880,120.137960","30.253726,120.166572",4140,6,18
"30.243880,120.137960","30.200183,120.202146",10990,16,40
"30.243880,120.137960","30.150623,120.285910",24640,37,94
"30.243880,120.137960","30.420663,120.307400",35720,54,138
"30.243880,120.137960","30.179290,120.285795",22290,33,85
"30.243880,120.137960","30.431516,120.314651",37640,56,146
"30.243880,120.137960","29.473498,119.263331",168300,252,669
"30.243880,120.137960","30.229744,120.473752",45220,68,176
