origin,destination,distance_meters,duration_minutes,cost
"28.604789,115.916642","28.674121,115.887019",11530,17,42
"28.604789,115.916642","28.655929,115.850254",12070,18,44
"28.604789,115.916642","28.683089,115.862117",14290,21,53
"28.604789,115.916642","28.604789,115.916642",0,5,0
"28.604789,115.916642","28.689605,115.990201",16590,25,62
"28.604789,115.916642","28.674670,115.889435",11500,17,42
"28.604789,115.916642","28.705900,115.881823",16440,25,61
"28.604789,115.916642","28.951573,115.966089",54400,82,213
"28.604789,115.916642","28.678755,115.888103",12160,18,44
"28.604789,115.916642","28.678848,115.883719",12380,19,45
"28.604789,115.916642","28.683394,115.886260",12920,19,47
"28.604789,115.916642","28.678785,115.886451",12240,18,45
"28.604789,115.916642","28.678026,115.886839",12110,18,44
"28.604789,115.916642","28.704138,115.880581",16230,24,61
"28.604789,115.916642","28.702944,115.882016",16000,24,60
"28.604789,115.916642","28.709715,115.880360",17070,26,64
"28.604789,115.916642","28.701301,115.879440",15860,24,59
"28.604789,115.916642","28.700795,115.878631",15820,24,59
"28.604789,115.916642","28.700706,115.878777",15800,24,59
"28.604789,115.916642","28.703468,115.874768",16390,25,61
"28.604789,115.916642","28.698989,115.876357",15660,23,58
"28.604789,115.916642","28.716479,115.880720",18070,27,68
"28.604789,115.916642","28.716122,115.877511",18140,27,68
"28.604789,115.916642","28.607862,115.912846",710,8,0
"28.604789,115.916642","28.602499,115.911372",800,10,0
"28.604789,115.916642","28.606961,115.928080",1600,19,0
"28.604789,115.916642","28.613977,115.907696",1880,23,0
"28.604789,115.916642","28.607440,115.930285",1910,23,0
"28.604789,115.916642","28.617213,115.913810",1970,24,0
"28.604789,115.916642","28.607537,115.932403",2200,5,12
"28.604789,115.916642","28.603836,115.933579",2320,5,13
"28.604789,115.916642","28.621357,115.921621",2670,5,14
"28.604789,115.916642","28.607937,115.934335",2470,5,13
"28.604789,115.916642","28.673696,115.887108",11460,17,41
"28.604789,115.916642","28.674621,115.887100",11600,17,42
"28.604789,115.916642","28.673802,115.886297",11520,17,42
"28.604789,115.916642","28.672945,115.886539",11380,17,41
"28.604789,115.916642","28.673557,115.884538",11570,17,42
"28.604789,115.916642","28.675246,115.890008",11560,17,42
"28.604789,115.916642","28.673066,115.890280",11220,17,40
"28.604789,115.916642","28.673815,115.891090",11300,17,41
"28.604789,115.916642","28.675008,115.891432",11460,17,41
"28.604789,115.916642","28.661546,115.898490",9180,14,33
"28.604789,115.916642","28.661934,115.897709",9260,14,33
"28.604789,115.916642","28.656660,115.899740",8400,13,31
"28.604789,115.916642","28.664218,115.895622",9690,15,35
