origin,destination,distance_meters,duration_minutes,cost
"24.425286,118.125370","24.439553,118.068954",8300,12,30
"24.425286,118.125370","24.432104,118.102892",3360,5,16
"24.425286,118.125370","24.436084,118.101683",3750,6,17
"24.425286,118.125370","24.442614,118.161900",5840,9,23
"24.425286,118.125370","24.431470,118.142622",2630,5,13
"24.425286,118.125370","24.565019,118.107443",21900,33,83
"24.425286,118.125370","24.437609,118.087587",5690,9,23
"24.425286,118.125370","24.425000,118.125000",70,5,0
"24.425286,118.125370","24.441099,118.075936",7430,11,28
"24.425286,118.125370","24.438323,118.098663",4300,6,18
"24.425286,118.125370","24.439167,118.092371",5150,8,21
"24.425286,118.125370","24.438151,118.100286",4080,6,18
"24.425286,118.125370","24.437842,118.093059",4980,7,21
"24.425286,118.125370","24.437175,118.092820",4970,7,21
"24.425286,118.125370","24.435931,118.093939",4750,7,20
"24.425286,118.125370","24.437025,118.092127",5050,8,21
"24.425286,118.125370","24.425358,118.124858",70,5,0
"24.425286,118.125370","24.424218,118.124715",190,5,0
"24.425286,118.125370","24.424150,118.124644",200,5,0
"24.425286,118.125370","24.426987,118.125449",270,5,0
"24.425286,118.125370","24.423277,118.124971",320,5,0
"24.425286,118.125370","24.426628,118.123478",340,5,0
"24.425286,118.125370","24.426359,118.123234",350,5,0
"24.425286,118.125370","24.426436,118.123210",350,5,0
"24.425286,118.125370","24.427532,118.124499",370,5,0
"24.425286,118.125370","24.423458,118.127330",400,5,0
"24.425286,118.125370","24.442736,118.068569",8500,13,31
"24.425286,118.125370","24.443658,118.069567",8410,13,31
"24.425286,118.125370","24.443323,118.069694",8380,13,31
"24.425286,118.125370","24.440870,118.066559",8680,13,32
"24.425286,118.125370","24.440881,118.069643",8260,12,30
"24.425286,118.125370","24.442886,118.070977",8180,12,30
"24.425286,118.125370","24.443387,118.071405",8150,12,30
"24.425286,118.125370","24.442379,118.072770",7920,12,29
"24.425286,118.125370","24.443529,118.071283",8170,12,30
"24.425286,118.125370","24.443839,118.071394",8180,12,30
"24.425286,118.125370","24.430225,118.105575",2910,5,14
"24.425286,118.125370","24.432239,118.106511",2880,5,14
"24.425286,118.125370","24.435738,118.102250",3660,5,17
"24.425286,118.125370","24.436082,118.102090",3700,6,17
"24.425286,118.125370","24.435021,118.099579",3960,6,17
"24.425286,118.125370","24.434682,118.094421",4620,7,19
"24.425286,118.125370","24.441731,118.160292",5570,8,22
"24.425286,118.125370","24.445275,118.161975",6050,9,24
"24.425286,118.125370","24.443514,118.158633",5500,8,22
"24.425286,118.125370","24.443588,118.158408",5480,8,22
"24.425286,118.125370","24.443209,118.158267",5430,8,22
"24.425286,118.125370","24.443288,118.158187",5430,8,22
"24.425286,118.125370","24.443044,118.158028",5390,8,22
"24.425286,118.125370","24.443324,118.158018",5410,8,22
"24.425286,118.125370","24.443040,118.157923",5380,8,22
"24.425286,118.125370","24.443878,118.157896",5440,8,22
"24.425286,118.125370","24.428825,118.142325",2470,5,13
"24.425286,118.125370","24.429444,118.144577",2800,5,14
