city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Dalian,Qingniwa Bridge Commercial District,BV10101767,"Dalian's traditional commercial center, featuring numerous shopping malls, restaurants, and metro transportation.",Leisure Experience,,38.916526,121.631086,4.5,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Dalian,Golden Coast,B019B0C8MX,"The core beachfront of Golden Pebble Beach, with fine sand and clear seawater, ideal for seaside leisure.",Natural Scenery,,39.076061,122.003474,4.8,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Dalian,Dalian Natural History Museum,B019B0AOIR,"A national first-class museum housing nearly 200,000 specimens, with extensive exhibits of marine life and dinosaur fossils.",Historical and Cultural,,38.870371,121.561602,4.7,09:00,16:30,Monday,1.5,3.0,0
Dalian,Zhongshan Square,B019B0147C,"Dalian's historic core area, surrounded by multiple century-old European-style buildings showcasing the city's historical evolution.",Historical and Cultural,,38.921549,121.643827,4.8,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Dalian,Xinghai Park,B019B0AP1P,"A seaside park with a bathing beach, suitable for family outings and seaside leisure.",Natural Scenery,,38.877811,121.568075,4.9,Open 24 Hours,Open 24 Hours,,2.0,3.5,0
Dalian,Dalian Jinshitan Life Mystery Museum,B0FFIA4TL1,"The world's first museum themed around the mysteries of life, showcasing plastinated biological specimens.",Historical and Cultural,,39.088910,122.009081,4.7,08:00,17:00,,1.0,2.5,75
Dalian,Youhao Square,B019B01480,"A landmark square in Dalian's city center, featuring a crystal ball monument and a bustling commercial area.",City Landmark,,38.920234,121.639586,4.9,Open 24 Hours,Open 24 Hours,,0.0,1.5,0
Dalian,Donggang Business District,B019B0B8XN,"Dalian's modern business district, equipped with musical fountains and a seaside promenade.",Leisure Experience,,38.918777,121.698262,4.2,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Dalian,Xinghai Bay Boardwalk,,"A wooden boardwalk built along the coastline, offering close-up views of the sea and waves, perfect for strolling and sightseeing.",Natural Scenery,,38.882006,121.587922,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Dalian,Russian Style Street,B0FFGQSVE2,"A distinctive street district preserving a complete collection of Russian-style buildings, offering an exotic cultural experience.",Historical and Cultural,,38.927831,121.635560,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Dalian,Sun Valley Scenic Area,B0FFHSJNXA,A historic cultural district with well-preserved modern architectural clusters and a strong artistic atmosphere.,Historical and Cultural,,38.810796,121.234155,4.7,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Dalian,Binhai Road West Section Boardwalk,B0FFGWO58K,"A wooden boardwalk nestled between mountains and the sea, offering views of the Yellow Sea and the city's skyline.",Natural Scenery,,38.875925,121.596943,4.9,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Dalian,Heishi Reef Park,B019B0B1D7,"A seaside park known for its unique black rock formations, featuring distinctive geological landscapes.",Natural Scenery,,38.869587,121.558934,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Dalian,Lianhua Mountain Observation Deck,B0FFF4RJXC,"A viewpoint for panoramic views of Dalian, overlooking the city and the coastline.",Natural Scenery,,38.879606,121.608727,4.8,07:30,21:00,,0.5,2.0,74
Dalian,Dalian Museum,B019B0AWFS,A modern museum showcasing Dalian's urban development and industrial civilization.,Historical and Cultural,,38.888484,121.586097,4.7,09:00,17:00,Monday,1.5,3.0,0
