origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Changchun,Dalian,2025-11-12,CGQ,Longjia International Airport,SJW,Zhengding International Airport,2025-11-12 12:55:00,2025-11-12 15:35:00,160,JD5356,Hainan Airlines | Capital Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,419,1,105
Changchun,Dalian,2025-11-12,SJW,Zhengding International Airport,DLC,Zhoushuizi Airport,2025-11-12 16:55:00,2025-11-12 18:15:00,80,HU7473,Hainan Airlines | Hainan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,419,2,105
Changchun,Dalian,2025-11-12,CGQ,Longjia International Airport,PKX,Daxing International Airport,2025-11-12 07:25:00,2025-11-12 09:35:00,130,CZ6143,China Southern Airlines,Economy Class,Sufficient,320NEO,Medium Aircraft,Airbus,950,1,107
Changchun,Dalian,2025-11-12,PKX,Daxing International Airport,DLC,Zhoushuizi Airport,2025-11-12 10:30:00,2025-11-12 11:50:00,80,CZ6126,China Southern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,950,2,107
Changchun,Dalian,2025-11-12,CGQ,Longjia International Airport,SJW,Zhengding International Airport,2025-11-12 14:25:00,2025-11-12 16:50:00,145,8L9642,Hainan Airlines | Lucky Air,Economy Class,Sufficient,A320-CEO,Medium Aircraft,Airbus,400,1,104
Changchun,Dalian,2025-11-12,SJW,Zhengding International Airport,DLC,Zhoushuizi Airport,2025-11-12 19:10:00,2025-11-12 20:35:00,85,9C6116,Spring Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,400,2,104
Dalian,Changchun,2025-11-13,DLC,Zhoushuizi Airport,YNT,Penglai Airport,2025-11-13 10:00:00,2025-11-13 10:40:00,40,GS6431,Hainan Airlines | Tianjin Airlines,Economy Class,Sufficient,195,Medium Aircraft,Embraer,630,1,111
Dalian,Changchun,2025-11-13,YNT,Penglai Airport,CGQ,Longjia International Airport,2025-11-13 12:40:00,2025-11-13 14:25:00,105,SC7653,Shandong Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,630,2,111
Dalian,Changchun,2025-11-13,DLC,Zhoushuizi Airport,TSN,Binhai International Airport,2025-11-13 16:25:00,2025-11-13 17:40:00,75,GS6414,Hainan Airlines | Tianjin Airlines,Economy Class,Sufficient,190,Medium Aircraft,Embraer,463,1,109
Dalian,Changchun,2025-11-13,TSN,Binhai International Airport,CGQ,Longjia International Airport,2025-11-13 21:10:00,2025-11-13 22:55:00,105,BK2730,Okay Airways,Economy Class,Sufficient,737,Medium Aircraft,Boeing,463,2,109
