poi_name,latitude,longitude,address,poi_type
Nanjing 1912 Block,32.044777,118.795778,,attraction
Music Stage of Sun Yat-sen Mausoleum Scenic Area in Zhongshan Scenic Area,32.055096,118.855382,,attraction
Nanjing Eye Pedestrian Bridge,31.995131,118.703146,,attraction
Linggu Temple,32.055418,118.867942,,attraction
China Nanjing Yunjin Museum,32.036390,118.744814,,attraction
Six Dynasties Museum,32.042840,118.799124,,attraction
Qinhuai River,32.020660,118.788899,,attraction
Nanjing Yangtze River Bridge,32.116040,118.738514,,attraction
Yuhuatai Martyrs' Cemetery,31.998425,118.780177,,attraction
Ke Lane,32.039213,118.796070,,attraction
Meilu Restaurant (Sifangcheng Branch),32.049053,118.850510,,restaurant
Nanjing Dongjiao State Guesthouse Daoxiangcun A La Carte Restaurant,32.058352,118.847527,,restaurant
Jingli Seafood Buffet Restaurant,32.058378,118.847167,,restaurant
Maisui Café (Restaurant),32.053088,118.840329,,restaurant
Yisheng Garden Restaurant,32.041985,118.849227,,restaurant
Kuandu Hotel (Kuandu · Emerald Garden Restaurant),32.043804,118.840376,,restaurant
Old Camera · Garden Restaurant,32.042471,118.841831,,restaurant
Frontline Courtyard Fanghua Cultural Theme Restaurant,32.042886,118.840991,,restaurant
Giraffe Tea Restaurant (Junlin Zijin Commercial Street Branch),32.037885,118.850974,,restaurant
Golden Almond Restaurant,32.037985,118.850289,,restaurant
Bailiu Garden Restaurant,32.041811,118.878425,,restaurant
Nanjing Dapaidang (1912 Presidential Palace Branch),32.045050,118.795997,,restaurant
Fine Recipe · Creative Western Cuisine (Presidential Palace 1912 Branch),32.044738,118.795705,,restaurant
Kao Yin Fresh Grill Social Tavern (Daxinggong 1912 Branch),32.044619,118.795650,,restaurant
Zhuque Bridge · Nanjing Duck Culture Themed Restaurant,32.045993,118.796627,,restaurant
Nanjing The Grand Mansion Luxury Collection Hotel Xuanling Pavilion Chinese Restaurant,32.042870,118.798986,,restaurant
Plum Blossom Ode · Jinling Bistro (Presidential Palace 1912 Branch),32.045954,118.796309,,restaurant
The Grand Mansion Luxury Collection Hotel · Old Nanjing Orange Twilight Restaurant,32.042545,118.798838,,restaurant
