poi_name,latitude,longitude,address,poi_type
Lu Xun's Hometown,29.993263,120.584419,,attraction
Shenyuan (Shen Garden),29.990303,120.590035,,attraction
Night Tour of the Ring City River,29.995000,120.580000,,attraction
Shaoxing East Lake Scenic Area,29.998452,120.632047,,attraction
Shaoxing Museum,29.997923,120.572327,,attraction
Xiyuan (West Garden),29.997169,120.568984,,attraction
Keyan Scenic Area,30.046148,120.474709,,attraction
Bazhi Bridge,29.999705,120.591561,,attraction
Cai Yuanpei Former Residence,30.006921,120.583356,,attraction
Shaoxing Hotel · Yueyuntai Teahouse,30.003757,120.572875,,attraction
Zhenyuan Wellness Restaurant,29.999362,120.577485,,restaurant
Little Shaoxing Cuisine Restaurant,29.999677,120.577461,,restaurant
Pizza Italian Restaurant (Shaoxing Renmin Road Branch),29.996281,120.580525,,restaurant
Shaoxing Encounter Gourmet Restaurant,29.997472,120.581278,,restaurant
Xun Bao Ji · Shaoxing Cuisine Intangible Cultural Heritage Store (Zhuangyuan Branch),30.000241,120.578458,,restaurant
Mihe Restaurant,30.000304,120.579260,,restaurant
Baoxing Building,29.998368,120.581599,,restaurant
Shangdingxian Specialty Noodles,29.992501,120.577765,,restaurant
Mi Zuo Coffee Gourmet Private Kitchen (Lu Xun Cinema Branch),30.001425,120.582336,,restaurant
Shaoxing Flavor Shaoxing Cuisine · Intangible Cultural Heritage Restaurant (Lu Xun's Hometown Branch),29.992004,120.584190,,restaurant
Drunken Yue Banquet · Intangible Cultural Heritage Restaurant,29.992161,120.583616,,restaurant
Shaoxing Second Hospital Fukang Restaurant,29.990527,120.585247,,restaurant
Fan Lou Yue Banquet,29.992762,120.580983,,restaurant
Youjia Self-Service Restaurant (Jinxiu Garden Branch),29.989041,120.586015,,restaurant
Hong Kong Cantonese Dim Sum Tea Restaurant,29.988141,120.583983,,restaurant
Private Peak Flavor Specialty Fly Restaurant (Manong Branch),29.996615,120.589810,,restaurant
Shangpin Yuefu · Fusion Restaurant (Yan'an Road Branch),29.988445,120.591438,,restaurant
Musoli · Mon Soleil · Flavor Bistro,29.987722,120.591134,,restaurant
Jishan Hotel Restaurant,29.986551,120.583290,,restaurant
Xianheng Grand Hotel Chinese Restaurant,29.986539,120.582072,,restaurant
Wuyun Toyota Staff Restaurant,30.001724,120.621483,,restaurant
Mu Zi Restaurant,29.993542,120.620506,,restaurant
KFC Drive-Thru Restaurant (Shaoxing 1051 Creative Park DT Branch),29.994260,120.618606,,restaurant
A Guo Diner,29.998248,120.612869,,restaurant
Xiao Wu Restaurant,30.007609,120.586402,,restaurant
Lanting Ji · Shaoxing Cuisine (Shusheng Guli Branch),30.005162,120.586245,,restaurant
City Wall Soundwave Grill,30.010619,120.582605,,restaurant
Hong Kong Island Tea Restaurant,30.005562,120.582021,,restaurant
Defacai Chaoshan Claypot Porridge and Tea Restaurant (Shaoxing Branch),30.005525,120.581975,,restaurant
Mi Thai Tea Restaurant,30.005534,120.581966,,restaurant
Huanxi Fishing River Pufferfish and Crab Roe Theme Restaurant (Shaoxing Ancient City Branch),30.006403,120.581237,,restaurant
Baibai Ban Restaurant (Shaoxing Baibai Ban Branch),30.006013,120.581119,,restaurant
Sole Western Restaurant,30.006808,120.580760,,restaurant
Cheng Ji Small Restaurant,30.003825,120.589825,,restaurant
Anchang Pickled Fish,30.133493,120.499559,,restaurant
Ye Mai Self-Service Restaurant,30.130664,120.497240,,restaurant
Ye Mai Self-Service Restaurant (Kobei Branch),30.137311,120.503223,,restaurant
Yemai Self-Service Restaurant (Xinggong Branch),30.149685,120.490891,,restaurant
Koukouxiang Self-Service Restaurant,30.147371,120.483604,,restaurant
Yi Jing Restaurant,30.000307,120.569311,,restaurant
Xinjiang Aini Kar Restaurant,29.993702,120.573031,,restaurant
Green Tea Restaurant (Shaoxing Fushan Branch),30.002128,120.570821,,restaurant
Fushan Hidden · Four Seasons Restaurant,30.002935,120.573083,,restaurant
Ding's Restaurant (Yuexiu Branch),29.992768,120.573677,,restaurant
Pizza Italian Restaurant (Shaoxing Tiandi Branch),30.000553,120.566812,,restaurant
Hangyue Modern Restaurant,30.001418,120.566751,,restaurant
Liuhe Zangyuan · Xishan Restaurant,29.995496,120.564265,,restaurant
Lemon Restaurant,30.044809,120.476777,,restaurant
Kaiyuan Yiju Lujia Inn (Keyan Branch),30.044878,120.479149,,restaurant
KFC (Keyan Scenic Area Branch),30.044534,120.479678,,restaurant
Baiyuecheng Xiaohe Diner,30.033744,120.464757,,restaurant
Cachet Boutique Hotel - La Allure Western Restaurant,30.031672,120.474253,,restaurant
Le Sheng Restaurant (Jianhu Tourism Resort Branch),30.031325,120.473875,,restaurant
Junlan Shaoxing Jianhu Grand Hotel Restaurant (Keyan Avenue Branch) (Under Renovation),30.045127,120.483987,,restaurant
Huahui Restaurant,30.004535,120.572806,,restaurant
Yonglilai Dining Room · Macau Tea Restaurant (Yuecheng Branch),30.004566,120.575610,,restaurant
Sumanxiang Vegetarian Buffet Restaurant (Fushan West Road Branch),30.008822,120.569289,,restaurant
Bo An Lou Hotel,30.008774,120.573636,,restaurant
Yangming · Wei Yan,30.009796,120.575400,,restaurant
Zhuli Exquisite Cuisine Buffet Restaurant,30.015175,120.568117,,restaurant
Ying'en Gate Ten-Mile Fragrant Style Restaurant,30.015158,120.567470,,restaurant
Ming Ming Restaurant,30.000057,120.586471,,restaurant
Shaoxing Yuecheng District Jishi Light Meal Restaurant,30.004597,120.591022,,restaurant
Congee King Hong Kong-Style Restaurant (Shimao Plaza Branch),30.002992,120.596351,,restaurant
Pizza Marzano Italian Restaurant (Shaoxing Shimao Branch),30.003230,120.596348,,restaurant
Ersha Restaurant,29.995664,120.597253,,restaurant
Northern Girl Northeastern Cuisine (Laodong Road Branch),30.001858,120.584231,,restaurant
Yuwei Cat Prince Grilled Fish Tavern (Shaoxing Shimao Branch),30.005660,120.596530,,restaurant
Gulute BBQ Buffet Restaurant (Shaoxing BaBaiBan Branch),30.006234,120.580324,,restaurant
Fengnian Restaurant Charcoal Grilled Fish (Baixing Garden Branch),30.079711,120.611289,,restaurant
Cuixuanju Restaurant,30.080318,120.606362,,restaurant
Zhuji Howard Wyndham Hotel Buffet Restaurant,29.726654,120.207342,,restaurant
Shishang Sichuan Cuisine Restaurant,30.013379,120.593058,,restaurant
Qu Yue Mansion,30.017763,120.595587,,restaurant
Yi Shan Restaurant (Chang'an Jiayuan South District Branch),30.019252,120.595908,,restaurant
Lao Xiang Dao Restaurant (Tangnan Jiatang Apartment Branch),30.011158,120.564197,,restaurant
Jiayu Pavilion Restaurant (Yuancheng Building Branch),30.002859,120.603558,,restaurant
Night Fusion Restaurant,29.732464,120.213066,,restaurant
Seafood Palace,29.727260,120.217906,,restaurant
Tu Haha Music Restaurant & Bar (Taifu Plaza Branch),30.165000,120.285112,,restaurant
Radisson Blu Hotel · Jufeng Chinese Restaurant (Xiaoshan Branch),30.163626,120.284667,,restaurant
Qingzhu Music Restaurant & Bar,30.164001,120.283843,,restaurant
Friendship Restaurant,30.106227,120.539384,,restaurant
Yipinxiang Restaurant (Juxian Street Branch),30.115854,120.542817,,restaurant
Lake Reflection Delight · Starry Sky Cloud Restaurant,30.016925,120.584809,,restaurant
Shaoxing Shangyu Marriott Hotel · Marriott Chinese Restaurant,30.030398,120.823327,,restaurant
Gu Yue Restaurant,30.038724,120.828541,,restaurant
Zhuji Xijiang Garden Restaurant,29.706638,120.240543,,restaurant
Mr. Le Fusion Restaurant (Tangyun Plaza Branch),29.706719,120.240467,,restaurant
Xi Yue Zi Dim Sum · Hong Kong Style Tea Restaurant (Zhuji Branch),29.703558,120.246309,,restaurant
Jiejie Restaurant (Genta East Road Branch),29.702429,120.251555,,restaurant
Baiqing Small Restaurant,29.703475,120.251352,,restaurant
Jiangxi Ning'ai Small Restaurant (Zhuluo East Road Branch),29.702234,120.248906,,restaurant
Shanghaoxian Restaurant,30.110081,120.627050,,restaurant
Man Jiyuan Chinese Restaurant,30.094066,120.602176,,restaurant
Mi Fan'er Restaurant (Xinhai Building Branch),30.034502,120.581055,,restaurant
Bostar Millennium Hotel A La Carte Restaurant,29.567129,120.827714,,restaurant
Xing's Restaurant,29.569095,120.831065,,restaurant
Fireside Story Restaurant,29.567604,120.821350,,restaurant
ZIMOM Zhimeng Western Restaurant,30.015477,120.565882,,restaurant
Hewlett-Packard Plaza Drive-Thru Restaurant,30.033035,120.838548,,restaurant
Jiangnan Memories Chinese Restaurant · Local Banquet (Shaoxing Kaiyuan Mingdu Branch),29.992524,120.608965,,restaurant
Ji Hotel Shaoxing Shangyu e-Fashion Town,30.029300,120.826000,"888 Wuxing Middle Road, Cao'e Subdistrict",hotel
Ji Hotel Zhuji Xishi Native Place,29.702600,120.241000,"No. 22, Zhuluo East Road, Zhuji City, Shaoxing, Zhejiang Province",hotel
Vienna Zhihao Hotel (Zhejiang Shaoxing Keqiao North Station),30.110281,120.548716,"Chenglong Building, 50 meters north of the intersection of East Ring Town Road and Yangshan Road, Keqiao District",hotel
Yongli Huachan Hotel (Lu Xun Native Place),29.993871,120.603001,"No. 175, Renmin East Road, Yuecheng District",hotel
Kaiyuan Minte Hotel Shaoxing Yuecheng Lu Xun Native Place,30.004758,120.582328,"No. 1, Shengli East Road, Fushan Subdistrict, Yuecheng District, Shaoxing, China",hotel
Radisson Blu Shaoxing Lu Xun Native Place Hotel (Cangqiao Straight Street),30.008626,120.569232,"No. 105, Fushan West Road, Yuecheng District, Shaoxing, China",hotel
Hilton Garden Inn Shaoxing Yuecheng,30.003190,120.581716,"No. 328, Jiefang North Road, Yuecheng District, Shaoxing, Zhejiang Province",hotel
Anyue Hotel (Shaoxing Datan Metro Station Yigao Plaza),30.024749,120.581137,"Building 2, Yigao Plaza, Yuecheng District",hotel
Zhuji Xiangsheng Century Hotel,29.702256,120.253708,"No. 195, Zhuluo East Road",hotel
Yunhe Ye泊 Hotel (Shaoxing Lu Xun Native Place Ying'en Gate),30.015451,120.568541,"Anyue Lane-6, Fengqing Water Street, Ying'enmen, Beihai Subdistrict, Yuecheng District, Shaoxing, Zhejiang Province",hotel
Shaoxing Kapok Hyatt Centric Hotel,30.000139,120.565449,"No. 28, Mazhen South Road, Beihai Subdistrict, Yuecheng District, Shaoxing, Zhejiang Province",hotel
Shaoxing Anchang Ancient Town Guantang,30.136878,120.495558,"No. 2188, Kebei Avenue, Keqiao District, Shaoxing",hotel
Home Inn - Shaoxing Renmin Middle Road Lu Xun Native Place,29.995812,120.588996,"No. 360, Renmin Middle Road, Yuecheng District, Shaoxing (100 meters east of the intersection of Renmin Road and Zhongxing Road, next to Shaoxing Bank)",hotel
Home Inn - Shaoxing North Station Paojiang New District Olympic Sports Center,30.090379,120.602315,"No. 64, Tang Road, Paojiang, Yuecheng District, Shaoxing, Zhejiang Province",hotel
Home Inn - Shengzhou Wuyue Plaza Guanhenan Road,29.567261,120.827427,"No. 399, Guanhenan Road (southeast corner of the intersection of Guanhenan Road and Lingtieyuan Second Road)",hotel
Home Inn Neo - Shaoxing Passenger Transport Center Lu Xun Native Place,30.015040,120.593455,"No. 195, Zhongxing North Road, Yuecheng District, Shaoxing, Zhejiang Province",hotel
Jinjiang Inn (Shaoxing Lu Xun Native Place City Square Metro Station),30.004240,120.567050,"No. 748, Shengli West Road, Yuecheng District, Shaoxing, Zhejiang Province",hotel
Jinjiang Inn Zhuji Baolong Plaza High-Speed Railway Station,29.729078,120.212837,"No. 98, Zhusan Road",hotel
Hanting Hotel Shaoxing Lu Xun Native Place,29.996300,120.586000,"Part of the first floor and all of floors 7-14, No. 208, Renmin Middle Road",hotel
Orange Hotel Shaoxing University of Arts and Sciences Lu Xun Native Place,29.990900,120.569000,"No. 26, Changxi Road, near Nanshan Campus and Hedong Hexi Campus of Wenzhou University",hotel
Hangzhou Station,30.243482,120.182860,"No. 1, Huancheng East Road, Xiaoying Subdistrict",train_station
Shaoxing Station,30.014249,120.579634,"No. 200, Chezhan Road",train_station
Hangzhou South Station,30.172640,120.295589,"No. 328, Zhanqian Road, Xintang Subdistrict",train_station
Hangzhou East Station,30.290846,120.212605,"No. 1, Tiancheng Road",train_station
Shaoxing North Station,30.098661,120.539485,Intersection of Qiantao Highway and No. 1 Road,train_station
Linping South Station,30.380793,120.296665,Intersection of Wenzheng Street and Xinfeng Road,train_station
Shangyu Station,30.001322,120.856929,"No. 144, Yaxia Avenue, Cao'e Subdistrict",train_station
Gulute BBQ Buffet Restaurant (Shaoxing Jindi Yintai Huifang Street Branch),29.986572,120.576970,,restaurant
Guangwei Xuan Hong Kong Style Tea Restaurant (Hangzhou East Station),30.290107,120.209962,,restaurant
Airy Cloud Restaurant (Dongxi Debi Yiyuan Branch),30.291007,120.217230,,restaurant
Shen's Hong Kong Style Tea Restaurant (Tiancheng Plaza Building 3 Branch),30.289940,120.207477,,restaurant
Green Tea Restaurant (Hangzhou East Station MixC Mall Branch),30.293504,120.217725,,restaurant
Minhua Ice Room (Hangzhou East Station MixC Branch),30.294025,120.217615,,restaurant
Jinshanfang Urban Self-Service Restaurant (Yigao Plaza Branch),30.024909,120.581351,,restaurant
Lianghe Restaurant (Industrial Meishan Branch),30.025186,120.576199,,restaurant
Lake Reflection Garden Restaurant,30.019134,120.585012,,restaurant
Pizza Italian Restaurant (Paoxiang Darunfa Branch),30.079327,120.605951,,restaurant
Doumen Restaurant,30.099397,120.589007,,restaurant
Taste King Restaurant (Qixian Branch),30.116800,120.547421,,restaurant
