city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Nanchang,Atour Basketball Hotel Nanchang West Station,"No. 659, Zhangshu Street, Honggutan New District, Nanchang City, Jiangxi Province, China",28.632704,115.792323,2022,4,324,4.3,Atour Hotel
Nanchang,Jinjiang Inn (Nanchang Chuanshan Road Tengwang Pavilion Wanshou Palace Metro Station Branch),"No. 456, Chuanshan Road, Xihu District, Nanchang City, Jiangxi Province",28.669490,115.889199,2017,2,126,3.5,Jinjiang Inn
Nanchang,Chaoman Hotel Nanchang Changbei Airport Branch,"Jiangqiao Village, Jiawu Natural Village, Lihua Town, Economic and Technological Development Zone, near Changbei Airport, Nanchang City, Jiangxi Province",28.845546,115.895199,2021,3,168,4.5,
Nanchang,Home Inn Business Travel (Gold Standard) - Nanchang Tengwang Pavilion Bayi Uprising Memorial Hall Branch,"No. 237, Xiangshan North Road, Donghu District, Nanchang City",28.683650,115.890588,2020,3,185,4.6,Home Inn
Nanchang,Home Inn·Neo - Nanchang Yingbin Avenue Jiangling Branch,"No. 368, Yingbin North Avenue, Qingyunpu District",28.627121,115.907234,2018,2,129,3.8,Home Inn
Nanchang,Jinxian Huazhe Grand Hotel,"No. 199, Binhu Road, Jinxian County, Nanchang City, Jiangxi Province",28.378747,116.261460,2015,4,264,4.5,
Nanchang,Orange Hotel Nanchang Honggutan Times Square Plaza,"No. 348, Lushan South Avenue, Honggutan New District, Nanchang City, Jiangxi Province",28.699400,115.867000,2018,3,293,4.8,Orange Hotel
Nanchang,Binyue Hotel Nanchang Honggutan Wanda Leigongao Industrial Park Flagship Branch,"Building 24#, Wenti Industrial Park, Leigong'ao, Fengsheng Expressway",28.707388,115.846175,2023,4,238,4.8,
Nanchang,Pullman Hotel Nanchang Meiling Xinlv,"No. 399, Shuangmashi Road, Xinjian District, Nanchang City, Jiangxi Province, China",28.702106,115.735015,2022,5,405,4.7,
Nanchang,Lavande Hotel (Nanchang Zhujiang Road Metro Station Provincial Museum Branch),"Human Resources and Social Security Public Service Center Podium, No. 369, Fenghe North Avenue, Honggutan District",28.706872,115.876698,2020,3,285,4.7,
Nanchang,Hampton by Hilton Nanchang Tengwang Pavilion,"No. 1555, Yanjiang North Avenue",28.702631,115.902927,2018,4,357,4.4,Hilton
Nanchang,Ji Hotel Nanchang Gaoxin Jingdong Avenue Metro Station,"No. 2, Jingsheng Road, High-Tech Industrial Development Zone, Nanchang City, Jiangxi Province, partial first floor and entire second to ninth floors",28.685998,115.972828,2025,3,344,4.8,Ji Hotel
Nanchang,Jinjiang Inn Nanchang Bayi Square Yongshu Road Metro Station,"No. 4, Yongshu Road, opposite Pudong Development Bank",28.667162,115.903680,2018,2,134,4.4,Jinjiang Inn
Nanchang,Home Inn - Nanchang Honggutan Phoenix Middle Avenue Wanda Plaza Branch,"No. 850, Fenghuang Middle Avenue, Honggutan New District",28.685926,115.844574,2023,2,204,4.6,Home Inn
Nanchang,Pullman Hotel Nanchang Sunac,"No. 577, Nanlongpan Street, Honggutan New District",28.580284,115.795978,2016,5,426,4.0,
Nanchang,Sheraton Hotel Nanchang,"No. 1669, Honggu Middle Avenue, Honggutan New District, Nanchang City",28.691211,115.867815,2015,5,701,4.7,Marriott
Nanchang,Shibor Grand Hotel Nanchang Sunac,"No. 555, Nanlongpan Street, Honggutan District",28.580124,115.797484,2016,5,367,4.8,
Nanchang,Hanting Hotel Nanchang Bayi Hall Wanshou Palace,"No. 272, Minde Road, Donghu District",28.677500,115.892000,2022,2,293,4.9,Hanting Hotel
