restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
New Zealand Restaurant Cafe Flatwhite (798 Branch),Beijing,39.984441,116.498919,100.0,Foreign Restaurant;Foreign Restaurant,09:00,21:00,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.3,Waiting Area;Birthday Package
Gangmei Restaurant,Beijing,39.983709,116.498804,108.0,Fast Food Restaurant;Tea Restaurant,10:00,21:00,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.3,Outdoor Seating
Puxian Cuisine,Beijing,39.988739,116.502927,101.0,Food Service Related;Food Service Related,16:30,22:00,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.5,Birthday Package;Online Queue
Blu. Lan Italian Restaurant,Beijing,39.986562,116.498549,119.0,Foreign Restaurant;Foreign Restaurant,10:00,21:00,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.5,Waiting Area;Online Queue
Coconut Thai · Thai Cuisine (798 Branch),Beijing,39.986400,116.497871,78.0,Foreign Restaurant;Foreign Restaurant,10:00,21:30,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.5,Birthday Package
Xiaowan Canteen (798 Art District Branch),Beijing,39.986677,116.497942,88.0,Chinese Restaurant;Hunan Cuisine,10:00,21:30,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.7,Must-Eat Top 10
He Space,Beijing,39.986777,116.497291,100.0,公司企业;公司;公司|Cafe;Cafe,10:00,18:00,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.2,Must-Eat Top 10;Birthday Package
Mao Mansion Restaurant,Beijing,39.989188,116.499703,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.3,Waiting Area;Online Queue
Care Shell · Love Museum Restaurant,Beijing,39.987656,116.496193,190.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.1,Outdoor Seating;Private Room
Wangxiang Banquet · Courtyard Restaurant · 798 Reception Hall (Jiuxianqiao · Wangjing Branch),Beijing,39.980125,116.496768,99.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,798 Art District,"116.503789,39.984456",39.984456,116.503789,4.7,Waiting Area
Tim Ho Wan (Beijing apm Branch),Beijing,39.914205,116.411651,82.0,Fast Food Restaurant;Tea Restaurant|生活服务;物流速递;物流速递,10:30,21:30,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.6,Waiting Area
Zhecha Tea Restaurant (Beijing apm Branch),Beijing,39.914339,116.411941,97.0,Chinese Restaurant;Cantonese Cuisine,17:00,21:30,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.4,Private Room;Online Queue
Juju Peking Duck · Beijing Cuisine (Beijing apm Branch),Beijing,39.914449,116.411633,100.0,Chinese Restaurant;北京菜,11:00,21:00,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.4,Must-Eat Top 10;Private Room
Fuwan Vietnamese Restaurant (Beijing apm Branch),Beijing,39.914674,116.412005,93.0,Foreign Restaurant;Foreign Restaurant,11:00,21:00,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.4,Outdoor Seating;Waiting Area
Hilton Hotel Qin Tang Chinese Restaurant (Wangfujing Branch),Beijing,39.914647,116.413364,486.0,Foreign Restaurant;牛扒店(扒房),17:30,22:00,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.4,Outdoor Seating
New Brother · Modern Cantonese Cuisine (Wangfujing APM Branch),Beijing,39.914862,116.411943,80.0,Fast Food Restaurant;Tea Restaurant|Cold Beverage Shop;Cold Beverage Shop,11:00,21:30,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.4,Outdoor Seating;Waiting Area
Crab Way (Wangfu Central East Building Branch),Beijing,39.912274,116.410801,500.0,Foreign Restaurant;Japanese Cuisine,17:00,21:30,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.6,Online Queue
Tongren Four Seasons Coconut Chicken (Beijing apm Branch),Beijing,39.915237,116.412169,141.0,Food Service Related;Food Service Related,11:00,22:00,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.8,Outdoor Seating
THE WOODS Restaurant (Wangfujing Macau Center Branch),Beijing,39.915041,116.413588,131.0,Foreign Restaurant;Western Restaurant|Cafe;Cafe|Casual Dining;Casual Dining,10:00,21:30,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,4.6,Private Room
Lemexin Restaurant (WF Central East Tower),Beijing,39.912471,116.410044,100.0,Casual Dining;Casual Dining,08:00,22:00,Wangfujing Pedestrian Street,"116.412420,39.913399",39.913399,116.412420,3.9,Birthday Package
Shanxi Beijing Office Restaurant,Beijing,39.927321,116.393306,100.0,Food Service Related;Food Service Related,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,3.9,Waiting Area
Jinfu Guesthouse Restaurant,Beijing,39.927334,116.393352,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,3.4,Birthday Package
Eatalia Carpe Diem Italian Restaurant,Beijing,39.933060,116.395723,169.0,Foreign Restaurant;Italian Restaurant,11:00,22:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.5,Waiting Area
Neighbor's Delight Restaurant,Beijing,39.934005,116.388577,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,3.6,Waiting Area;Birthday Package
Longhong Restaurant,Beijing,39.933970,116.388425,34.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.3,Waiting Area
Wangchun Food Court,Beijing,39.927349,116.400152,100.0,Chinese Restaurant;Chinese Restaurant,17:00,20:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.3,Online Queue
Ancient Bronze Courtyard Copper Pot Hotpot · Halal (Di'anmen Branch),Beijing,39.934360,116.396446,85.0,Chinese Restaurant;Halal Restaurant|Chinese Restaurant;Hot Pot,11:00,22:00,Beihai Park,"116.391802,39.928775",39.928775,116.391802,4.7,Must-Eat Top 10;Outdoor Seating
