city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Nanjing,Zhonghua Gate Fortress,B00190AMPR,"The world's best-preserved ancient castle-style city gate, an important part of the Nanjing City Wall.",Historical and Cultural,,32.012800,118.781821,4.7,08:30,22:00,,1.0,2.5,40.0
Nanjing,Nanjing Eye Pedestrian Bridge,BY00004EC5,"A double-helix scenic pedestrian bridge over the Yangtze River, a modern architectural landmark offering views of the river and city skyline.",City Landmark,,31.995131,118.703146,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Meiling Palace,B0FFF0AJVN,"The residence of Chiang Kai-shek and Soong Mei-ling, featuring French architectural style, known as the 'First Villa of the Far East.'",Historical and Cultural,,32.045458,118.846557,4.6,07:30,18:00,,1.0,2.5,30.0
Nanjing,Qinhuai River Painted Boat Cruise,,"A Qinhuai River water sightseeing experience, showcasing ancient architecture and night views along the banks, capturing the charm of the Six Dynasties ancient capital.",Historical and Cultural,,32.020660,118.788899,4.5,09:00,17:00,,0.5,2.0,0.0
Nanjing,Nanjing Jinghai Temple Memorial Hall,B001906U94,"The site where the Treaty of Nanking was signed, an important witness to modern history.",Historical and Cultural,,32.092359,118.744723,4.5,09:00,17:00,Monday,0.0,1.5,0.0
Nanjing,Nanjing 1912 Block,B00190AMUB,"A commercial district with a Republican-era ambiance, featuring dining, entertainment, and shopping, with vibrant night views popular among young people.",Leisure Experience,,32.044777,118.795778,4.7,Open 24 Hours,Open 24 Hours,,1.5,3.0,0.0
Nanjing,Yuejiang Tower Scenic Area,B001905325,"A Ming Dynasty pavilion-style building, a commanding viewpoint along the Yangtze River with expansive views.",Historical and Cultural,,32.094477,118.748018,4.7,08:00,17:30,,1.0,2.5,40.0
Nanjing,Purple Mountain Observatory of the Chinese Academy of Sciences,B00190ACB9,"The birthplace of modern Chinese astronomy, offering panoramic views of Nanjing and serving as a science education base.",Historical and Cultural,,32.064698,118.830719,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,15.0
Nanjing,Linggu Scenic Area,B0FFHDXY5Z,"The ruins of a Southern Dynasty ancient temple, now a cemetery for fallen soldiers of the National Revolutionary Army, with the Linggu Pagoda as its iconic structure.",Historical and Cultural,,32.056287,118.866392,4.8,06:30,18:30,,1.0,2.5,0.0
Nanjing,Lion Bridge Pedestrian Street,B00190B6AO,"A famous food street in Nanjing, featuring a variety of local snacks and night market delicacies, offering an authentic taste of Nanjing.",Leisure Experience,,32.067825,118.777783,4.3,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Yuhuatai Martyrs Cemetery,B00191437K,"A sacred site commemorating the Chinese New Democratic Revolution, a solemn place to honor revolutionary martyrs.",Historical and Cultural,,31.998425,118.780177,4.8,Open 24 Hours,Open 24 Hours,,1.0,2.5,8.0
Nanjing,Nanjing Confucius Temple,B00190ANHZ,"China's first national institution of higher learning, located in the core scenic area of the Qinhuai River, with well-preserved ancient architectural complexes.",Historical and Cultural,,32.020660,118.788899,4.8,09:00,22:00,,1.0,2.5,0.0
Nanjing,Linggu Temple,B001909G6F,"A famous ancient temple in Nanjing, now a cemetery for revolutionary martyrs, with a serene environment and the Linggu Pagoda as its symbol.",Historical and Cultural,,32.055418,118.867942,4.8,08:00,16:00,,1.0,2.5,35.0
Nanjing,Sun Yat-sen Mausoleum Scenic Area,B0FFHVEECG,"The mausoleum of Dr. Sun Yat-sen, the founding father of the Republic of China, a core attraction in the Zhongshan Scenic Area.",Historical and Cultural,,32.054508,118.854097,4.9,08:00,17:00,Monday,2.0,3.5,36.0
Nanjing,Music Stage at Sun Yat-sen Mausoleum Scenic Area in Zhongshan Scenic Area,B001909G6V,"An open-air music stage built during the Republic of China era, featuring exquisite architecture and a tranquil surrounding environment.",Historical and Cultural,,32.055096,118.855382,4.8,06:30,18:30,,0.0,1.5,10.0
Nanjing,Nanjing Museum,B001907TGR,"One of China's three major museums, with extensive collections including six exhibition halls: History Hall, Art Hall, Republic Hall, and more.",Historical and Cultural,,32.040802,118.825064,4.8,09:00,17:00,Monday,2.5,4.0,0.0
