poi_name,latitude,longitude,address,poi_type
Huangpu River Cruise,31.227636,121.498369,,attraction
Shanghai Tianzifang,31.208197,121.468662,,attraction
Xuhui Riverside Green Space,31.180766,121.463869,,attraction
Longhua Temple,31.175174,121.451842,,attraction
Shanghai Lu Xun Park,31.271766,121.483535,,attraction
Wukang Mansion,31.204430,121.438278,,attraction
Shanghai Museum (People's Square Branch),31.228234,121.475497,,attraction
Shanghai Natural History Museum,31.229167,121.451944,,attraction
Liu Haisu Art Museum,31.209504,121.419424,,attraction
Shanghai K11 Art Mall,31.223433,121.473582,,attraction
Starry Sky Illy Terrace Western Restaurant,31.227525,121.487825,,restaurant
Yuyuan Renaissance Yu Café Western Restaurant,31.227406,121.487800,,restaurant
Dong Fa Dao Tea Ice Hall (BFC Bund Financial Center Branch),31.227591,121.497309,,restaurant
Xin Rong Ji (BFC Bund Financial Center Branch),31.227300,121.497666,,restaurant
Shanghai Bund Restaurant (BFC Bund Financial Center Branch),31.227219,121.497657,,restaurant
DA VITTORIO SHANGHAI,31.227327,121.497532,,restaurant
Encounter Bund (BFC Bund Financial Center Branch),31.226455,121.498458,,restaurant
PUTIEN (Bund Financial Center Branch),31.226065,121.497799,,restaurant
MOON N BACK Farm Restaurant,31.225721,121.498254,,restaurant
Shanghai Bund Indigo Hotel · Quay Riverside Restaurant (Zhongshan East Second Road Branch),31.226183,121.500038,,restaurant
Shanghai Bund Indigo Hotel · Char Restaurant,31.226125,121.500094,,restaurant
Pier 16 No. 3 Cruise Terminal Water Buffet Restaurant,31.225600,121.501144,,restaurant
Shanghai Museum Restaurant,31.228350,121.476185,,restaurant
New Bella Italian Restaurant (Dimei Plaza Branch),31.227746,121.472522,,restaurant
VIVANT French Restaurant,31.230323,121.477751,,restaurant
TAGSIU · Bistro American Craft Beer Restaurant,31.228070,121.479030,,restaurant
Shantek Southeast Asian Restaurant (Huaihai Middle Road Branch),31.225186,121.477877,,restaurant
Mingmen Feast Seafood (Shanghai Flagship),31.225699,121.478956,,restaurant
Yuan Yuan (Huaihai Road Branch),31.224328,121.475477,,restaurant
Fu Wan Vietnamese Restaurant (Lippo Plaza Branch),31.224208,121.475689,,restaurant
Shui Qing Tai Rong · Thai Garden Restaurant,31.232164,121.476698,,restaurant
Man Wah Ice Cafe (Shanghai Raffles City Branch),31.232148,121.477124,,restaurant
Minhua Ice Hall (Shanghai Sun Moon Light Branch),31.207343,121.468409,,restaurant
Guiyang Xiao Xiao Restaurant (Qinle Village Branch),31.207464,121.467627,,restaurant
Dongji Hong Kong-style Roasted Meat Restaurant (Sun Moon Light Center West Zone),31.206916,121.468207,,restaurant
