restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Longxianfu Specialty Restaurant,Beijing,40.289367,116.236644,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Ming Tombs - Changling,"116.248804,40.300235",40.300235,116.248804,3.6,Must-Eat Top 10
Jinmanshan Qianmen Hot Pot (Qianmen Flagship Store),Beijing,39.899557,116.400132,100.0,Chinese Restaurant;Hot Pot,10:00,22:30,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.4,Outdoor Seating;Birthday Package
Huguosi Snacks (Roushi Street Branch),Beijing,39.898374,116.398690,32.0,Fast Food Restaurant;Fast Food Restaurant,05:30,21:30,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.3,Waiting Area
Jindou Restaurant,Beijing,39.899020,116.393858,47.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.4,Private Room;Waiting Area
Beiping Garden (Tiananmen Branch),Beijing,39.898039,116.395566,291.0,商务住宅;住宅区;住宅小区|Foreign Restaurant;Foreign Restaurant,11:00,23:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.5,Birthday Package
Juqi (Qianmen Branch),Beijing,39.897718,116.397016,84.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.6,Outdoor Seating
Liang · Restaurant PEKING LIANG (Qianmen Branch),Beijing,39.897387,116.397002,102.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.7,Outdoor Seating
Wanchun Jinfu Afternoon Tea (Qianmen Branch),Beijing,39.897225,116.397475,48.0,Food Service Related;Food Service Related,09:00,22:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.6,Outdoor Seating;Waiting Area
Admiral · TIDU (Beijing Fun Branch),Beijing,39.897546,116.394922,177.0,Chinese Restaurant;北京菜,17:00,21:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.6,Online Queue
Forbidden City Qianmen Icehouse Restaurant,Beijing,39.896963,116.398256,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.0,Must-Eat Top 10;Online Queue
National Centre for the Performing Arts Western Restaurant,Beijing,39.904765,116.389734,221.0,Foreign Restaurant;Western Restaurant,17:30,20:00,Tiananmen Square,"116.397755,39.903182",39.903182,116.397755,4.0,Outdoor Seating
Yifeng Restaurant (Gulou Branch),Beijing,39.943748,116.388507,100.0,Chinese Restaurant;Halal Restaurant,05:30,22:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.5,Outdoor Seating;Private Room
DAddario D'Addario Italian Restaurant (Houhai Branch),Beijing,39.939364,116.388671,136.0,Foreign Restaurant;Foreign Restaurant,11:30,21:30,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.7,Outdoor Seating;Private Room
Mount Everest Restaurant,Beijing,39.945551,116.386140,88.0,Chinese Restaurant;Chinese Restaurant,17:00,20:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.5,Private Room
Beijing Courtyard Hutong Cuisine Rooftop Bistro,Beijing,39.938065,116.379287,82.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.6,Waiting Area
Huluwa Beef Tendon Hot Pot (Gulou Branch),Beijing,39.946717,116.389982,74.0,Chinese Restaurant;Hot Pot,10:30,22:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.7,Must-Eat Top 10;Private Room
Zhong Restaurant (Gulou West Street Branch),Beijing,39.940920,116.393099,153.0,Foreign Restaurant;Foreign Restaurant,17:00,21:00,Shichahai,"116.385121,39.941893",39.941893,116.385121,4.5,Private Room;Waiting Area
