restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Fan Jianghu · Jianghu Cuisine (Huguang Guild Hall Branch),Chongqing,29.557397,106.587080,50.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,4.6
99 Tofu Pudding House (Jiefangbei Pedestrian Street Branch),Chongqing,29.559132,106.584040,100.0,Chinese Restaurant;Chinese Restaurant,06:30,15:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,4.1
Xiaoju Family Cuisine,Chongqing,29.555101,106.585600,100.0,Food Service Related;Food Service Related,10:30,21:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,4.3
SPEAKEASY Garden Restaurant,Chongqing,29.557825,106.582875,100.0,Cafe;Cafe,09:30,02:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,4.3
Old Wharf Restaurant Chongqing Noodles Specialty Jianghu Cuisine,Chongqing,29.562890,106.587738,100.0,Chinese Restaurant;Chinese Restaurant,07:00,23:30,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,3.8
Mr. Rice (Raffles Restaurant),Chongqing,29.562981,106.585820,20.0,Fast Food Restaurant;Fast Food Restaurant,10:30,19:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,4.4
Luming Cloud Restaurant,Chongqing,29.563207,106.586046,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,3.7
Raffles Second Restaurant (Chongqing Raffles City Plaza Branch),Chongqing,29.563225,106.588275,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,2.8
Xu Sheng Ji. Lou Wai Xiang Chinese Restaurant (Jiefangbei Fosun International Branch),Chongqing,29.560375,106.581225,85.0,Chinese Restaurant;Chinese Restaurant,17:00,22:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,4.3
Pei Jie Old Hot Pot (Hongyadong Branch),Chongqing,29.561384,106.581577,78.0,Chinese Restaurant;Hot Pot,10:30,01:00,Huguang Guild Hall,"106.586915,29.557921",29.557921,106.586915,4.5
In Yuli · Chongqing Hotpot (Jiefangbei Food Street Branch),Chongqing,29.555454,106.577205,86.0,Chinese Restaurant;Hot Pot,10:00,00:30,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,4.5
Hidden Here Garden Restaurant (Chongbai Building Branch),Chongqing,29.556809,106.576425,113.0,Foreign Restaurant;Western Restaurant,10:00,22:00,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,4.2
Chongqing Liang's Hong Kong-Style Tea Restaurant,Chongqing,29.556693,106.578556,100.0,Fast Food Restaurant;Tea Restaurant,11:00,21:00,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,4.4
Chang'an No.1 Chinese Restaurant (Chongqing Metropolitan Grand Hyatt Hotel),Chongqing,29.556689,106.578748,240.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,4.3
Wuyi Road Sister Yu's Spicy Blood Soup,Chongqing,29.555162,106.578079,21.0,Chinese Restaurant;Sichuan Cuisine,11:00,21:00,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,4.3
Chaibanban Themed Restaurant,Chongqing,29.557559,106.578686,100.0,Food Service Related;Food Service Related,11:00,21:00,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,2.4
Yingli IMIX Park Restaurant (Yingli International Financial Center Branch),Chongqing,29.555697,106.575618,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,3.4
Twenty-two Sichuan Cuisine,Chongqing,29.555175,106.575975,100.0,Chinese Restaurant;Sichuan Cuisine,16:30,21:30,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,4.3
Qiu Er Guan (Yudu Building Branch),Chongqing,29.557550,106.578888,70.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,3.9
Goose Crown (Jiefangbei Yingli Branch),Chongqing,29.555982,106.575355,68.0,Fast Food Restaurant;Tea Restaurant,11:00,21:00,Bayilu Food Street,"106.577448,29.556310",29.556310,106.577448,4.3
Ancient Maple Tree Old Hot Pot (Hongyadong Branch),Chongqing,29.560770,106.579150,93.0,Chinese Restaurant;Hot Pot,10:00,24:00,Chongqing Two Rivers Night Cruise,"106.580000,29.560000",29.560000,106.580000,4.7
Mountain City Old Alley (Jiefangbei Branch),Chongqing,29.558980,106.579620,100.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Chongqing Two Rivers Night Cruise,"106.580000,29.560000",29.560000,106.580000,4.4
