city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Quanzhou,Lavande Hotel Quanzhou Wanda Plaza,"No. 213, Baozhou Road, Fengze District, Quanzhou City, Fujian Province, 1st Floor, Shop 9, Comprehensive Building of Fengze Passenger Transport Station",24.879486,118.607796,2024,3,245,4.6,
Quanzhou,Lanyue Grand Hotel Dehua,"No. 99-18, Tayan Street, Longxun Town, Dehua County, Quanzhou City, Fujian Province",25.491877,118.248516,2023,4,267,4.7,
Quanzhou,Jinjiang Inn Quanzhou Passenger Transport Center Station,"Comprehensive Building of Quanzhou Passenger Transport Center Station, Fengze District, near the Motor Vehicle Inspection and Skill Appraisal Station of Polytechnic Institute. (New Station Commercial Area)",24.886763,118.610303,2018,2,144,4.3,Jinjiang Inn
Quanzhou,Ji Hotel Quanzhou Municipal Government Fenghai Road,"No. 77, Daxing Street, Partial 1st Floor, 14th-18th Floors",24.866961,118.684667,2025,3,279,5.0,Ji Hotel
Quanzhou,Atour Hotel Quanzhou Baozhou Road Hongchang,"No. 582, Baozhou Road, Fengze District, Quanzhou City",24.888756,118.593552,2022,4,464,4.7,Atour Hotel
Quanzhou,Xana Hotelle Quanzhou High-Speed Railway Station Branch,"No. 544, Jinlong Street, Fuqiao Street",24.914321,118.547946,2023,3,149,4.1,
Quanzhou,Hanting Hotel Quanzhou Fengze Plaza Jinrong Houjie,"No. 6, Toyota Road, Partial 1st Floor, 29th Floor, 35th-37th Floors",24.899377,118.608151,2025,3,229,4.5,Hanting Hotel
Quanzhou,Kunhao International Hotel Jinjiang (Quanzhou Jinjiang International Airport Branch),"Quanan Middle Road, Zhushuxia Community, Meiling Street, Jinjiang (next to Fulong Garden).",24.830130,118.577960,2021,3,185,4.7,
Quanzhou,Atour Hotel Quanzhou Shishi Dehui Plaza Jinsheng Road,"No. 374, Jinsheng Road, Shishi City, Quanzhou City, Fujian Province",24.749886,118.639417,2024,4,332,4.9,Atour Hotel
Quanzhou,Jiyun Hotel (Quanzhou Jinjiang International Airport Wudian City Branch),"No. 171-2, Xinhua Street, Jinjiang",24.809857,118.579673,2025,3,200,4.5,
Quanzhou,Hanting Hotel Quanzhou West Street Xinmen Street,"No. 787, Xinmen Street, 2A Office Building, Entire 1st-3rd Floors",24.911295,118.576230,2025,3,260,4.9,Hanting Hotel
Quanzhou,Atour Hotel Quanzhou Nan'an Shuitou Anping Bridge,"No. 1, Xiasheng Street, Shuitou Town, Nan'an City, Quanzhou City, Fujian Province",24.704728,118.433320,2024,4,308,4.8,Atour Hotel
Quanzhou,Holiday Inn Quanzhou Donghai (Under InterContinental),"No. 999, Binhai Street, Fengze District, Quanzhou City, China",24.864254,118.672805,2024,5,550,4.9,
Quanzhou,Orange Hotel Quanzhou Wanda Quanxiu Road,"No. 615, Quanshou Road, Partial 1st Floor, Entire 4th-7th Floors",24.892604,118.596199,2023,3,265,4.9,Orange Hotel
Quanzhou,Home Inn - Jinjiang Wudian City Wanda Plaza Paibai Yun Hotel,"No. 353, Meiyuan Road, Jinjiang, Quanzhou City, Fujian Province",24.819425,118.576975,2015,3,124,4.0,Home Inn
Quanzhou,Atour Hotel Quanzhou Dehua Wanda Plaza Xunnan West Road,"No. 60, Xunnan West Road, Longxun Town, Dehua County, Quanzhou City",25.494301,118.230198,2024,4,390,4.7,Atour Hotel
Quanzhou,Wanjia International Hotel Dehua,"No. 2, Shitai Street, Xunzhong Town",25.501065,118.257764,2022,4,231,4.8,
Quanzhou,Mingchao Grand Hotel Nan'an Shuitou,"No. 188, Xiasheng Road, Shuitou Town",24.701033,118.421686,2018,4,136,3.8,
