origin,destination,distance_meters,duration_minutes,cost
"23.114228,113.246895","23.120946,113.267679",3150,5,15
"23.114228,113.246895","23.140096,113.265561",4830,7,20
"23.114228,113.246895","23.132860,113.264692",3860,6,17
"23.114228,113.246895","23.134218,113.332479",12640,19,46
"23.114228,113.246895","23.129000,113.286000",6050,9,24
"23.114228,113.246895","23.114589,113.260262",1910,23,0
"23.114228,113.246895","23.086062,113.424710",25840,39,99
"23.114228,113.246895","23.137823,113.261015",4190,6,18
"23.114228,113.246895","23.124873,113.268844",3550,5,16
"23.114228,113.246895","23.113365,113.242484",650,8,0
"23.114228,113.246895","23.114582,113.247940",160,5,0
"23.114228,113.246895","23.114666,113.248337",220,5,0
"23.114228,113.246895","23.114505,113.248544",240,5,0
"23.114228,113.246895","23.113319,113.245509",240,5,0
"23.114228,113.246895","23.113153,113.245444",270,5,0
"23.114228,113.246895","23.113075,113.245125",310,5,0
"23.114228,113.246895","23.115184,113.241926",730,9,0
"23.114228,113.246895","23.114907,113.241602",770,9,0
"23.114228,113.246895","23.118214,113.250498",810,10,0
"23.114228,113.246895","23.121068,113.267693",3160,5,15
"23.114228,113.246895","23.121033,113.267523",3140,5,15
"23.114228,113.246895","23.120918,113.266893",3050,5,15
"23.114228,113.246895","23.121692,113.267495",3170,5,15
"23.114228,113.246895","23.120698,113.268698",3280,5,15
"23.114228,113.246895","23.121535,113.268576",3310,5,16
"23.114228,113.246895","23.120519,113.268863",3290,5,15
"23.114228,113.246895","23.122225,113.267375",3190,5,15
"23.114228,113.246895","23.120272,113.268924",3290,5,15
"23.114228,113.246895","23.121331,113.269182",3380,5,16
"23.114228,113.246895","23.141657,113.268382",5260,8,21
"23.114228,113.246895","23.142096,113.268446",5320,8,22
"23.114228,113.246895","23.137298,113.262015",4190,6,18
"23.114228,113.246895","23.139943,113.260837",4470,7,19
"23.114228,113.246895","23.138076,113.269909",4960,7,20
"23.114228,113.246895","23.141163,113.270362",5370,8,22
"23.114228,113.246895","23.140969,113.260656",4610,7,19
"23.114228,113.246895","23.141023,113.270484",5370,8,22
"23.114228,113.246895","23.141229,113.260475",4630,7,19
"23.114228,113.246895","23.140133,113.259995",4450,7,19
"23.114228,113.246895","23.134685,113.261613",3820,6,17
"23.114228,113.246895","23.139025,113.258375",4200,6,18
"23.114228,113.246895","23.133583,113.261670",3680,6,17
"23.114228,113.246895","23.133575,113.260425",3580,5,16
