city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Chengdu,Chunxi Road Pedestrian Street,B0FFH6JD44,"The most bustling commercial district in Chengdu, a core business area integrating shopping and entertainment.",City Landmark,,30.654685,104.078817,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Chengdu,Kuixinglou Street,B0FFG3XSU4,"A famous food street in Chengdu, featuring various Sichuan cuisine snacks, an excellent place to experience the city's vibrant atmosphere.",Leisure Experience,,30.668365,104.053864,4.5,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Chengdu,Jinli Ancient Street,,A folk-style commercial street offering an experience of Western Sichuan customs and traditional snack culture.,Historical and Cultural,,30.644000,104.052000,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Chengdu,Chengdu Museum,B001C8SBG2,"A comprehensive museum showcasing Bashu culture and Chengdu's history, providing insights into the rich heritage of the Land of Abundance.",Historical and Cultural,,30.657297,104.063749,4.8,Open 24 Hours,Open 24 Hours,Monday,1.5,3.0,0
Chengdu,Chengdu Research Base of Giant Panda Breeding,,"A world-renowned research, breeding, and conservation institution for giant pandas, a prime destination to admire China's national treasure.",Natural Scenery,,30.732000,104.150000,4.5,07:30,18:00,,2.5,4.0,55
Chengdu,Kuanzhai Alley Scenic Area,B001C7YCM4,"A preserved Qing Dynasty neighborhood, a classic street to experience the slow-paced lifestyle of old Chengdu.",Historical and Cultural,,30.663869,104.053307,4.7,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Chengdu,Chengdu Wuhou Shrine Museum,,"The only temple in China dedicated to both rulers and subjects, an important site for showcasing Three Kingdoms culture.",Historical and Cultural,,30.645000,104.050000,4.5,09:00,18:00,,1.5,3.0,50
Chengdu,Dujiangyan Scenic Area,,A UNESCO World Heritage Site and an outstanding example of ancient hydraulic engineering.,Historical and Cultural,,30.999000,103.617000,4.5,08:00,17:30,,2.0,3.5,80
Chengdu,People's Park,B001C7X8QA,"A leisure center for Chengdu residents, featuring Heming Teahouse for a slow-paced lifestyle experience and traditional services like ear cleaning.",Leisure Experience,,30.656990,104.057641,4.8,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Chengdu,Jianshe Road Snack Street,B0FFL1BJCX,"A popular snack hub near the University of Electronic Science and Technology, offering various Chengdu-style snacks and night market culture.",Leisure Experience,,30.671442,104.102739,4.7,10:30,23:00,,2.0,3.5,0
Chengdu,Shu Feng Ya Yun Sichuan Opera Theater,,"A renowned venue in Chengdu for Sichuan opera performances, showcasing authentic traditional arts such as face-changing.",Historical and Cultural,,30.654000,104.043000,4.5,Open 24 Hours,Open 24 Hours,,1.5,3.0,148
Chengdu,Heming Teahouse,B0FFH4YYGC,"A century-old teahouse in People's Park, a classic venue to experience authentic Chengdu tea culture.",Leisure Experience,,30.656882,104.058603,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,45
Chengdu,Tongpa Street,,"A gathering place for Chengdu's artistic youth, a quiet and artistic street perfect for solo exploration.",Leisure Experience,,30.645000,104.055000,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Chengdu,Qingcheng Mountain Front Range,,"One of the birthplaces of Taoism in China, a famous Taoist mountain known for its tranquility.",Historical and Cultural,,30.900000,103.567000,4.5,08:00,17:30,,2.5,4.0,80
Chengdu,Nanqiao (South Bridge),B001C09HZL,"The iconic ancient bridge of Dujiangyan, beautifully illuminated at night, a significant scenic spot in Dujiangyan Ancient Town.",Historical and Cultural,,30.996316,103.615948,4.8,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
