origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PKX,Daxing International Airport,2025-11-12 17:30:00,2025-11-12 19:30:00,120,MU2115,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,370,1,209
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PKX,Daxing International Airport,2025-11-12 16:00:00,2025-11-12 18:00:00,120,MU2113,China Eastern Airlines,Economy Class,Sufficient,C919,Medium Aircraft,COMAC,400,1,211
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PKX,Daxing International Airport,2025-11-12 14:00:00,2025-11-12 15:40:00,100,MU2111,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,410,1,210
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PEK,Capital International Airport,2025-11-12 14:00:00,2025-11-12 16:10:00,130,SC5342,Shandong Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,700,1,219
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PKX,Daxing International Airport,2025-11-12 11:50:00,2025-11-12 14:00:00,130,3U2066,Sichuan Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,340,1,206
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PEK,Capital International Airport,2025-11-12 08:30:00,2025-11-12 10:50:00,140,CA1206,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1000,1,221
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PEK,Capital International Airport,2025-11-12 18:50:00,2025-11-12 21:00:00,130,G58007,China Express Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,600,1,217
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PEK,Capital International Airport,2025-11-12 14:00:00,2025-11-12 16:10:00,130,CA1210,Air China,Economy Class,Sufficient,321,Medium Aircraft,Airbus,700,1,218
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,PKX,Daxing International Airport,2025-11-12 06:30:00,2025-11-12 08:30:00,120,MF3018,Xiamen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,332,1,204
Xi'an,Beijing,2025-11-12,XIY,Xianyang Airport,CSX,Huanghua Airport,2025-11-12 13:05:00,2025-11-12 14:50:00,105,GS7607,Hainan Airlines | Tianjin Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1330,1,230
Xi'an,Beijing,2025-11-12,CSX,Huanghua Airport,PEK,Capital International Airport,2025-11-12 16:30:00,2025-11-12 18:55:00,145,HU7336,Hainan Airlines | Hainan Airlines,Economy Class,Sufficient,330,Large Aircraft,Airbus,1330,2,230
Beijing,Xi'an,2025-11-18,PEK,Capital International Airport,XIY,Xianyang Airport,2025-11-18 11:55:00,2025-11-18 14:15:00,140,HU7237,Hainan Airlines | Hainan Airlines,Economy Class,Sufficient,787,Large Aircraft,Boeing,450,1,246
Beijing,Xi'an,2025-11-18,PEK,Capital International Airport,XIY,Xianyang Airport,2025-11-18 17:00:00,2025-11-18 19:20:00,140,SC5351,Shandong Airlines,Economy Class,Sufficient,319,Medium Aircraft,Airbus,430,1,242
Beijing,Xi'an,2025-11-18,PKX,Daxing International Airport,XIY,Xianyang Airport,2025-11-18 17:00:00,2025-11-18 19:10:00,130,KN6386,China United Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,564,1,248
Beijing,Xi'an,2025-11-18,PEK,Capital International Airport,TAO,Jiaodong International Airport,2025-11-18 09:00:00,2025-11-18 10:25:00,85,CA1575,Air China,Economy Class,Sufficient,320,Medium Aircraft,Airbus,600,1,253
Beijing,Xi'an,2025-11-18,TAO,Jiaodong International Airport,XIY,Xianyang Airport,2025-11-18 12:35:00,2025-11-18 14:50:00,135,CA4863,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,600,2,253
Beijing,Xi'an,2025-11-18,PKX,Daxing International Airport,XIY,Xianyang Airport,2025-11-18 08:30:00,2025-11-18 10:35:00,125,MF1631,Xiamen Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,318,1,232
Beijing,Xi'an,2025-11-18,PEK,Capital International Airport,XIY,Xianyang Airport,2025-11-18 06:40:00,2025-11-18 08:55:00,135,9H7137,Hainan Airlines | Chang'an Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,450,1,238
Beijing,Xi'an,2025-11-18,PEK,Capital International Airport,XIY,Xianyang Airport,2025-11-18 19:15:00,2025-11-18 21:25:00,130,HU7537,Hainan Airlines | Hainan Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,400,1,239
Beijing,Xi'an,2025-11-18,PKX,Daxing International Airport,XIY,Xianyang Airport,2025-11-18 09:00:00,2025-11-18 10:55:00,115,MU2104,China Eastern Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,445,1,240
Beijing,Xi'an,2025-11-18,PEK,Capital International Airport,XIY,Xianyang Airport,2025-11-18 20:15:00,2025-11-18 22:25:00,130,CA1205,Air China,Economy Class,Sufficient,321,Medium Aircraft,Airbus,900,1,249
Beijing,Xi'an,2025-11-18,PKX,Daxing International Airport,XIY,Xianyang Airport,2025-11-18 12:55:00,2025-11-18 15:00:00,125,MU2110,China Eastern Airlines,Economy Class,Sufficient,320NEO,Medium Aircraft,Airbus,445,1,244
