poi_name,latitude,longitude,address,poi_type
Huangpu River Cruise,31.227636,121.498369,,attraction
Binjiang Avenue,31.236700,121.495962,,attraction
Shanghai Tower,31.233510,121.505366,,attraction
China Art Museum,31.184338,121.494740,,attraction
St. Ignatius Cathedral of Shanghai (Xujiahui Catholic Church),31.191164,121.436099,,attraction
Anfu Road,31.214156,121.444314,,attraction
Shanghai Natural History Museum,31.229167,121.451944,,attraction
Shanghai World Financial Center Observatory,31.234415,121.507221,,attraction
Pudong Art Museum,31.238115,121.496310,,attraction
Shanghai K11 Art Mall,31.223433,121.473582,,attraction
Dongfadao Tea Ice Room (BFC Bund Financial Center Branch),31.227591,121.497309,,restaurant
Xin Rong Ji (BFC Bund Financial Center Branch),31.227300,121.497666,,restaurant
Shanghai Bund Restaurant (BFC Bund Financial Center Store),31.227219,121.497657,,restaurant
DA VITTORIO SHANGHAI,31.227327,121.497532,,restaurant
Encounter Bund (BFC Bund Financial Center Store),31.226455,121.498458,,restaurant
PUTIEN (Bund Financial Center Branch),31.226065,121.497799,,restaurant
MOON N BACK Farm Restaurant,31.225721,121.498254,,restaurant
Shanghai Bund Indigo Hotel·Quay Riverside Restaurant (Zhongshan East Second Road Branch),31.226183,121.500038,,restaurant
Shanghai Bund Indigo Hotel · CHAR Restaurant,31.226125,121.500094,,restaurant
Pier 16 No. 3 Cruise Terminal Waterfront Buffet Restaurant,31.225600,121.501144,,restaurant
The Cheesecake Factory (Disneytown Branch),31.140558,121.660583,,restaurant
Geylang Geylang Singapore Restaurant (Disneytown Store),31.139951,121.660858,,restaurant
Xin Wang Tea Restaurant (Disneytown Branch),31.140050,121.661448,,restaurant
Lumia Kitchen,31.135460,121.666152,,restaurant
Melia Shanghai Hotel · Huali Restaurant,31.133844,121.659198,,restaurant
Oriental Pearl Revolving Restaurant,31.239881,121.499750,,restaurant
Hong Kong Style Restaurant (Super Brand Mall Branch),31.237186,121.499997,,restaurant
Rain Pine · Exquisite Teppanyaki (Super Brand Mall Branch),31.236939,121.499084,,restaurant
SPACELAB Zero Gravity Restaurant (Shanghai Super Brand Mall Branch),31.236698,121.499532,,restaurant
eat n work (Super Brand Mall Branch),31.236524,121.498143,,restaurant
Shang9·Shanghai Tower Sky Garden Branch,31.233622,121.505391,,restaurant
Shanghai Tower Garden No. 5 Restaurant,31.233463,121.505183,,restaurant
Maison Lameloise (Yincheng Road Store),31.233748,121.505390,,restaurant
Fresh View Terrace,31.233502,121.504997,,restaurant
Food Republic (Shanghai Tower Store),31.233773,121.505003,,restaurant
Jing Pu Hui (Shanghai Tower Store),31.233410,121.505860,,restaurant
Hanggong White-Collar Restaurant (Oriental Financial Center Branch),31.233024,121.503627,,restaurant
Jinmao Grand Hyatt · ON56 Buffet Restaurant,31.235095,121.505881,,restaurant
Jinmao Sky Garden Restaurant (Jinmao Fashion Lifestyle Center Branch),31.235278,121.505340,,restaurant
Lujiazui Financial District White-Collar Restaurant Convenience Breakfast Cart,31.235458,121.505189,,restaurant
1886 German Automotive Restaurant (Lujiazui Riverside Branch),31.235556,121.496892,,restaurant
DONQUIXOTE Don Quixote Spanish Restaurant & Tavern,31.235980,121.497764,,restaurant
ELI FALAFEL Lebanese Restaurant (Fucheng Road Store),31.235611,121.498066,,restaurant
Warehouse No. 3 · Creative Chinese Cuisine (Lujiazui · Super Brand Mall Branch),31.236125,121.498523,,restaurant
