restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Jinfeng Grand Hotel Chinese Restaurant,Nanchang,28.661546,115.898490,51.0,Chinese Restaurant;Chinese Restaurant|Cafe;Cafe,17:00,20:30,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,4.2,Waiting Area;Birthday Package
Tao Fresh Seafood Restaurant (West Station Road Branch),Nanchang,28.661934,115.897709,84.0,Chinese Restaurant;Seafood Restaurant,16:30,21:30,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,3.9,Outdoor Seating;Online Queue
Three Cups Li Bai Self-Singing Skewer Music Bar,Nanchang,28.658558,115.902303,59.0,Entertainment Venue;Bar|Chinese Restaurant;Hot Pot,18:00,02:00,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,4.3,Birthday Package;Online Queue
Little Ou Boiled Dishes Restaurant (Huitang Road Branch),Nanchang,28.660188,115.903966,100.0,Chinese Restaurant;Chinese Restaurant,11:30,23:30,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,4.6,Private Room
Sister Cheng's Small Restaurant,Nanchang,28.659128,115.904257,24.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,4.2,Must-Eat Top 10;Outdoor Seating
Fangfang Restaurant (Qianjin Road Branch),Nanchang,28.656660,115.899740,100.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,4.2,Waiting Area
Longjiang Braised Pork Rice & Roasted Meat Restaurant (Chuanshan Road Branch),Nanchang,28.664218,115.895622,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,3.8,Outdoor Seating
Peach Garden Restaurant,Nanchang,28.658065,115.893862,48.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,4.1,Waiting Area
Fushan Restaurant,Nanchang,28.664901,115.905641,61.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,3.8,Birthday Package
Hundred Family Restaurant (Hualong International Building Branch),Nanchang,28.664593,115.906351,100.0,Fast Food Restaurant;Fast Food Restaurant,09:00,21:00,Shengjin Pagoda,"115.899890,28.660962",28.660962,115.899890,4.1,Birthday Package
Oriental Grandview Garden Hotel - Yijing Revolving Restaurant,Nanchang,28.678026,115.886839,144.0,Foreign Restaurant;Western Restaurant,16:30,20:00,Victory Road Pedestrian Street,"115.888103,28.678755",28.678755,115.888103,4.2,Private Room;Online Queue
MIYA·Miyang Freedom Restaurant,Nanchang,28.678785,115.886451,60.0,Foreign Restaurant;Foreign Restaurant,10:00,21:00,Victory Road Pedestrian Street,"115.888103,28.678755",28.678755,115.888103,4.4,Birthday Package
Tangwali · Traditional Gan Cuisine (Jiande Guan Branch),Nanchang,28.681722,115.888249,65.0,Food Service Related;Food Service Related,17:00,21:30,Victory Road Pedestrian Street,"115.888103,28.678755",28.678755,115.888103,4.8,Must-Eat Top 10;Outdoor Seating
Home-Style Dining Authentic Nanchang Cuisine (Jiande Guan Main Branch),Nanchang,28.681816,115.888628,52.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Victory Road Pedestrian Street,"115.888103,28.678755",28.678755,115.888103,4.7,Must-Eat Top 10
Aju Hong Kong Flavor Restaurant (Parkson B Building Branch),Nanchang,28.676784,115.891040,69.0,Food Service Related;Food Service Related,10:00,22:00,Victory Road Pedestrian Street,"115.888103,28.678755",28.678755,115.888103,3.8,Outdoor Seating;Online Queue
Wenji Restaurant (Victory Plaza Residential Building Area B Branch),Nanchang,28.682113,115.887944,100.0,Chinese Restaurant;Chinese Restaurant,16:00,21:30,Victory Road Pedestrian Street,"115.888103,28.678755",28.678755,115.888103,4.5,Waiting Area;Birthday Package
Tu's Cantonese Tea Restaurant (Baochi Warehouse Residential Area Branch),Nanchang,28.677214,115.892024,30.0,Fast Food Restaurant;Tea Restaurant,17:00,21:00,Victory Road Pedestrian Street,"115.888103,28.678755",28.678755,115.888103,4.2,Private Room
Old Taste Restaurant (Zhangjiang Road Branch),Nanchang,28.678848,115.883719,105.0,Chinese Restaurant;Chinese Restaurant,10:00,22:30,Victory Road Pedestrian Street,"115.888103,28.678755",28.678755,115.888103,4.0,Private Room;Online Queue
