origin,destination,distance_meters,duration_minutes,cost
"39.903182,116.397755","39.895280,116.390844",1480,18,0
"39.903182,116.397755","39.895856,116.395000",1190,14,0
"39.903182,116.397755","39.925875,116.396551",3540,5,16
"39.903182,116.397755","39.928775,116.391802",4050,6,18
"39.903182,116.397755","39.941893,116.385121",6210,9,24
"39.903182,116.397755","39.942105,116.336701",9480,14,34
"39.903182,116.397755","39.934862,116.454406",8370,13,31
"39.903182,116.397755","40.009926,116.393096",16630,25,62
"39.903182,116.397755","40.003220,116.325899",17780,27,67
"39.903182,116.397755","39.899557,116.400132",630,8,0
"39.903182,116.397755","39.898374,116.398690",760,9,0
"39.903182,116.397755","39.899020,116.393858",800,10,0
"39.903182,116.397755","39.898039,116.395566",840,10,0
"39.903182,116.397755","39.897718,116.397016",860,10,0
"39.903182,116.397755","39.897387,116.397002",910,11,0
"39.903182,116.397755","39.897225,116.397475",930,11,0
"39.903182,116.397755","39.897546,116.394922",940,11,0
"39.903182,116.397755","39.896963,116.398256",970,12,0
"39.903182,116.397755","39.904765,116.389734",990,12,0
"39.903182,116.397755","39.918509,116.398455",2390,5,13
"39.903182,116.397755","39.917514,116.395284",2250,5,12
"39.903182,116.397755","39.921094,116.397019",2790,5,14
"39.903182,116.397755","39.921089,116.397327",2790,5,14
"39.903182,116.397755","39.925170,116.400666",3440,5,16
"39.903182,116.397755","39.925352,116.403318",3510,5,16
"39.903182,116.397755","39.914339,116.411941",2430,5,13
"39.903182,116.397755","39.914674,116.412005",2470,5,13
"39.903182,116.397755","39.914647,116.413364",2580,5,13
"39.903182,116.397755","39.915237,116.412169",2550,5,13
"39.903182,116.397755","39.915041,116.413588",2640,5,14
"39.903182,116.397755","39.895212,116.404402",1470,18,0
"39.903182,116.397755","39.893148,116.406727",1890,23,0
"39.903182,116.397755","39.895208,116.389337",1600,19,0
"39.903182,116.397755","39.893896,116.390485",1690,20,0
"39.903182,116.397755","39.897474,116.390897",1210,15,0
"39.903182,116.397755","39.895977,116.393610",1230,15,0
"39.903182,116.397755","39.893417,116.388955",1850,22,0
"39.903182,116.397755","39.893584,116.388388",1870,22,0
"39.903182,116.397755","39.895540,116.394553",1250,15,0
"39.903182,116.397755","39.896782,116.394354",1080,13,0
"39.903182,116.397755","39.896192,116.394755",1150,14,0
"39.903182,116.397755","39.893453,116.394739",1560,19,0
"39.903182,116.397755","39.896375,116.395958",1080,13,0
"39.903182,116.397755","39.896964,116.395585",1000,12,0
"39.903182,116.397755","39.895127,116.397562",1250,15,0
"39.903182,116.397755","39.895318,116.397724",1220,15,0
"39.903182,116.397755","39.927334,116.393352",3800,6,17
"39.903182,116.397755","39.927321,116.393306",3800,6,17
"39.903182,116.397755","39.927349,116.400152",3770,6,17
"39.903182,116.397755","39.933060,116.395723",4660,7,20
"39.903182,116.397755","39.934005,116.388577",4920,7,20
"39.903182,116.397755","39.933970,116.388425",4920,7,20
"39.903182,116.397755","39.934360,116.396446",4860,7,20
"39.903182,116.397755","39.933384,116.384409",4960,7,20
"39.903182,116.397755","39.935500,116.396060",5040,8,21
"39.903182,116.397755","39.916285,116.411819",2640,5,14
"39.903182,116.397755","39.943748,116.388507",6410,10,25
"39.903182,116.397755","39.939364,116.388671",5740,9,23
"39.903182,116.397755","39.945551,116.386140",6740,10,26
"39.903182,116.397755","39.938065,116.379287",5860,9,23
"39.903182,116.397755","39.946717,116.389982",6840,10,26
"39.903182,116.397755","39.940920,116.393099",5900,9,23
"39.903182,116.397755","39.947191,116.380111",7170,11,27
"39.903182,116.397755","39.940937,116.393636",5900,9,23
"39.903182,116.397755","39.942844,116.393822",6190,9,24
"39.903182,116.397755","39.942450,116.376358",6630,10,25
"39.903182,116.397755","39.941927,116.339046",9250,14,33
"39.903182,116.397755","39.941829,116.340678",9090,14,33
"39.903182,116.397755","39.940184,116.343000",8710,13,32
"39.903182,116.397755","39.939919,116.342998",8690,13,32
"39.903182,116.397755","39.938950,116.342777",8610,13,31
"39.903182,116.397755","39.937305,116.332252",9450,14,34
"39.903182,116.397755","39.937059,116.340791",8610,13,31
"39.903182,116.397755","39.945087,116.328218",10560,16,38
"39.903182,116.397755","39.939088,116.345522",8370,13,31
"39.903182,116.397755","39.941626,116.346788",8530,13,31
"39.903182,116.397755","39.934810,116.454541",8380,13,31
"39.903182,116.397755","39.934825,116.454725",8400,13,31
"39.903182,116.397755","39.934918,116.454906",8420,13,31
"39.903182,116.397755","39.935060,116.453830",8330,13,31
"39.903182,116.397755","39.935220,116.455056",8470,13,31
"39.903182,116.397755","39.935677,116.454238",8430,13,31
"39.903182,116.397755","39.932974,116.453603",8120,12,30
"39.903182,116.397755","39.933111,116.452867",8060,12,30
"39.903182,116.397755","39.932837,116.453202",8070,12,30
"39.903182,116.397755","39.932637,116.454007",8130,12,30
"39.903182,116.397755","40.007949,116.394113",16320,24,61
"39.903182,116.397755","40.012851,116.394914",17080,26,64
"39.903182,116.397755","40.007486,116.389677",16270,24,61
"39.903182,116.397755","40.006021,116.398478",16010,24,60
"39.903182,116.397755","40.004480,116.387388",15820,24,59
"39.903182,116.397755","40.003699,116.387849",15690,24,58
"39.903182,116.397755","40.006525,116.384075",16170,24,60
"39.903182,116.397755","40.003303,116.387743",15630,23,58
"39.903182,116.397755","40.001815,116.394743",15360,23,57
"39.903182,116.397755","40.001730,116.396090",15340,23,57
"39.903182,116.397755","39.998357,116.319091",17540,26,66
"39.903182,116.397755","40.002051,116.321323",17890,27,67
"39.903182,116.397755","40.001088,116.322559",17690,27,66
"39.903182,116.397755","40.002773,116.321093",18000,27,68
"39.903182,116.397755","39.998575,116.325267",17190,26,64
"39.903182,116.397755","39.995864,116.327299",16700,25,62
"39.903182,116.397755","40.006939,116.328559",18140,27,68
"39.903182,116.397755","40.006900,116.322438",18480,28,70
"39.903182,116.397755","40.010939,116.326059",18830,28,71
"39.903182,116.397755","39.995580,116.330193",16490,25,62
"39.903182,116.397755","40.071405,116.593500",35080,53,136
"39.903182,116.397755","39.851353,116.309616",13270,20,49
"39.903182,116.397755","39.855510,116.309066",12940,19,47
"39.903182,116.397755","39.843323,116.300269",14920,22,55
"39.903182,116.397755","40.037939,116.312997",23290,35,89
"39.903182,116.397755","40.042187,116.308439",24120,36,92
"39.903182,116.397755","40.045260,116.308040",24570,37,94
"39.903182,116.397755","39.526675,116.421725",58680,88,230
"39.903182,116.397755","39.901513,116.416821",2290,5,12
"39.903182,116.397755","39.901641,116.416817",2290,5,12
"39.903182,116.397755","39.901814,116.417746",2400,5,13
"39.903182,116.397755","39.906989,116.444714",5640,8,23
"39.903182,116.397755","39.906452,116.442370",5350,8,22
"39.903182,116.397755","39.907635,116.441992",5330,8,22
"39.903182,116.397755","39.896008,116.408975",1740,21,0
"39.903182,116.397755","39.525582,116.410627",58800,88,231
"39.903182,116.397755","39.525847,116.412720",58770,88,231
"39.903182,116.397755","39.526497,116.412931",58670,88,230
