city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Hangzhou,Home Inn Hangzhou Xiaoshan International Airport,"No. 55, Hongshan Avenue, Xiaoshan District, Hangzhou, Zhejiang (Accessible via Metro Line 1 or airport shuttle bus to Xiaoshan Airport Station. Contact the hotel shuttle for pick-up. For details, inquire at the hotel front desk)",30.231844,120.399721,2014,2,154,4.6,Home Inn
Hangzhou,Orange Hotel Hangzhou Sports Center Xixi Wetland,"No. 738, Wen'er West Road, Xihu District",30.281383,120.079410,2019,3,305,4.8,Orange Hotel
Hangzhou,Hanting Hotel Hangzhou Donghu North Road,"No. 3, Hongda Road, Linping District",30.460900,120.297000,2016,2,172,4.6,Hanting Hotel
Hangzhou,Hampton by Hilton Hangzhou Binjiang,"No. 599, Binfen Street, Binjiang District, Hangzhou, near Jiangnan Avenue.",30.214829,120.224650,2017,4,399,4.8,Hilton
Hangzhou,Yinlonghui Leisure Theme Hotel Hangzhou,"No. 698, Tonghui Middle Road",30.179290,120.285795,2013,3,205,4.6,
Hangzhou,Ji Hotel Jiande Xin'an River Riverside,"No. 283, Xin'an Road, Xin'anjiang, Jiande",29.473400,119.263000,2021,3,288,4.8,Ji Hotel
Hangzhou,Kaiyuan Mingting Hotel Hangzhou A&F University Qingshan Lake,"No. 282, Qianwang Street, Jincheng Subdistrict",30.231863,119.731587,2025,4,273,4.5,
Hangzhou,Yiting Garden Hotel Hangzhou West Lake,"No. 36, Xinran Street, Sandun Town, Xihu District, Hangzhou, in Building 5 of Lansheng Jihong Commercial Complex (inside Zijin Dream Plaza)",30.328002,120.066380,2023,4,211,4.8,
Hangzhou,Atour Hotel Hangzhou West Lake Lakeside Fengqi Road,"No. 503, Fengqi Road",30.263271,120.160516,2018,4,496,4.2,Atour Hotel
Hangzhou,Manju Hotel (Hangzhou Xindeng Fuchun Port),"No. 69, Dengcheng North Road, Fuyang District",29.972619,119.737452,2019,4,278,4.3,
Hangzhou,Vienna Hotel (5.0 Enhanced Version Hangzhou Tonglu Fuchun River),"No. 1108, Chunjiang Road, Chengnan Subdistrict",29.789091,119.678699,2025,3,248,4.2,
Hangzhou,Grace Select Hotel Hangzhou Jinsha Lake,"Room 117, Building 5, Tianfu Caizhi Tower, No. 1288, Xingfu South Road, Economic and Technological Development Zone",30.319279,120.319595,2017,4,289,4.7,
Hangzhou,Hilton Garden Inn Hangzhou Luniu,"No. 8, Xunli Street, Lunu Town",30.469522,119.769431,2017,5,394,4.5,Hilton
Hangzhou,Home Inn·neo Hangzhou West Lake Lakeside Intime in77,"No. 168, Zhonghe Middle Road",30.252786,120.172684,2016,2,273,4.4,Home Inn
Hangzhou,Hanting Hotel Hangzhou Xintiandi,"Building 15, Xintiandi Business Center, No. 630, Feijiatang Road, part of the first floor, and the second to third floors",30.323959,120.186371,2024,3,311,4.9,Hanting Hotel
Hangzhou,Run Hotel Hangzhou,"Building 2, Ruisheng Jiangpan Mingzuo, No. 118, Jiangbo Street",30.007460,119.930448,2024,4,287,4.9,
Hangzhou,Four Points by Sheraton Qiandao Lake,"No. 1699, Jixian Road, Qiandao Lake",29.659642,119.003828,2021,5,368,4.6,
Hangzhou,Huaxi Grand Hotel Hangzhou,"No. 234, Donghu Middle Road, Donghu Subdistrict, Linping District, Hangzhou, Zhejiang Province",30.429301,120.305511,2025,4,119,4.5,
Hangzhou,MOXY Hotel Qiandao Lake,"Room 606, Building 6, Qingxi Intime City, Qiandao Lake Town, Chun'an County, Hangzhou, Zhejiang Province",29.610373,119.144395,2023,4,278,4.7,Marriott
Hangzhou,Home Inn Hangzhou West Lake Huanglong Vanke Center Yigao,"No. 11, Huanggu Mountain Road, Xihu District",30.274559,120.133797,2019,2,167,4.6,Home Inn
