city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Beijing,Beijing West Guomao Grand Hotel,16 Fengguan Road,39.855607,116.308886,2019,5,778,4.5,,SPA Service;Gym;TV Casting
Beijing,Orange Hotel Beijing Tiananmen Dashilan,"11 Xijie, Dashilan Street",39.895744,116.394075,2022,3,836,4.9,Orange Hotel,Free Parking;Robot Service
Beijing,Ji Hotel Beijing Guomao,"No. 12A, Xidawang Road, Chaoyang District, Beijing",39.902800,116.473000,2019,3,477,4.6,Ji Hotel,SPA Service;Washer and Dryer
Beijing,Home Inn - Beijing Guang'anmen Inner Subway Station Hotel,"4 Guangyi Street, Xicheng District",39.892786,116.357856,2015,2,269,4.4,Home Inn,Free Parking;TV Casting
Beijing,Hualight · Nature's Appointment Hotel (Chaoyang Joy City Qingnian Road Subway Station Hotel),"Room 106, Ground Floor, Building 2, South Area of Swan Bay, Yacheng Sanli, Ganluyuan Middle Street, Chaoyang District, Beijing",39.920372,116.523057,2025,3,408,4.8,,Free Parking;Washer and Dryer;TV Casting
Beijing,Hanting Beijing Xidan Center Hotel,"No. 71A, Taipusi Street, Xicheng District, Beijing",39.912500,116.377000,2015,2,582,4.8,Hanting Hotel,SPA Service;Free Parking;Robot Service
Beijing,Xana Hotelle (Beijing South Railway Station Majiabao Road Hotel),"Building 26, Floor 1, No. 122 Majia Fort Road, Fengtai District, Beijing",39.847955,116.379932,2020,3,319,4.8,,SPA Service;Gym;Washer and Dryer
Beijing,Qiuguo Hotel Select (Beijing Beiqijia Wendu Water City Hotel),"Building 8, Unit 1, No. 10 Hongfu Courtyard, Beiqijia Town",40.100075,116.366817,2021,3,236,4.6,,Free Parking;Robot Service
Beijing,Hanting Beijing Chaoyang Railway Station Hotel (Former Chaoyang Park Bridge East Hotel),"No. 1A, Shifoying East Lane, Chaoyang District, Beijing",39.936047,116.502811,2018,2,261,4.8,Hanting Hotel,Gym;TV Casting
Beijing,Jinjiang Inn (Beijing Huilongguan East Street Subway Station Hotel),"Floor 1, Zhongshun Building, Southwest Corner of Kexing West Road and Longjin Second Street Intersection, Changping District, Beijing, China",40.086692,116.357209,2024,2,336,4.9,Jinjiang Inn,Gym;Robot Service
Beijing,Hanting Beijing Conference Center Wangjing Laiguangying Hotel,No. 18 Laiguangying West Road,40.022800,116.449000,2022,2,273,4.9,Hanting Hotel,Free Parking;Robot Service;Swimming Pool
Beijing,Atour Hotel Beijing Guomao Shuangjing,"No. 5 East Third Ring South Road, Chaoyang District, Beijing, China",39.890911,116.461003,2024,4,570,4.8,Atour Hotel,Gym;Robot Service;TV Casting
Beijing,Ji Hotel Beijing Asian Games Village Bird's Nest Hotel,"Floor 4, Kaijilun Building, No. 3 Xiaoying East Road, Chaoyang District, Beijing",39.993900,116.427000,2019,3,414,4.6,Ji Hotel,Free Parking;Robot Service;Swimming Pool;Washer and Dryer
Beijing,Orange Hotel Beijing Wangfujing,"No. 57 Dengshikou Street, Dongcheng District, Beijing",39.918800,116.413000,2019,3,611,4.7,Orange Hotel,SPA Service;Robot Service;Washer and Dryer
Beijing,Atour Hotel Beijing Chaoyang Wangjing SOHO,"No. 610 Wangjing Garden, Chaoyang District, Beijing",39.989343,116.476707,2019,4,557,4.7,Atour Hotel,SPA Service;Gym;Robot Service
Beijing,Jinjiang Inn (Beijing Tiananmen Hepingmen Subway Station Hotel),"No. 3 Anpingli, Nanxinhuajie, Xicheng District",39.896361,116.383040,2016,2,368,4.5,Jinjiang Inn,SPA Service;Free Parking;Swimming Pool;Washer and Dryer
Beijing,Jinjiang Inn Beijing Capital International Airport New China International Exhibition Center Subway Station Hotel,"Building 14, No. 1 Courtyard, Fuqian Second Street, Tianzhu Town, Shunyi District, Beijing",40.062471,116.587459,2025,2,217,4.8,Jinjiang Inn,SPA Service;Free Parking;Washer and Dryer;TV Casting
Beijing,Ji Hotel Beijing Zhongguancun University of Science and Technology Hotel,No. 8A Zhixin East Road,39.992100,116.369000,2019,3,689,4.9,Ji Hotel,SPA Service;Robot Service;Washer and Dryer
Beijing,Hilton Garden Inn Beijing Temple of Heaven East Gate Subway Station Hotel,"No. 3 Zuoanmen Inner Street, Dongcheng District, Beijing",39.883391,116.433820,2023,5,660,3.9,Hilton,Robot Service;Washer and Dryer;TV Casting
Beijing,Hilton Beijing Daxing Hotel,"Building 18, Gaomidian Nanli, Daxing District, Beijing, China",39.768750,116.339146,2020,5,838,4.5,Hilton,Robot Service;TV Casting
