origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,NXG,Nanchang West Station,2025-11-12 07:16:00,2025-11-12 16:44:00,568,G1755,High-Speed Train,Second Class Seat,Sufficient,765.0,1,48
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,WHN,Wuhan Station,2025-11-12 10:50:00,2025-11-12 20:22:00,572,D368,Electric Multiple Unit,Second Class Seat,Sufficient,510.0,1,40
Chengdu,Nanchang,2025-11-12,WHN,Wuhan Station,NXG,Nanchang West Station,2025-11-12 20:54:00,2025-11-12 22:53:00,119,G895,High-Speed Train,Second Class Seat,Sufficient,510.0,2,40
Chengdu,Nanchang,2025-11-12,CNW,Chengdu South Station,KQW,Guiyang North Station,2025-11-12 06:31:00,2025-11-12 09:55:00,204,D5151,Electric Multiple Unit,无座,Sufficient,748.0,1,41
Chengdu,Nanchang,2025-11-12,KQW,Guiyang North Station,NXG,Nanchang West Station,2025-11-12 10:25:00,2025-11-12 15:15:00,290,G1616,High-Speed Train,Second Class Seat,Sufficient,748.0,2,41
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,NXG,Nanchang West Station,2025-11-12 06:24:00,2025-11-12 18:28:00,724,D2244,Electric Multiple Unit,Second Class Seat,Sufficient,497.0,1,34
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,NCG,Nanchang Station,2025-11-12 09:17:00,2025-11-12 21:11:00,714,D2238,Electric Multiple Unit,Second Class Seat,Sufficient,508.0,1,37
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,KEW,Guiyang East Station,2025-11-12 07:39:00,2025-11-12 10:46:00,187,G3705,High-Speed Train,无座,Sufficient,1075.5,1,54
Chengdu,Nanchang,2025-11-12,KEW,Guiyang East Station,NXG,Nanchang West Station,2025-11-12 11:23:00,2025-11-12 15:30:00,247,G462,High-Speed Train,First Class Seat,Sufficient,1075.5,2,54
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,NXG,Nanchang West Station,2025-11-12 06:45:00,2025-11-12 15:44:00,539,G2371,High-Speed Train,Second Class Seat,Sufficient,748.0,1,42
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,NXG,Nanchang West Station,2025-11-12 10:20:00,2025-11-12 20:53:00,633,G2321,High-Speed Train,Second Class Seat,Sufficient,848.5,1,53
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,CUW,Chongqing North Station,2025-11-12 06:19:00,2025-11-12 08:19:00,120,D5128,Electric Multiple Unit,无座,Sufficient,508.0,1,33
Chengdu,Nanchang,2025-11-12,CUW,Chongqing North Station,NCG,Nanchang Station,2025-11-12 08:49:00,2025-11-12 18:07:00,558,D2228,Electric Multiple Unit,Second Class Seat,Sufficient,508.0,2,33
Chengdu,Nanchang,2025-11-12,ICW,Chengdu East Station,CUW,Chongqing North Station,2025-11-12 06:50:00,2025-11-12 08:17:00,87,G8701,High-Speed Train,无座,Sufficient,565.5,1,36
Chengdu,Nanchang,2025-11-12,CUW,Chongqing North Station,NCG,Nanchang Station,2025-11-12 08:49:00,2025-11-12 18:07:00,558,D2228,Electric Multiple Unit,Second Class Seat,Sufficient,565.5,2,36
Nanchang,Chengdu,2025-11-17,NXG,Nanchang West Station,ICW,Chengdu East Station,2025-11-17 08:22:00,2025-11-17 18:25:00,603,G2319,High-Speed Train,Second Class Seat,Sufficient,848.5,1,83
Nanchang,Chengdu,2025-11-17,NXG,Nanchang West Station,KEW,Guiyang East Station,2025-11-17 12:15:00,2025-11-17 17:22:00,307,G2307,High-Speed Train,Second Class Seat,Sufficient,774.0,1,82
Nanchang,Chengdu,2025-11-17,KEW,Guiyang East Station,CNW,Chengdu South Station,2025-11-17 18:00:00,2025-11-17 21:12:00,192,D1796,Electric Multiple Unit,Second Class Seat,Sufficient,774.0,2,82
Nanchang,Chengdu,2025-11-17,NXG,Nanchang West Station,ICW,Chengdu East Station,2025-11-17 12:03:00,2025-11-17 19:35:00,452,G461,High-Speed Train,Second Class Seat,Sufficient,777.0,1,76
Nanchang,Chengdu,2025-11-17,NXG,Nanchang West Station,ESN,Enshi Station,2025-11-17 07:51:00,2025-11-17 14:45:00,414,D3252,Electric Multiple Unit,Second Class Seat,Sufficient,497.0,1,59
Nanchang,Chengdu,2025-11-17,ESN,Enshi Station,ICW,Chengdu East Station,2025-11-17 15:01:00,2025-11-17 19:43:00,282,D3077,Electric Multiple Unit,Second Class Seat,Sufficient,497.0,2,59
Nanchang,Chengdu,2025-11-17,NXG,Nanchang West Station,CXW,Chongqing West Station,2025-11-17 14:45:00,2025-11-17 20:55:00,370,G473,High-Speed Train,Second Class Seat,Sufficient,765.0,1,74
Nanchang,Chengdu,2025-11-17,CXW,Chongqing West Station,ICW,Chengdu East Station,2025-11-17 21:14:00,2025-11-17 22:36:00,82,G1984,High-Speed Train,Second Class Seat,Sufficient,765.0,2,74
Nanchang,Chengdu,2025-11-17,NXG,Nanchang West Station,ICW,Chengdu East Station,2025-11-17 11:31:00,2025-11-17 20:44:00,553,G2189,High-Speed Train,Second Class Seat,Sufficient,762.0,1,81
