origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,SHA,Hongqiao International Airport,2025-11-12 16:55:00,2025-11-12 19:10:00,135,9C8776,Spring Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,500,1,197
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,PVG,Pudong International Airport,2025-11-12 12:40:00,2025-11-12 15:05:00,145,ZH9515,Shenzhen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,760,1,209
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,SHA,Hongqiao International Airport,2025-11-12 21:50:00,2025-11-12 23:55:00,125,3U4588,Sichuan Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,600,1,204
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,WUH,Tianhe International Airport,2025-11-12 10:55:00,2025-11-12 13:05:00,130,MU2478,China Eastern Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,988,1,222
Shenzhen,Shanghai,2025-11-12,WUH,Tianhe International Airport,SHA,Hongqiao International Airport,2025-11-12 16:30:00,2025-11-12 18:00:00,90,MU2505,China Eastern Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,988,2,222
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,PVG,Pudong International Airport,2025-11-12 18:25:00,2025-11-12 20:20:00,115,DZ6207,Donghai Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,450,1,196
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,SHA,Hongqiao International Airport,2025-11-12 20:55:00,2025-11-12 22:55:00,120,9C8950,Spring Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,590,1,203
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,SHA,Hongqiao International Airport,2025-11-12 13:20:00,2025-11-12 15:30:00,130,9C7520,Spring Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,620,1,206
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,PVG,Pudong International Airport,2025-11-12 15:30:00,2025-11-12 17:55:00,145,CA3313,Air China,Economy Class,Sufficient,320,Medium Aircraft,Airbus,550,1,200
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,SHA,Hongqiao International Airport,2025-11-12 14:40:00,2025-11-12 17:00:00,140,9C8882,Spring Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,560,1,202
Shenzhen,Shanghai,2025-11-12,SZX,Bao'an International Airport,SHA,Hongqiao International Airport,2025-11-12 06:45:00,2025-11-12 08:50:00,125,CZ3568,China Southern Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,849,1,211
Shanghai,Shenzhen,2025-11-16,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-16 17:40:00,2025-11-16 20:00:00,140,HO1789,Juneyao Airlines,Economy Class,Sufficient,787,Large Aircraft,Boeing,500,1,233
Shanghai,Shenzhen,2025-11-16,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-16 11:00:00,2025-11-16 13:25:00,145,HO1883,Juneyao Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,500,1,238
Shanghai,Shenzhen,2025-11-16,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-16 11:30:00,2025-11-16 14:00:00,150,FM9333,Shanghai Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,440,1,231
Shanghai,Shenzhen,2025-11-16,PVG,Pudong International Airport,SZX,Bao'an International Airport,2025-11-16 20:30:00,2025-11-16 23:10:00,160,HU7728,Hainan Airlines,Economy Class,Sufficient,787,Large Aircraft,Boeing,450,1,237
Shanghai,Shenzhen,2025-11-16,PVG,Pudong International Airport,SZX,Bao'an International Airport,2025-11-16 15:00:00,2025-11-16 17:50:00,170,MF3713,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,492,1,242
Shanghai,Shenzhen,2025-11-16,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-16 16:20:00,2025-11-16 18:40:00,140,3U5235,Sichuan Airlines,Economy Class,Sufficient,330,Large Aircraft,Airbus,450,1,229
Shanghai,Shenzhen,2025-11-16,PVG,Pudong International Airport,SZX,Bao'an International Airport,2025-11-16 15:00:00,2025-11-16 17:50:00,170,MU5343,China Eastern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,440,1,239
Shanghai,Shenzhen,2025-11-16,PVG,Pudong International Airport,SZX,Bao'an International Airport,2025-11-16 20:40:00,2025-11-16 23:25:00,165,ZH9526,Shenzhen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,400,1,232
Shanghai,Shenzhen,2025-11-16,PVG,Pudong International Airport,SZX,Bao'an International Airport,2025-11-16 11:15:00,2025-11-16 13:55:00,160,HU7722,Hainan Airlines,Economy Class,Sufficient,787,Large Aircraft,Boeing,450,1,236
Shanghai,Shenzhen,2025-11-16,SHA,Hongqiao International Airport,SZX,Bao'an International Airport,2025-11-16 16:20:00,2025-11-16 18:40:00,140,MU5349,China Eastern Airlines,Economy Class,Sufficient,330,Large Aircraft,Airbus,390,1,224
