city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Zhengzhou,Orange Hotel Zhengzhou Zhengdong New District Convention and Exhibition Center,"No. 119, Hongzhuan Road, Jinshui District, Zhengzhou City",34.779780,113.702020,2020,3,265,4.4,Orange Hotel,SPA Service;Free Parking;Swimming Pool
Zhengzhou,Atour Hotel Zhengzhou Xinzheng International Airport Huaxia Avenue,"Atour Hotel, Financial Plaza, No. 2, Yun'gang Road, west side of Huaxia Avenue, Airport Zone, Zhengzhou City",34.536927,113.826736,2021,4,323,4.7,Atour Hotel,Gym;Swimming Pool;TV Casting
Zhengzhou,Emma King Hotel Zhengzhou,"No. 167, Ninth Avenue, Economic and Technological Development Zone",34.707160,113.765391,2023,3,211,4.4,,SPA Service;Gym;Washer and Dryer
Zhengzhou,All Seasons Zhengzhou Jinshui Road Hotel,"No. 7, Jinshui Road, Jinshui District, Zhengzhou City, Henan Province",34.763800,113.693000,2018,3,297,4.9,Ji Hotel,SPA Service;Free Parking;Swimming Pool
Zhengzhou,Hanting Hotel Zhengzhou Xianghu Science and Technology Museum,"100 meters west of the intersection of Yangqiao Avenue and Liangxiu Road, Zhongmu County, on the south side of the road",34.763200,113.863000,2022,2,244,4.8,Hanting Hotel,Gym;Robot Service;Swimming Pool;Washer and Dryer
Zhengzhou,Holiday Inn Zhengzhou Binhe International (Economic Development Butterfly Lake Park Branch),"20 meters west of the intersection of South Third Ring Road and Fifteenth Avenue, on the south side of the road",34.702484,113.789610,2023,3,222,4.8,,SPA Service;Free Parking;Swimming Pool
Zhengzhou,Chenxi Hotel (Zhengzhou Convention and Exhibition Center Branch),"No. 16, Jinshui East Road, Jinshui District, Zhengzhou City, Henan Province, northeast corner of the intersection of Jinshui East Road and Huanghe South Road",34.764990,113.745222,2019,5,401,4.7,,Gym;Free Parking;Washer and Dryer
Zhengzhou,Rui Bai Yun Hotel by Home Inn - Zhengzhou Xinzheng International Airport,"No. 186, Feixiang Road, Xingang Subdistrict, Xinzheng City, Zhengzhou City, Henan Province, Home Inn Reborn Cloud Hotel (Xinzheng International Airport Branch)",34.532732,113.827800,2022,3,137,4.9,Home Inn,SPA Service;Free Parking;Robot Service;Swimming Pool
Zhengzhou,Hampton by Hilton Zhengzhou East Station Hotel,"No. 39, Jiayuan East Road, Jinshui District, Zhengzhou City, Henan Province, China",34.799899,113.660000,2025,3,407,4.5,Hilton,Gym;Free Parking;Swimming Pool
Zhengzhou,Courtyard Zhengzhou Airport Hotel,"Building A, No. 63, Yuanhang Road, Airport Zone, Zhengzhou",34.555751,113.860851,2018,5,358,4.8,,SPA Service;Swimming Pool;Washer and Dryer;TV Casting
Zhengzhou,Atour Hotel Zhengzhou Provincial Museum Huayuan Road,"No. 21-5, Jingwu Road, Jinshui District, Zhengzhou, 100 meters south of the intersection with Nongye Road, on the west side of the road",34.784188,113.677554,2020,4,367,4.8,Atour Hotel,SPA Service;Washer and Dryer
Zhengzhou,Yasser International Hotel Zhengzhou (Provincial Science and Technology Museum Xianghu Branch),"No. 76, Zhengkai Avenue, Zhengdong New District, Zhengzhou City, Henan Province",34.775698,113.858697,2023,4,223,4.5,,Free Parking;Robot Service;Swimming Pool;TV Casting
Zhengzhou,Le Méridien Zhengzhou Jianye,"No. 1188, Zhongzhou Avenue",34.749650,113.724990,2013,5,596,4.8,Marriott,SPA Service;Gym
Zhengzhou,Yellow River Guesthouse Henan Province,"No. 1, Yingbin Road, Zhengzhou City (near Zhengzhou Wenhua Road, close to the Yellow River Scenic Area)",34.872278,113.648540,2018,5,839,4.8,,Gym;Free Parking;TV Casting
Zhengzhou,Mehood Novotel Hotel Zhengzhou,"Building A, Glamor Tower, No. 17, CBD Business Outer Ring Road",34.778263,113.730350,2019,5,759,4.5,,Gym;Swimming Pool;Washer and Dryer;TV Casting
Zhengzhou,Atour Hotel Zhengzhou Zhongmou Only Henan Zhengkai Avenue,"Lobby No. 1, 1st Floor, Building 8, Rongxin City Window, Dameng Town, Zhongmu County, Zhengzhou City, Henan Province",34.786040,113.956225,2025,4,360,5.0,Atour Hotel,Gym;Swimming Pool
Zhengzhou,Puxi Hotel (Zhengzhou CBD Convention and Exhibition Center Branch),"Room 2810, 28th Floor, Jingfeng International Center, No. 27, Business Outer Ring Road",34.770663,113.735001,2023,3,180,4.5,,SPA Service;Gym;Swimming Pool;TV Casting
Zhengzhou,JW Marriott Hotel Zhengzhou Greenland,"No. 2, Central Business District, Zhengdong New District, Zhengzhou",34.770996,113.727282,2014,5,893,4.6,Marriott,Gym;Robot Service
Zhengzhou,Home Inn Selected Zhengzhou East Station Branch,"Intersection of Xinyi Road and East Station South Street, Zhengdong New District, Zhengzhou, Henan",34.757727,113.773536,2018,3,278,4.6,Home Inn,SPA Service;Swimming Pool
Zhengzhou,Jinjiang Inn (Xingyang New District Hotel),"No. 7, Qiyuan Road, Jingcheng Subdistrict, Xingyang City",34.783427,113.420024,2025,2,153,4.9,Jinjiang Inn,Free Parking;Washer and Dryer
