origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,CTU,Shuangliu International Airport,2025-11-12 21:10:00,2025-11-12 23:40:00,150,MU3546,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,400,1,71
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,PEK,Beijing Capital International Airport,2025-11-12 16:15:00,2025-11-12 18:10:00,115,CA1844,Air China,Economy Class,Sufficient,321,Medium Aircraft,Airbus,822,1,81
Hefei,Chengdu,2025-11-12,PEK,Beijing Capital International Airport,CTU,Shuangliu International Airport,2025-11-12 19:30:00,2025-11-12 22:25:00,175,CA4110,Air China,Economy Class,Sufficient,330,Large Aircraft,Airbus,822,2,81
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,CTU,Shuangliu International Airport,2025-11-12 21:10:00,2025-11-12 23:40:00,150,3U8942,Sichuan Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,400,1,70
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,CTU,Shuangliu International Airport,2025-11-12 21:10:00,2025-11-12 23:40:00,150,HO5919,Juneyao Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,400,1,69
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,CTU,Shuangliu International Airport,2025-11-12 12:20:00,2025-11-12 14:55:00,155,CA4232,Air China,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1050,1,78
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,TFU,Tianfu Airport,2025-11-12 11:20:00,2025-11-12 13:50:00,150,MU6696,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,610,1,76
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,CTU,Shuangliu International Airport,2025-11-12 21:10:00,2025-11-12 23:40:00,150,EU7402,Chengdu Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,400,1,68
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,TFU,Tianfu Airport,2025-11-12 19:15:00,2025-11-12 21:40:00,145,MF2212,Xiamen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,393,1,72
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,PEK,Beijing Capital International Airport,2025-11-12 10:45:00,2025-11-12 13:00:00,135,CA1814,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,590,1,80
Hefei,Chengdu,2025-11-12,PEK,Beijing Capital International Airport,CTU,Shuangliu International Airport,2025-11-12 16:45:00,2025-11-12 19:45:00,180,CA1407,Air China,Economy Class,Sufficient,350,Large Aircraft,Airbus,590,2,80
Hefei,Chengdu,2025-11-12,HFE,Xinqiao International Airport,TFU,Tianfu Airport,2025-11-12 16:55:00,2025-11-12 19:30:00,155,PN6257,Hainan Airlines | West Air,Economy Class,Sufficient,320,Medium Aircraft,Airbus,300,1,65
Chengdu,Hefei,2025-11-15,TFU,Tianfu Airport,HFE,Xinqiao International Airport,2025-11-15 12:55:00,2025-11-15 15:00:00,125,PN6366,Hainan Airlines | West Air,Economy Class,Sufficient,320,Medium Aircraft,Airbus,420,1,92
Chengdu,Hefei,2025-11-15,TFU,Tianfu Airport,HFE,Xinqiao International Airport,2025-11-15 08:05:00,2025-11-15 10:05:00,120,EU2449,Chengdu Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,420,1,89
Chengdu,Hefei,2025-11-15,TFU,Tianfu Airport,HFE,Xinqiao International Airport,2025-11-15 12:20:00,2025-11-15 14:20:00,120,3U6923,Sichuan Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,621,1,99
Chengdu,Hefei,2025-11-15,TFU,Tianfu Airport,KMG,Changshui Airport,2025-11-15 10:40:00,2025-11-15 11:55:00,75,DR6522,Sunan Ruili Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1086,1,109
Chengdu,Hefei,2025-11-15,KMG,Changshui Airport,HFE,Xinqiao International Airport,2025-11-15 13:30:00,2025-11-15 15:55:00,145,MF3809,Xiamen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1086,2,109
Chengdu,Hefei,2025-11-15,TFU,Tianfu Airport,HFE,Xinqiao International Airport,2025-11-15 16:05:00,2025-11-15 18:10:00,125,MU6633,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,410,1,91
Chengdu,Hefei,2025-11-15,TFU,Tianfu Airport,HFE,Xinqiao International Airport,2025-11-15 20:15:00,2025-11-15 22:10:00,115,PN6258,Hainan Airlines | West Air,Economy Class,Sufficient,320,Medium Aircraft,Airbus,350,1,87
Chengdu,Hefei,2025-11-15,CTU,Shuangliu International Airport,PVG,Pudong International Airport,2025-11-15 17:30:00,2025-11-15 20:10:00,160,MU5418,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,900,1,107
Chengdu,Hefei,2025-11-15,PVG,Pudong International Airport,HFE,Xinqiao International Airport,2025-11-15 21:55:00,2025-11-15 23:25:00,90,MU6581,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,900,2,107
Chengdu,Hefei,2025-11-15,CTU,Shuangliu International Airport,HFE,Xinqiao International Airport,2025-11-15 13:05:00,2025-11-15 14:50:00,105,TV9935,Tibet Airlines,Economy Class,Sufficient,319,Medium Aircraft,Airbus,591,1,94
Chengdu,Hefei,2025-11-15,TFU,Tianfu Airport,HFE,Xinqiao International Airport,2025-11-15 07:55:00,2025-11-15 10:10:00,135,MU6695,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,410,1,90
Chengdu,Hefei,2025-11-15,CTU,Shuangliu International Airport,HFE,Xinqiao International Airport,2025-11-15 18:20:00,2025-11-15 20:20:00,120,EU7401,Chengdu Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,600,1,97
