origin,destination,distance_meters,duration_minutes,cost
"37.867910,112.566813","37.862385,112.572122",1080,13,0
"37.867910,112.566813","37.866958,112.579917",1620,19,0
"37.867910,112.566813","37.841953,112.539438",5260,8,21
"37.867910,112.566813","37.204243,112.184829",113570,170,450
"37.867910,112.566813","37.805219,112.533475",10590,16,38
"37.867910,112.566813","37.870023,112.562197",660,8,0
"37.867910,112.566813","37.804899,112.534015",10610,16,38
"37.867910,112.566813","37.751081,112.442589",23750,36,91
"37.867910,112.566813","37.874751,112.562713",1180,14,0
"37.867910,112.566813","37.867549,112.567354",90,5,0
"37.867910,112.566813","37.867758,112.565249",190,5,0
"37.867910,112.566813","37.867858,112.565126",210,5,0
"37.867910,112.566813","37.866325,112.568175",300,5,0
"37.867910,112.566813","37.869552,112.568343",320,5,0
"37.867910,112.566813","37.868038,112.570715",480,6,0
"37.867910,112.566813","37.867864,112.562874",480,6,0
"37.867910,112.566813","37.865166,112.568681",480,6,0
"37.867910,112.566813","37.864886,112.564683",540,6,0
"37.867910,112.566813","37.862948,112.573198",1100,13,0
"37.867910,112.566813","37.859491,112.572068",1460,18,0
"37.867910,112.566813","37.864723,112.574410",1060,13,0
"37.867910,112.566813","37.863879,112.567302",630,8,0
"37.867910,112.566813","37.863448,112.567046",700,8,0
"37.867910,112.566813","37.858025,112.573825",1760,21,0
"37.867910,112.566813","37.859129,112.566920",1370,16,0
"37.867910,112.566813","37.864146,112.565742",600,7,0
"37.867910,112.566813","37.870136,112.573517",890,11,0
"37.867910,112.566813","37.871087,112.573848",1000,12,0
"37.867910,112.566813","37.873482,112.573485",1190,14,0
"37.867910,112.566813","37.875125,112.576325",1620,19,0
"37.867910,112.566813","37.852786,112.597272",4420,7,19
"37.867910,112.566813","37.854957,112.594277",3930,6,17
"37.867910,112.566813","37.857172,112.582453",2550,5,13
"37.867910,112.566813","37.841387,112.548371",4710,7,20
"37.867910,112.566813","37.840317,112.549039",4820,7,20
"37.867910,112.566813","37.834439,112.535059",6510,10,25
"37.867910,112.566813","37.847996,112.532272",5260,8,21
"37.867910,112.566813","37.832907,112.539109",6430,10,25
"37.867910,112.566813","37.838704,112.528213",6570,10,25
"37.867910,112.566813","37.851748,112.540206",4130,6,18
"37.867910,112.566813","37.851709,112.540968",4060,6,18
"37.867910,112.566813","37.838101,112.551592",5000,8,21
"37.867910,112.566813","37.851277,112.545953",3640,5,17
"37.867910,112.566813","37.204654,112.185756",113460,170,449
"37.867910,112.566813","37.203393,112.185729",113640,170,450
"37.867910,112.566813","37.203279,112.185731",113660,170,450
"37.867910,112.566813","37.203044,112.185963",113680,171,450
"37.867910,112.566813","37.208630,112.182472",113070,170,448
"37.867910,112.566813","37.202147,112.189342",113630,170,450
"37.867910,112.566813","37.206168,112.192290",112910,169,447
"37.867910,112.566813","37.210528,112.188722",112480,169,446
"37.867910,112.566813","37.202868,112.193119",113340,170,449
"37.867910,112.566813","37.206784,112.192917",112790,169,447
"37.867910,112.566813","37.806435,112.535807",10300,15,37
"37.867910,112.566813","37.804750,112.530256",10810,16,39
"37.867910,112.566813","37.803235,112.531123",10980,16,40
"37.867910,112.566813","37.803554,112.530292",10980,16,40
"37.867910,112.566813","37.803390,112.529937",11020,17,40
"37.867910,112.566813","37.807570,112.529935",10430,16,37
"37.867910,112.566813","37.807769,112.529729",10410,16,37
"37.867910,112.566813","37.808043,112.529978",10360,16,37
"37.867910,112.566813","37.807125,112.529025",10540,16,38
"37.867910,112.566813","37.807310,112.528463",10550,16,38
"37.867910,112.566813","37.871594,112.562340",790,10,0
"37.867910,112.566813","37.871464,112.564119",640,8,0
"37.867910,112.566813","37.867654,112.562292",560,7,0
"37.867910,112.566813","37.871621,112.565361",600,7,0
"37.867910,112.566813","37.871883,112.532171",4300,6,19
"37.867910,112.566813","37.872267,112.531211",4430,7,19
"37.867910,112.566813","37.873025,112.526075",5070,8,21
"37.867910,112.566813","37.874747,112.558814",1450,17,0
"37.867910,112.566813","37.874570,112.558800",1430,17,0
"37.867910,112.566813","37.878208,112.561442",1730,21,0
"37.867910,112.566813","37.874125,112.557194",1530,18,0
"37.867910,112.566813","37.875193,112.568325",1150,14,0
"37.867910,112.566813","37.876162,112.568404",1300,16,0
"37.867910,112.566813","37.872743,112.555461",1580,19,0
"37.867910,112.566813","37.857044,112.573290",1870,22,0
"37.867910,112.566813","34.377978,108.937222",709420,1064,2833
"37.867910,112.566813","34.379425,108.938825",709110,1064,2832
"37.867910,112.566813","34.372883,108.950569",708960,1063,2831
"37.867910,112.566813","37.788373,112.608516",13400,20,49
"37.867910,112.566813","37.787925,112.609525",13510,20,50
"37.867910,112.566813","37.799606,112.614264",12130,18,44
"37.867910,112.566813","37.756924,112.654620",20370,31,77
"37.867910,112.566813","37.868589,112.493328",9030,14,33
"37.867910,112.566813","37.865679,112.557195",1230,15,0
"37.867910,112.566813","37.793224,112.569696",11630,17,42
"37.867910,112.566813","37.787132,112.534983",13170,20,48
"37.867910,112.566813","37.801468,112.527929",11390,17,41
"37.867910,112.566813","37.860527,112.555698",1790,21,0
"37.867910,112.566813","37.857498,112.551040",2530,5,13
"37.867910,112.566813","37.741597,112.589042",19850,30,75
"37.867910,112.566813","37.737102,112.588966",20540,31,78
"37.867910,112.566813","37.745682,112.577830",19080,29,72
"37.867910,112.566813","37.806995,112.562409",9500,14,34
"37.867910,112.566813","37.839437,112.570927",4460,7,19
"37.867910,112.566813","37.838047,112.568200",4650,7,20
"37.867910,112.566813","37.838515,112.567657",4580,7,19
"37.867910,112.566813","37.752422,112.534978",18400,28,69
"37.867910,112.566813","37.751425,112.515182",19210,29,72
"37.867910,112.566813","37.819373,112.563748",7570,11,28
"37.867910,112.566813","37.819508,112.564362",7540,11,28
"37.867910,112.566813","37.816875,112.560479",7980,12,30
"37.867910,112.566813","37.787354,112.598601",13140,20,48
"37.867910,112.566813","37.890683,112.550826",4050,6,18
"37.867910,112.566813","37.889001,112.545675",4190,6,18
"37.867910,112.566813","37.885829,112.560755",2890,5,14
"37.867910,112.566813","37.803409,112.521333",11490,17,42
"37.867910,112.566813","37.801906,112.553586",10400,16,37
"37.867910,112.566813","37.792988,112.564737",11670,17,42
"37.867910,112.566813","37.790938,112.562329",12000,18,44
"37.867910,112.566813","37.792839,112.560919",11710,18,42
"37.867910,112.566813","37.750188,112.514703",19410,29,73
"37.867910,112.566813","37.611377,112.538457",40090,60,156
"37.867910,112.566813","37.612277,112.540868",39920,60,155
"37.867910,112.566813","37.612095,112.541190",39950,60,155
"37.867910,112.566813","37.795702,112.567247",11240,17,41
"37.867910,112.566813","37.805041,112.561238",9810,15,35
"37.867910,112.566813","34.442640,108.767063",715700,1074,2858
"37.867910,112.566813","34.443839,108.767517",715520,1073,2858
"37.867910,112.566813","34.444635,108.766797",715490,1073,2858
"37.867910,112.566813","37.767875,112.642625",18150,27,68
"37.867910,112.566813","37.777312,112.621716",15640,23,58
"37.867910,112.566813","37.861581,112.558311",1440,17,0
"37.867910,112.566813","37.766623,112.632336",17710,27,66
"37.867910,112.566813","37.792112,112.524113",12920,19,47
"37.867910,112.566813","37.783502,112.578750",13220,20,48
"37.867910,112.566813","37.821905,112.562078",7190,11,27
"37.867910,112.566813","37.856988,112.573171",1870,22,0
"37.867910,112.566813","37.870519,112.532782",4200,6,18
"37.867910,112.566813","37.788046,112.604625",13270,20,49
"37.867910,112.566813","37.796653,112.566818",11090,17,40
"37.867910,112.566813","37.819327,112.562441",7580,11,28
"37.867910,112.566813","37.792918,112.564380",11680,18,42
"37.867910,112.566813","37.611805,112.538275",40020,60,156
"37.867910,112.566813","37.753300,112.521000",18710,28,70
"37.867910,112.566813","37.802619,112.558964",10210,15,36
"37.867910,112.566813","37.861011,112.556021",1710,20,0
"37.867910,112.566813","37.837414,112.572799",4800,7,20
"37.867910,112.566813","37.873651,112.560811",1160,14,0
"37.867910,112.566813","37.888373,112.553508",3580,5,16
"37.867910,112.566813","37.873493,112.573547",1200,14,0
"37.867910,112.566813","37.854839,112.610771",5770,9,23
"37.867910,112.566813","37.741317,112.583697",19820,30,75
"37.867910,112.566813","37.745820,112.639835",21020,32,80
"37.867910,112.566813","34.442341,108.768912",715580,1073,2858
"37.867910,112.566813","37.745820,112.639835",21020,32,80
"37.867910,112.566813","37.860366,112.588161",2870,5,14
"37.867910,112.566813","37.791632,112.610832",13050,20,48
"37.867910,112.566813","34.376660,108.938757",709450,1064,2833
"37.867910,112.566813","37.447930,112.509585",65760,99,259
"37.867910,112.566813","35.100483,110.985593",474080,711,1892
"37.867910,112.566813","35.601526,111.289142",387140,581,1544
"37.867910,112.566813","34.214049,109.062686",719660,1079,2874
"37.867910,112.566813","37.743319,112.470461",22730,34,87
"37.867910,112.566813","37.746850,112.471790",22180,33,84
"37.867910,112.566813","37.741264,112.487489",22000,33,84
"37.867910,112.566813","37.761410,112.489273",19130,29,72
"37.867910,112.566813","37.739021,112.490797",22140,33,84
"37.867910,112.566813","37.871428,112.570175",690,8,0
"37.867910,112.566813","37.745820,112.639835",21020,32,80
"37.867910,112.566813","34.442341,108.768912",715580,1073,2858
"37.867910,112.566813","37.799675,112.560425",10650,16,38
"37.867910,112.566813","37.800257,112.562116",10550,16,38
"37.867910,112.566813","37.868975,112.532157",4260,6,18
"37.867910,112.566813","37.874619,112.526858",5020,8,21
"37.867910,112.566813","37.856399,112.571249",1870,22,0
"37.867910,112.566813","37.857375,112.575375",1950,23,0
"37.867910,112.566813","37.824473,112.561181",6800,10,26
"37.867910,112.566813","37.824020,112.559248",6900,10,26
"37.867910,112.566813","37.823112,112.566032",6970,10,27
"37.867910,112.566813","37.864643,112.556938",1320,16,0
"37.867910,112.566813","37.783474,112.579060",13230,20,49
"37.867910,112.566813","37.783195,112.580728",13300,20,49
"37.867910,112.566813","37.784016,112.583593",13220,20,48
"37.867910,112.566813","37.786419,112.582689",12840,19,47
"37.867910,112.566813","37.788871,112.580218",12410,19,45
"37.862385,112.572122","37.867910,112.566813",1080,13,0
"37.862385,112.572122","37.866958,112.579917",1190,14,0
"37.862385,112.572122","37.841953,112.539438",5120,8,21
"37.862385,112.572122","37.204243,112.184829",113060,170,448
"37.862385,112.572122","37.805219,112.533475",10090,15,36
"37.862385,112.572122","37.870023,112.562197",1700,20,0
"37.862385,112.572122","37.804899,112.534015",10100,15,36
"37.862385,112.572122","37.751081,112.442589",23540,35,90
"37.862385,112.572122","37.874751,112.562713",2250,5,12
"37.862385,112.572122","37.867549,112.567354",990,12,0
"37.862385,112.572122","37.867758,112.565249",1190,14,0
"37.862385,112.572122","37.867858,112.565126",1210,15,0
"37.862385,112.572122","37.866325,112.568175",780,9,0
"37.862385,112.572122","37.869552,112.568343",1210,15,0
"37.862385,112.572122","37.868038,112.570715",900,11,0
"37.862385,112.572122","37.867864,112.562874",1420,17,0
"37.862385,112.572122","37.865166,112.568681",610,7,0
"37.862385,112.572122","37.864886,112.564683",990,12,0
"37.862385,112.572122","37.862948,112.573198",160,5,0
"37.862385,112.572122","37.859491,112.572068",450,5,0
"37.862385,112.572122","37.864723,112.574410",460,6,0
"37.862385,112.572122","37.863879,112.567302",640,8,0
"37.862385,112.572122","37.863448,112.567046",650,8,0
"37.862385,112.572122","37.858025,112.573825",710,9,0
"37.862385,112.572122","37.859129,112.566920",820,10,0
"37.862385,112.572122","37.864146,112.565742",830,10,0
"37.862385,112.572122","37.870136,112.573517",1220,15,0
"37.862385,112.572122","37.871087,112.573848",1370,16,0
"37.862385,112.572122","37.873482,112.573485",1740,21,0
"37.862385,112.572122","37.875125,112.576325",2050,5,12
"37.862385,112.572122","37.852786,112.597272",3430,5,16
