restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Xiangyu Yuan Restaurant,Xiamen,24.428825,118.142325,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,3.7
Xiamen Golden Sands Bay Hotel (Huangcuo Beach Branch on Huandao Road) · Chinese Restaurant,Xiamen,24.429444,118.144577,100.0,Food Service Related;Food Service Related,17:00,22:00,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,3.9
Xiamen Kao Shan Chi Hai Restaurant,Xiamen,24.433566,118.140707,83.0,Chinese Restaurant;Chinese Restaurant,16:30,22:30,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,4.7
Asia Gulf Hotel (Haiyi Western Restaurant Branch),Xiamen,24.431861,118.145638,105.0,Foreign Restaurant;Western Restaurant|Hotel;Hotel,11:00,21:00,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,4.5
Lakeside Pavilion Seafood · Authentic Xiamen Cuisine (Huangcuo Branch),Xiamen,24.435298,118.141147,84.0,Chinese Restaurant;Local Specialty Restaurant,16:30,01:00,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,3.8
Penglai Pavilion Restaurant,Xiamen,24.428541,118.138608,100.0,Chinese Restaurant;Chinese Restaurant,09:00,20:00,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,4.1
Ah Fei Fa Buffet Restaurant,Xiamen,24.436450,118.143986,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,3.1
Xiamen Haiyue Villa Hotel Buffet Restaurant (Mediterranean Restaurant),Xiamen,24.435131,118.147812,204.0,Cafe;Cafe,11:00,21:00,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,4.1
Xiangcha Palace Fujian Cuisine Restaurant (Haiyue Villa Branch),Xiamen,24.435441,118.149148,172.0,Chinese Restaurant;Chinese Restaurant,17:30,21:30,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,4.3
Baishi Seaview Live Restaurant & Bar,Xiamen,24.422623,118.134152,124.0,Food Service Related;Food Service Related,11:00,01:00,Island Ring South Road,"118.142622,24.431470",24.431470,118.142622,4.8
Shuxingyuan - Pink Summer Pink · Seaview Coffee Restaurant,Xiamen,24.441731,118.160292,76.0,Cold Beverage Shop;Cold Beverage Shop,11:00,21:00,Huangcuo Beach,"118.161900,24.442614",24.442614,118.161900,4.3
Honor Vernal Mermaid Buffet Restaurant,Xiamen,24.445275,118.161975,212.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Huangcuo Beach,"118.161900,24.442614",24.442614,118.161900,3.4
Treehouse Restaurant,Xiamen,24.443514,118.158633,59.0,Chinese Restaurant;Chinese Restaurant,09:00,23:30,Huangcuo Beach,"118.161900,24.442614",24.442614,118.161900,4.0
Haiyu Family Restaurant,Xiamen,24.443588,118.158408,60.0,Chinese Restaurant;Seafood Restaurant,17:00,22:00,Huangcuo Beach,"118.161900,24.442614",24.442614,118.161900,4.8
The Chef's Restaurant (Huangcuo Branch),Xiamen,24.443209,118.158267,88.0,Chinese Restaurant;Seafood Restaurant,09:00,23:00,Huangcuo Beach,"118.161900,24.442614",24.442614,118.161900,4.4
Haiqiang Seafood Restaurant,Xiamen,24.443288,118.158187,44.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Huangcuo Beach,"118.161900,24.442614",24.442614,118.161900,3.5
By the Sea Seafood Restaurant,Xiamen,24.443044,118.158028,80.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Huangcuo Beach,"118.161900,24.442614",24.442614,118.161900,3.8
Pinxian Seafood Restaurant,Xiamen,24.443324,118.158018,48.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Huangcuo Beach,"118.161900,24.442614",24.442614,118.161900,4.6
