city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Nanjing,Qinhuai River Painted Boat Cruise,,"Qinhuai River water sightseeing experience, admire the ancient architecture and night views along the banks, and feel the charm of the Six Dynasties ancient capital.",Historical and Cultural,,32.020660,118.788899,4.5,09:00,17:00,,0.5,2.0,0.0
Nanjing,China Nanjing Yunjin Museum,B00190682O,"Showcasing Nanjing Yunjin brocade, an intangible cultural heritage, where visitors can observe the Yunjin weaving craftsmanship.",Historical and Cultural,,32.036390,118.744814,4.8,09:30,17:00,,0.5,2.0,0.0
Nanjing,Ming Xiaoling Mausoleum Scenic Area,B0FFFFKG55,"The mausoleum of Zhu Yuanzhang, the founding emperor of the Ming Dynasty, a UNESCO World Heritage Site and a model of Ming and Qing imperial tombs in China.",Historical and Cultural,,32.051926,118.840463,4.8,06:30,18:30,,1.5,3.0,70.0
Nanjing,Meiling Palace,B0FFF0AJVN,"The residence of Chiang Kai-shek and Soong Mei-ling, featuring French architectural style, known as the ""No. 1 Villa in the Far East.""",Historical and Cultural,,32.045458,118.846557,4.6,07:30,18:00,,1.0,2.5,30.0
Nanjing,Nanjing Eye Pedestrian Bridge,BY00004EC5,"A double-helix scenic pedestrian bridge over the Yangtze River, a modern architectural landmark offering views of the river and city skyline.",City Landmark,,31.995131,118.703146,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Lion Bridge Pedestrian Street,B00190B6AO,"A famous food district in Nanjing, gathering various local snacks and night market delicacies, providing an authentic taste of Nanjing.",Leisure Experience,,32.067825,118.777783,4.3,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Xuanwu Lake Scenic Area,B00190BBCZ,"China's largest imperial garden lake, known as the ""Pearl of Jinling,"" offering different scenery in all four seasons.",Natural Scenery,,32.069455,118.812688,4.9,Open 24 Hours,Open 24 Hours,,1.5,3.0,0.0
Nanjing,Xinjiekou,B00190YYHC,"The most bustling commercial center in Nanjing, offering shopping, dining, and entertainment all in one place.",City Landmark,,32.041500,118.788055,4.5,10:00,22:00,,0.5,2.0,0.0
Nanjing,Kexiang,B0IA3MP3IP,"A famous snack street in Nanjing, featuring authentic local delicacies and a popular food destination recommended by locals.",Leisure Experience,,32.039213,118.796070,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Sun Yat-sen Mausoleum Scenic Area,B0FFHVEECG,"The mausoleum of Dr. Sun Yat-sen, the founding father of the Republic of China, and the core attraction of the Zhongshan Scenic Area.",Historical and Cultural,,32.054508,118.854097,4.9,08:00,17:00,Monday,2.0,3.5,36.0
