poi_name,latitude,longitude,address,poi_type
Wangfujing Pedestrian Street,39.913399,116.412420,,attraction
Summer Palace,39.999617,116.275179,,attraction
National Stadium (Bird's Nest),39.993330,116.395784,,attraction
Jingshan Park,39.925875,116.396551,,attraction
Beihai Park,39.928775,116.391802,,attraction
Wudaoying Hutong,39.947899,116.411707,,attraction
Shichahai,39.941893,116.385121,,attraction
Capital Museum,39.906412,116.342067,,attraction
Tsinghua University,40.003220,116.325899,,attraction
798 Art District,39.984456,116.503789,,attraction
Jingyunmen Forbidden City Restaurant,39.918509,116.398455,,restaurant
Ice Cellar Restaurant,39.917514,116.395284,,restaurant
Wanchun Jinfu Afternoon Tea,39.921094,116.397019,,restaurant
Kunning Palace East Courtyard Restaurant,39.921089,116.397327,,restaurant
Chengdu Beijing Office Restaurant (Shudu Hotel Branch),39.925170,116.400666,,restaurant
Shatan Restaurant,39.925352,116.403318,,restaurant
Tim Ho Wan (Beijing apm Branch),39.914205,116.411651,,restaurant
Zhecha Tea Restaurant (Beijing apm Branch),39.914339,116.411941,,restaurant
Juqi Peking Duck · Beijing Cuisine (Beijing apm Branch),39.914449,116.411633,,restaurant
Fu Wan Vietnamese Restaurant (Beijing apm Branch),39.914674,116.412005,,restaurant
Hilton Hotel Qin Tang Chinese Restaurant (Wangfujing Branch),39.914647,116.413364,,restaurant
New Brother · Modern Cantonese Cuisine (Wangfujing APM Branch),39.914862,116.411943,,restaurant
Crab Way (Wangfu Central East Tower Branch),39.912274,116.410801,,restaurant
Tongren Four Seasons Coconut Chicken (Beijing apm Branch),39.915237,116.412169,,restaurant
THE WOODS Restaurant (Wangfujing Macau Center Branch),39.915041,116.413588,,restaurant
Lemeixin Restaurant (WF Central East Tower),39.912471,116.410044,,restaurant
Songtang Fast Food Restaurant,40.001225,116.274375,,restaurant
Light and Shadow Restaurant (Summer Palace Branch),40.003150,116.277638,,restaurant
Central Party School Third Restaurant,40.001430,116.285402,,restaurant
Central Party School Graduate School Restaurant,39.999592,116.287885,,restaurant
Dongting Chuxiang (Xiangshan Yihe Branch),40.006063,116.264753,,restaurant
Green Tea Restaurant (Beijing Longfor Starry Joy Mall Branch),39.998068,116.289861,,restaurant
Dechang Garden Beijing Cuisine Restaurant (Summer Palace Branch),39.996701,116.291357,,restaurant
Dechang Garden Restaurant (Liangli Garden Branch),39.997009,116.293362,,restaurant
Dayou Shangpin Community Restaurant (Central Party School Community Branch),40.014066,116.277948,,restaurant
Saizeriya Italian Restaurant (Xiaojihe Beijing Hualian BHG Mall Branch),40.015633,116.270935,,restaurant
Guofeng·Home Restaurant (Bird's Nest Scenic View Branch),39.992725,116.395475,,restaurant
Bird's Nest Cultural Center Guofengjia Restaurant,39.992875,116.397025,,restaurant
Zhonghong Banquet · Bird's Nest Restaurant (Asian Games Village Branch),39.992378,116.395075,,restaurant
Beijing Grand Skylight Hotel Elysee Western Restaurant (Asian Games Village Branch),39.992708,116.400185,,restaurant
AmazingThai Zhengtai Restaurant (Beitou New World Shopping Center Branch),39.999286,116.395925,,restaurant
Little Sheep (Beitou New Ao Shopping Center Branch),40.000038,116.396371,,restaurant
Caiyan Restaurant,39.999047,116.401002,,restaurant
Beijing North Star InterContinental Hotel · Italian Trattoria,39.998325,116.388176,,restaurant
VIP Mansion Banyan Tree Restaurant,39.992864,116.406078,,restaurant
Huiyuan Restaurant,39.994536,116.406367,,restaurant
Jinfu Hotel Restaurant,39.927334,116.393352,,restaurant
Shanxi Beijing Office Restaurant,39.927321,116.393306,,restaurant
Wang Chun Food Court,39.927349,116.400152,,restaurant
