restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Hunan Museum - Visitor Restaurant,Changsha,28.211884,112.993458,100.0,风景名胜;风景名胜相关;旅游景点,11:00,21:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,2.6
Changsha Museum - Audience Restaurant Rooftop Garden,Changsha,28.211987,112.993304,100.0,Food Service Related;Food Service Related,11:00,21:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,3.5
ROOTS European Cuisine (Provincial Museum Branch),Changsha,28.212692,112.991268,182.0,Foreign Restaurant;Foreign Restaurant,17:30,20:30,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,4.8
Smart Nutrition Restaurant (Hunan Film Company Residential Area Branch),Changsha,28.213204,112.996003,100.0,Chinese Restaurant;Chinese Restaurant,07:00,19:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,4.1
Jiang Xiang He Tea Restaurant,Changsha,28.208091,112.991575,40.0,Fast Food Restaurant;Tea Restaurant,09:30,24:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,4.2
Chengzhuyuan Chinese Restaurant (Greenland Center Branch),Changsha,28.210729,112.988012,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,4.3
MARKGRAF Marquis (Provincial Museum · Greenland Center Branch),Changsha,28.210686,112.988004,93.0,Foreign Restaurant;Western Restaurant,10:00,21:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,4.5
Huayuan Huashidai McDonald's Restaurant,Changsha,28.212908,112.987754,25.0,Fast Food Restaurant;麦当劳,07:00,22:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,4.6
Mountain Corner Grand Hotel (CFC Fuxing Times Store),Changsha,28.215875,112.988225,53.0,Chinese Restaurant;Hunan Cuisine,07:00,21:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,4.2
Tanzi Exquisite Restaurant (CFC Fuxing Times Branch),Changsha,28.215336,112.987734,100.0,Foreign Restaurant;Japanese Cuisine,10:00,22:00,Hunan Museum,"112.993499,28.211876",28.211876,112.993499,4.7
Qingyige - Tea Restaurant,Changsha,28.180734,112.936597,59.0,Food Service Related;Food Service Related,09:30,20:00,Yuelu Mountain Scenic Area,"112.936153,28.183606",28.183606,112.936153,4.2
Mountain Retreat Courtyard (Yuelu Mountain Branch),Changsha,28.187193,112.936348,100.0,Accommodation Related;Accommodation Related,09:00,22:00,Yuelu Mountain Scenic Area,"112.936153,28.183606",28.183606,112.936153,4.1
Runze Tian Restaurant (Lushan Branch),Changsha,28.178501,112.937813,227.0,Chinese Restaurant;Hunan Cuisine,17:30,20:30,Yuelu Mountain Scenic Area,"112.936153,28.183606",28.183606,112.936153,4.4
