city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Zhengzhou,Yellow River Scenic Area,,"Yellow River Cultural Theme Park, featuring the iconic giant statues of the Yan and Huang Emperors.",Historical and Cultural,,34.920000,113.630000,4.5,Open 24 Hours,Open 24 Hours,,2.5,4.0,48
Zhengzhou,Three Emperors' Fortress,B0FFFCLJNL,"The essence of Shaoshi Mountain in Songshan, renowned for its steep peaks and hanging plank roads.",Natural Scenery,,34.473496,112.952063,4.7,08:00,17:00,,2.5,4.0,0
Zhengzhou,Henan Museum,B01730HZRE,"One of China's first national first-class museums, showcasing the finest of Central Plains culture with a rich collection.",Historical and Cultural,,34.788263,113.672097,4.9,09:00,17:00,Monday,2.0,3.5,0
Zhengzhou,Zhengzhou Museum (Songshan Road Branch),B0173044E5,A comprehensive museum displaying the historical and cultural development of Zhengzhou.,Historical and Cultural,,34.723400,113.632600,4.3,09:00,17:00,Monday,1.5,3.0,0
Zhengzhou,Zhengzhou Museum New Hall,B0FFKCGLHK,A modern comprehensive museum featuring cultural exhibitions themed on Zhengzhou's local history and culture.,Historical and Cultural,,34.739600,113.546720,4.7,09:00,17:00,Monday,1.0,2.5,0
Zhengzhou,Zijinshan Park,B01730IQMH,"A comprehensive park in the center of Zhengzhou, offering beautiful greenery and a popular leisure spot for residents.",Natural Scenery,,34.761890,113.687708,4.8,00:00,23:00,,1.0,2.5,0
Zhengzhou,Qianxi Square (Big Corn Tower),B0FFH2E0I1,"A landmark building in Zhengzhou's CBD, nicknamed 'Big Corn' for its corn-shaped design, with stunning nighttime lighting effects.",City Landmark,,34.769955,113.726322,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Zhengzhou,Erqi Square,B01730IES4,"A landmark square in downtown Zhengzhou, with the Erqi Memorial Tower as a prominent city landmark.",City Landmark,,34.751860,113.666451,4.9,09:00,17:00,,1.0,2.5,0
Zhengzhou,Zhengzhou Shang Dynasty Ruins,B01731907V,"The ruins of the Shang Dynasty capital from 3,600 years ago, featuring the earliest surviving ancient city walls in China.",Historical and Cultural,,34.755497,113.671988,4.4,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Zhengzhou,Yellow River Huayuankou Tourist Area,B017305563,"A significant historical site along the Yellow River, known for the 1938 Huayuankou breach event, blending history and natural scenery.",Historical and Cultural,,34.903629,113.676636,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
