origin,destination,distance_meters,duration_minutes,cost
"24.902682,118.591483","24.901753,118.592796",240,5,0
"24.902682,118.591483","24.894531,118.588435",1340,16,0
"24.902682,118.591483","24.870162,118.656082",10430,16,37
"24.902682,118.591483","24.707569,118.448945",36450,55,141
"24.902682,118.591483","24.894531,118.588435",1340,16,0
"24.902682,118.591483","24.625898,118.677411",44770,67,175
"24.902682,118.591483","24.677637,118.697084",38080,57,148
"24.902682,118.591483","24.913247,118.588758",1690,20,0
"24.902682,118.591483","24.905838,118.587959",700,8,0
"24.902682,118.591483","24.912722,118.587884",1640,20,0
"24.902682,118.591483","24.912134,118.588839",1520,18,0
"24.902682,118.591483","24.903040,118.591011",90,5,0
"24.902682,118.591483","24.903031,118.590654",130,5,0
"24.902682,118.591483","24.901835,118.591758",140,5,0
"24.902682,118.591483","24.903708,118.590841",180,5,0
"24.902682,118.591483","24.904513,118.591519",290,5,0
"24.902682,118.591483","24.900897,118.592886",340,5,0
"24.902682,118.591483","24.903301,118.588315",460,5,0
"24.902682,118.591483","24.906267,118.591746",560,7,0
"24.902682,118.591483","24.905770,118.589087",590,7,0
"24.902682,118.591483","24.903078,118.587157",610,7,0
"24.902682,118.591483","24.900000,118.594903",640,8,0
"24.902682,118.591483","24.903589,118.595795",630,8,0
"24.902682,118.591483","24.894490,118.588141",1360,16,0
"24.902682,118.591483","24.894445,118.587585",1400,17,0
"24.902682,118.591483","24.897184,118.590875",860,10,0
"24.902682,118.591483","24.895030,118.593372",1220,15,0
"24.902682,118.591483","24.891104,118.592805",1810,22,0
"24.902682,118.591483","24.895851,118.594983",1170,14,0
"24.902682,118.591483","24.897409,118.596286",1060,13,0
"24.902682,118.591483","24.895574,118.596981",1350,16,0
"24.902682,118.591483","24.857342,118.651060",10980,16,40
"24.902682,118.591483","24.858409,118.651162",10890,16,39
"24.902682,118.591483","24.859739,118.650467",10680,16,38
"24.902682,118.591483","24.862161,118.655823",11060,17,40
"24.902682,118.591483","24.861338,118.657299",11310,17,41
"24.902682,118.591483","24.864185,118.654797",10760,16,39
"24.902682,118.591483","24.858481,118.663324",12260,18,45
"24.902682,118.591483","24.867346,118.654609",10480,16,38
"24.902682,118.591483","24.911298,118.592645",1350,16,0
"24.902682,118.591483","24.912041,118.593041",1470,18,0
"24.902682,118.591483","24.907707,118.588439",890,11,0
"24.902682,118.591483","24.908252,118.589653",900,11,0
"24.902682,118.591483","24.908060,118.588577",930,11,0
"24.902682,118.591483","24.907712,118.588061",920,11,0
"24.902682,118.591483","24.908448,118.589209",950,11,0
"24.902682,118.591483","24.869275,118.654475",10300,15,37
"24.902682,118.591483","24.872033,118.654740",10130,15,36
"24.902682,118.591483","24.872290,118.655164",10160,15,36
"24.902682,118.591483","24.871418,118.653567",10030,15,36
"24.902682,118.591483","24.871327,118.653298",10000,15,36
"24.902682,118.591483","24.874189,118.657790",10360,16,37
"24.902682,118.591483","24.910288,118.591036",1190,14,0
"24.902682,118.591483","24.914974,118.576046",2900,5,14
"24.902682,118.591483","24.915023,118.576691",2840,5,14
"24.902682,118.591483","24.911676,118.577358",2440,5,13
"24.902682,118.591483","24.817533,118.576165",13430,20,49
"24.902682,118.591483","24.818908,118.576196",13220,20,48
"24.902682,118.591483","24.820618,118.577696",12920,19,47
"24.902682,118.591483","24.820015,118.574614",13090,20,48
"24.902682,118.591483","24.703018,118.452352",36780,55,143
"24.902682,118.591483","24.702140,118.451665",36950,55,143
"24.902682,118.591483","24.701145,118.451819",37070,56,144
"24.902682,118.591483","24.701463,118.443982",37630,56,146
"24.902682,118.591483","24.705692,118.457473",36040,54,140
"24.902682,118.591483","24.706721,118.459936",35720,54,138
"24.902682,118.591483","24.697803,118.451460",37530,56,146
"24.902682,118.591483","24.708459,118.461820",35350,53,137
"24.902682,118.591483","24.702665,118.436896",38040,57,148
"24.902682,118.591483","24.707549,118.463624",35340,53,137
"24.902682,118.591483","24.912602,118.591247",1540,19,0
"24.902682,118.591483","24.912310,118.590529",1500,18,0
"24.902682,118.591483","24.912167,118.590318",1490,18,0
"24.902682,118.591483","24.913062,118.590721",1620,19,0
"24.902682,118.591483","24.914241,118.591900",1800,22,0
"24.902682,118.591483","24.620500,118.679112",45640,68,178
"24.902682,118.591483","24.618825,118.678475",45870,69,179
"24.902682,118.591483","24.617016,118.678479",46140,69,180
"24.902682,118.591483","24.615401,118.678645",46390,70,181
"24.902682,118.591483","24.672361,118.702255",39120,59,152
"24.902682,118.591483","24.683187,118.702781",37620,56,146
"24.902682,118.591483","24.683232,118.701637",37540,56,146
"24.902682,118.591483","24.681804,118.696974",37480,56,146
"24.902682,118.591483","24.673875,118.699425",38750,58,151
"24.902682,118.591483","24.678335,118.689680",37580,56,146
"24.902682,118.591483","24.682735,118.691902",37060,56,144
"24.902682,118.591483","24.675962,118.689475",37910,57,147
"24.902682,118.591483","24.677754,118.689070",37630,56,146
"24.902682,118.591483","24.906441,118.586624",900,11,0
"24.902682,118.591483","24.795173,118.601081",16790,25,63
"24.902682,118.591483","24.799145,118.586300",16130,24,60
"24.902682,118.591483","24.799100,118.586188",16140,24,60
"24.902682,118.591483","24.737439,118.576122",25820,39,99
"24.902682,118.591483","24.730996,118.569305",26910,40,103
"24.902682,118.591483","24.732106,118.568531",26750,40,103
"24.902682,118.591483","24.900111,118.608259",2400,5,13
"24.902682,118.591483","24.899912,118.607285",2270,5,12
"24.902682,118.591483","24.900633,118.611190",2800,5,14
"24.902682,118.591483","24.886501,118.609863",3620,5,16
"24.902682,118.591483","24.886009,118.609377",3620,5,16
"24.902682,118.591483","24.889071,118.610814",3460,5,16
"24.902682,118.591483","25.491214,118.246532",103710,156,410
"24.902682,118.591483","25.490764,118.246097",103670,156,410
"24.902682,118.591483","25.493014,118.251070",103660,155,410
"24.902682,118.591483","24.870119,118.682399",13800,21,51
"24.902682,118.591483","24.863990,118.608564",6490,10,25
"24.902682,118.591483","24.865019,118.607394",6280,9,24
"24.902682,118.591483","24.866659,118.608394",6100,9,24
"24.902682,118.591483","24.808288,118.579435",14790,22,55
"24.902682,118.591483","24.807395,118.580606",14910,22,55
"24.902682,118.591483","24.810919,118.582694",14340,22,53
"24.902682,118.591483","24.865557,118.684512",14350,22,53
"24.902682,118.591483","24.868997,118.683045",13950,21,51
"24.902682,118.591483","24.911243,118.755931",23260,35,89
"24.902682,118.591483","24.915088,118.752800",22860,34,87
"24.902682,118.591483","24.701700,118.424280",39210,59,152
"24.902682,118.591483","24.701490,118.422910",39350,59,153
"24.902682,118.591483","24.703577,118.420572",39290,59,153
"24.902682,118.591483","25.501607,118.258195",104390,157,413
"24.902682,118.591483","25.497245,118.253860",104060,156,412
"24.902682,118.591483","25.497036,118.262074",103510,155,410
"24.902682,118.591483","24.751505,118.640948",24550,37,94
"24.902682,118.591483","24.748094,118.638124",24950,37,95
"24.902682,118.591483","24.746975,118.639970",25190,38,96
"24.902682,118.591483","24.971945,118.564849",11420,17,41
"24.902682,118.591483","24.973962,118.562939",11810,18,43
"24.902682,118.591483","24.973965,118.562914",11810,18,43
"24.902682,118.591483","24.699677,118.421957",39660,59,154
"24.902682,118.591483","24.699285,118.422521",39660,59,154
"24.902682,118.591483","24.868287,118.670946",12430,19,45
"24.902682,118.591483","24.869956,118.675280",12880,19,47
"24.902682,118.591483","24.865430,118.665921",12010,18,44
"24.902682,118.591483","24.881411,118.609243",4150,6,18
"24.902682,118.591483","24.882536,118.609197",4010,6,18
"24.902682,118.591483","24.882568,118.609168",4010,6,18
"24.902682,118.591483","24.887435,118.596793",2490,5,13
"24.902682,118.591483","24.885522,118.592752",2680,5,14
"24.902682,118.591483","24.914368,118.549320",6220,9,24
"24.902682,118.591483","24.914389,118.549319",6230,9,24
"24.902682,118.591483","24.914399,118.549323",6230,9,24
"24.902682,118.591483","26.110632,119.319754",214080,321,852
"24.902682,118.591483","26.113752,119.328643",215100,323,856
"24.902682,118.591483","26.113630,119.328650",215090,323,856
"24.902682,118.591483","24.705716,118.433258",37950,57,147
"24.902682,118.591483","24.703435,118.433788",38190,57,148
"24.902682,118.591483","24.879486,118.607796",4280,6,18
"24.902682,118.591483","24.809857,118.579673",14550,22,54
"24.902682,118.591483","24.914321,118.547946",6410,10,25
"24.902682,118.591483","24.830130,118.577960",11450,17,41
"24.902682,118.591483","24.888756,118.593552",2190,5,12
"24.902682,118.591483","24.851838,118.656228",12090,18,44
"24.902682,118.591483","25.501065,118.257764",104340,157,413
"24.902682,118.591483","24.701033,118.421686",39510,59,154
"24.902682,118.591483","25.491877,118.248516",103670,155,410
"24.902682,118.591483","24.864254,118.672805",12950,19,47
"24.902682,118.591483","24.866961,118.684667",14290,21,53
"24.902682,118.591483","24.749886,118.639417",24730,37,95
"24.902682,118.591483","24.704728,118.433320",38070,57,148
"24.902682,118.591483","25.494301,118.230198",105220,158,416
"24.902682,118.591483","24.819425,118.576975",13120,20,48
"24.902682,118.591483","24.886763,118.610303",3630,5,17
"24.902682,118.591483","24.899377,118.608151",2410,5,13
"24.902682,118.591483","24.863943,118.608393",6490,10,25
"24.902682,118.591483","24.911295,118.576230",2540,5,13
"24.902682,118.591483","24.892604,118.596199",1700,20,0
"24.902682,118.591483","24.794712,118.593047",16810,25,63
"24.902682,118.591483","24.794712,118.593047",16810,25,63
"24.902682,118.591483","24.794712,118.593047",16810,25,63
"24.902682,118.591483","23.387375,113.307392",786740,1180,3143
"24.902682,118.591483","25.928896,119.674042",220660,331,878
"24.902682,118.591483","24.868952,118.578814",5550,8,22
"24.902682,118.591483","24.972310,118.567400",11360,17,41
"24.902682,118.591483","25.986348,119.391728",202760,304,807
"24.902682,118.591483","26.113972,119.320571",214590,322,854
"24.902682,118.591483","24.921998,118.769523",25320,38,97
"24.902682,118.591483","24.737783,118.584161",25690,39,98
"24.902682,118.591483","25.463426,119.130988",115740,174,459
"24.902682,118.591483","25.928896,119.674042",220660,331,878
"24.902682,118.591483","25.921943,119.656431",218170,327,868
"24.902682,118.591483","24.967432,118.570541",10500,16,38
"24.902682,118.591483","24.969217,118.559577",11290,17,41
"24.902682,118.591483","25.986874,119.388768",202600,304,806
"24.902682,118.591483","25.984225,119.386025",202040,303,804
"24.902682,118.591483","25.986880,119.384363",202260,303,805
"24.902682,118.591483","25.981642,119.378788",201150,302,800
"24.902682,118.591483","25.979412,119.379478",200910,301,799
"24.902682,118.591483","24.830205,118.578643",11430,17,41
"24.902682,118.591483","24.828675,118.577096",11700,18,42
"24.902682,118.591483","24.829605,118.576039",11580,17,42
"24.902682,118.591483","24.829857,118.575834",11550,17,42
"24.902682,118.591483","24.829049,118.580233",11570,17,42
"24.902682,118.591483","24.891624,118.597577",1920,23,0
"24.902682,118.591483","24.894404,118.598392",1620,19,0
"24.902682,118.591483","24.893592,118.599337",1800,22,0
