city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Beijing,Beihai Park,B000A80UL1,"One of the oldest surviving imperial gardens in China, with the White Pagoda as its iconic structure.",Historical and Cultural,,39.928775,116.391802,4.9,06:00,21:00,Monday,1.0,2.5,20
Beijing,Shichahai,B000A7O5PK,"A historic and cultural district in Beijing where traditional hutong charm blends with scenic lakes, offering enchanting night views.",Historical and Cultural,,39.941893,116.385121,4.9,Open 24 Hours,Open 24 Hours,,1.5,3.0,0
Beijing,Jingshan Park,B000A7I1OL,"The highest point on Beijing's central axis, providing the best panoramic view of the Forbidden City, and a former imperial garden from the Ming Dynasty.",Historical and Cultural,,39.925875,116.396551,4.8,06:00,21:00,,1.0,2.5,2
Beijing,Beijing Olympic Park,B0I13APEW5,"The main venue area of the 2008 Olympics, home to iconic structures such as the Bird's Nest and Water Cube.",City Landmark,,40.009926,116.393096,4.9,06:30,22:00,,1.5,3.0,0
Beijing,Tsinghua University,,"A top-tier science and engineering university in China, known for its beautiful campus and strong academic atmosphere.",Historical and Cultural,,40.003220,116.325899,4.5,Open 24 Hours,Open 24 Hours,,0.0,1.5,0
Beijing,Tiananmen Square,B000A83C1S,"The central square of Beijing, the capital of the People's Republic of China, and the largest city square in the world.",Historical and Cultural,,39.903182,116.397755,4.9,05:00,22:00,,0.5,2.0,0
Beijing,Sanlitun Taikoo Li,B0FFFT5A1C,"A fashion landmark in Beijing, featuring international brands and serving as a hub for modern urban nightlife.",City Landmark,,39.934862,116.454406,4.8,10:00,22:00,,1.5,3.0,0
Beijing,Yangmeizhu Xiejie,B0FFH6JM2W,"A distinctive artistic hutong in Beijing, filled with creative shops and cafes, offering an experience of old Beijing hutong culture.",Historical and Cultural,,39.895280,116.390844,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Beijing,Deyunshe Guangde Building,B0FFGIT64K,"A renowned venue for traditional Chinese comedic performances (xiangsheng), housed in a classic theater building, providing an authentic xiangsheng cultural experience.",Historical and Cultural,,39.895856,116.395000,4.8,09:00,22:00,,1.5,3.0,150
Beijing,Beijing Zoo,B000A87IUX,"One of the earliest zoos opened in China, famous for housing rare animals such as giant pandas.",Leisure Experience,,39.942105,116.336701,4.8,07:30,18:00,,2.0,3.5,10
Beijing,Summer Palace,B000A7O1CU,"A quintessential example of ancient Chinese imperial gardens, a UNESCO World Heritage Site centered around Kunming Lake and Longevity Hill.",Historical and Cultural,,39.999617,116.275179,4.9,06:00,20:00,,2.5,4.0,30
Beijing,Old Summer Palace Ruins Park,B000A16E89,"The ruins of a Qing Dynasty imperial garden, a historical witness to the 'Garden of Gardens' and a patriotic education base.",Historical and Cultural,,40.008759,116.300960,4.9,06:00,21:00,,1.5,3.0,10
Beijing,Beijing Dashilan,B000A84KJP,"A commercial district with over 500 years of history, preserving the traditional hutong style and showcasing traditional commercial culture of old Beijing.",Historical and Cultural,,39.895715,116.395042,4.8,Open 24 Hours,Open 24 Hours,,0.0,1.5,0
Beijing,National Aquatics Center (Water Cube),B000A80ZU6,"The Olympic swimming venue, featuring a unique membrane structure, now transformed into the Ice Cube Ice Sports Center.",City Landmark,,39.992834,116.390397,4.7,09:00,18:00,,0.0,1.5,30
Beijing,798 Art District,,"An internationally renowned contemporary art district, a creative cultural park converted from former industrial factories.",Art Exhibition,,39.984456,116.503789,4.5,10:00,18:00,,2.0,3.5,0
Beijing,Ming Tombs - Changling,B000A7W45X,"The largest tomb in the Ming Dynasty imperial mausoleum complex, the Changling Tomb, which is the burial site of Emperor Yongle (Zhu Di).",Historical and Cultural,,40.300235,116.248804,4.7,08:30,18:00,,1.0,2.5,50
Beijing,Capital Museum,B000A76B0A,"A comprehensive exhibition of Beijing's history and culture, a modern museum with a rich collection of cultural relics.",Historical and Cultural,,39.906412,116.342067,4.8,09:00,17:00,Monday,1.5,3.0,0
