city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Chengdu,Hanting Hotel (Chengdu Taikoo Li Chunxi Road Pedestrian Street Branch),"No. 69, Qingnian Road, Jinjiang District, Chengdu",30.657104,104.071766,2025,3,335,4.5,Hanting Hotel,SPA Service;Gym;Free Parking;Swimming Pool
Chengdu,Hanting Hotel (Chengdu Wenshu Monastery Metro Station Branch),"No. 29, Luoyang Road, Qingyang District, Chengdu",30.673888,104.067744,2024,2,296,4.9,Hanting Hotel,Free Parking;Swimming Pool;Washer and Dryer;TV Casting
Chengdu,Vienna International Hotel · Chengdu Global Center New Exhibition Center Branch,"No. 6, Section 1, Zhonghe Avenue, High-tech Zone, Chengdu, Sichuan, Huicheng International",30.547706,104.077068,2017,3,235,4.8,,Gym;Free Parking
Chengdu,Chengdu Taihe International Hotel (Chunxi Road Taikoo Li Branch),"No. 15, Binjiang Middle Road",30.647345,104.068740,2014,5,356,4.7,,Free Parking;Robot Service;Washer and Dryer
Chengdu,Home Inn (Chengdu Huaxi Medical University Telecom Road Branch),"No. 8, Yuhua Village, Dianxin Road, Wuhou District",30.638726,104.063549,2019,2,170,4.7,Home Inn,SPA Service;Swimming Pool;Washer and Dryer
Chengdu,Hilton Chengdu Longquanyi Baoyue Hotel,"No. 118, Jinan Road, Longquanyi District, Chengdu, Sichuan Province, China",30.577312,104.186056,2017,5,540,4.8,Hilton,SPA Service;Washer and Dryer
Chengdu,Atour Hotel Chengdu Jiuyanqiao NetEase Yanxuan,"Building 6, Unit 1, Taihe Fortune Center, Tongbao Street, Jinjiang District, Chengdu",30.635299,104.107025,2019,4,482,4.7,Atour Hotel,Swimming Pool;Washer and Dryer
Chengdu,Hengshang Boutique Hotel (Xipu Metro Station Night Market Food Street Branch),"No. 278, Hengshan South Street, Xipu Subdistrict, Pidu District, Chengdu",30.754210,103.961986,2024,4,270,4.9,,Free Parking;Washer and Dryer;TV Casting
Chengdu,Orange Hotel Chengdu Wenjiang University Town,"No. 169, Baixin Road, Wenjiang District, Chengdu, Sichuan Province, Unit 110, Floors 1-5",30.674695,103.835292,2024,3,296,4.6,Orange Hotel,SPA Service;Gym;Swimming Pool;Washer and Dryer
Chengdu,Atour Hotel Chengdu Chunxi Road Taisheng South Road Metro Station,"No. 52, East Yulong Street, Jinjiang District, Chengdu",30.664720,104.080344,2024,4,466,4.3,Atour Hotel,Free Parking;Swimming Pool;TV Casting
Chengdu,Home Inn Chengdu Kuanzhai Alley Huapai Square Metro Station Branch,"No. 61, North Section 1, First Ring Road, Jinniu District, Chengdu",30.683349,104.048186,2025,2,210,4.6,Home Inn,SPA Service;Free Parking;Robot Service
Chengdu,Sheraton Chengdu Lido Hotel,"No. 15, Section 1, Renmin Middle Road",30.665030,104.066480,2022,5,616,4.7,,Gym;Free Parking;Robot Service;Swimming Pool
Chengdu,Four Points by Sheraton Chengdu Tianfu New Area,"No. 198, Longxiang West 2nd Street, Tianfu New Area, Chengdu, Sichuan Province",30.433700,104.081918,2020,4,497,4.8,Marriott,Gym;Robot Service;TV Casting
Chengdu,Chengdu Qiyashang International Hotel (Kuanzhai Alley Branch),"No. 18, Jinyu Street, Jinniu District, Chengdu",30.682246,104.040873,2017,5,323,4.8,,Gym;Robot Service
Chengdu,Hampton by Hilton Chengdu Chunxi Road Hotel,"No. 68, Huaxing Main Street, Floors 2-7 (Adjacent to Chunxi Road and Taikoo Li)",30.659953,104.079319,2020,4,517,4.9,Hilton,SPA Service;Swimming Pool;TV Casting
Chengdu,Home Inn · Neo (Chengdu Kuanzhai Alley Fuxin Night Market Branch),"No. 128, West Section 3, First Ring Road, Jinniu District, Chengdu (Intersection of West Section 3, First Ring Road and Fuqin East Lane)",30.676929,104.042128,2020,2,163,4.7,Home Inn,Gym;Free Parking;Swimming Pool;TV Casting
Chengdu,Hilton Garden Inn Chengdu Lingdi,"No. 5, Xiyu Street, Qingyang District, Chengdu, Sichuan Province",30.655994,104.064055,2019,5,774,4.8,Hilton,Gym;Free Parking;Swimming Pool;TV Casting
Chengdu,Hanting Hotel Chengdu Yulin Life Plaza (Former Zijing Branch),"No. 12, Zijing North Road, High-tech Zone, Chengdu",30.619858,104.053401,2018,2,206,4.8,Hanting Hotel,Gym;Robot Service
Chengdu,Hampton by Hilton Chengdu Wuhou Waishuangnan,"No. 432, Jinyang Road, Jinnan Tianjie",30.649418,103.994865,2025,4,432,4.8,Hilton,Gym;Free Parking;Washer and Dryer
Chengdu,Hampton by Hilton Chengdu Xipu,"No. 666, Fuman Road, Building 1, Pidu District, Chengdu, Sichuan Province, China",30.742397,103.991105,2022,4,454,4.9,Hilton,SPA Service;Free Parking;TV Casting
