restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
NEW ARC Sunset Restaurant (Xuanwu Lake Jinling STYLE Branch),Nanjing,32.066600,118.813012,95.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.7
Fangyuan·Lakeview Banquet (Xuanwu Lake Branch),Nanjing,32.068443,118.808893,371.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.4
Jinling Star Grand Hotel - Chinese Restaurant,Nanjing,32.072880,118.812323,101.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.0
Hong Xiaoman Bistro·Nanjing Specialty Bistro,Nanjing,32.065951,118.813648,87.0,Chinese Restaurant;Chinese Restaurant,17:00,22:00,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.6
Shatileke Western Region Restaurant (Jinling STYLE Branch),Nanjing,32.065844,118.813334,60.0,Foreign Restaurant;Foreign Restaurant,10:30,22:00,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.7
Xuzhou Impression Restaurant,Nanjing,32.065749,118.812922,64.0,Chinese Restaurant;Chinese Restaurant,16:00,22:00,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.7
Ming Xuan Chinese Restaurant,Nanjing,32.066370,118.815739,168.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.1
Silk Road Xinjiang Aizizi BBQ Restaurant (Suojin Branch),Nanjing,32.073502,118.814071,60.0,Chinese Restaurant;Local Specialty Restaurant,16:00,02:30,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.3
Chow Yun-fat Chinese Restaurant,Nanjing,32.065167,118.813406,21.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.2
Jiangnan Courtyard Restaurant (Bancang Street Branch),Nanjing,32.067685,118.817973,74.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Nanjing City Wall Taicheng Scenic Area,"118.812688,32.069455",32.069455,118.812688,4.5
Lazy Life Art Restaurant,Nanjing,32.068502,118.820836,146.0,Chinese Restaurant;Zhejiang Cuisine,17:00,21:30,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.6
Yuejian Garden Restaurant,Nanjing,32.053654,118.826412,141.0,Chinese Restaurant;Chinese Restaurant,09:30,22:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.4
Nanjing Blossom Jinling Tang · Pipa Mountain Residence Hotel · Blossom Dining Restaurant,Nanjing,32.053020,118.826593,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.1
Kuandu · Biwa Lake Restaurant,Nanjing,32.052922,118.826357,82.0,Chinese Restaurant;Chinese Restaurant,17:00,20:45,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.6
Fenghefang Garden Restaurant,Nanjing,32.058898,118.817225,100.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,3.8
Pipa Islet Lakeside Green Organic Restaurant,Nanjing,32.054359,118.821680,157.0,购物相关场所;购物相关场所,11:00,21:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.8
Nanjing Forestry University - Nanda Mountain Apartment Restaurant,Nanjing,32.075920,118.821336,12.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.0
Century Fate Lakeside Garden Hotel · Lakeview Pavilion Chinese Restaurant,Nanjing,32.064443,118.814406,83.0,Chinese Restaurant;Chinese Restaurant,17:00,20:30,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.4
Wanquinglou Gourmet Pavilion,Nanjing,32.020352,118.789761,100.0,Food Service Related;Food Service Related,17:00,21:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,4.1
Zhengxing Restaurant,Nanjing,32.020275,118.790175,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,2.6
Lao Song Ji Marinated Seafood,Nanjing,32.021861,118.789212,100.0,Food Service Related;Food Service Related,11:00,21:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,4.3
Tianyuanlou True Jiangnan Fashion Restaurant (Fuzimiao Branch),Nanjing,32.019013,118.790272,100.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,4.3
Eleven Scenic Terrace Bar (Confucius Temple Pedestrian Street Branch),Nanjing,32.021395,118.791283,79.0,Foreign Restaurant;Western Restaurant,11:00,22:30,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,4.3
Tianfeng Lou Restaurant,Nanjing,32.020696,118.786196,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,3.7
Yonghe Garden Restaurant,Nanjing,32.022689,118.787481,100.0,Chinese Restaurant;General Restaurant,16:30,22:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,4.3
Night Stay Qinhuai Junting Hotel Restaurant (Grand Theater Branch),Nanjing,32.021996,118.791824,194.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,4.2
Yong Sheng Li Tea Restaurant (Confucius Temple Branch),Nanjing,32.023204,118.787265,65.0,Fast Food Restaurant;Tea Restaurant,10:00,22:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,4.2
Bella Kitchen Unlimited Steak Restaurant (Maoye Tiandi Branch),Nanjing,32.022530,118.786194,77.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Nanjing Confucius Temple,"118.788899,32.020660",32.020660,118.788899,4.4
Meilu Restaurant (Sifang City Branch),Nanjing,32.049053,118.850510,343.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Linggu Temple,"118.867942,32.055418",32.055418,118.867942,4.6
Bailiuyuan Restaurant,Nanjing,32.041811,118.878425,47.0,Chinese Restaurant;Chinese Restaurant,17:00,19:00,Linggu Temple,"118.867942,32.055418",32.055418,118.867942,4.0
Nanjing Dongjiao State Guesthouse · Daoxiang Village A La Carte Restaurant,Nanjing,32.058352,118.847527,202.0,Food Service Related;Food Service Related,08:30,20:30,Linggu Temple,"118.867942,32.055418",32.055418,118.867942,4.1
Crystal Seafood Buffet Restaurant,Nanjing,32.058378,118.847167,212.0,Chinese Restaurant;Seafood Restaurant,17:30,21:00,Linggu Temple,"118.867942,32.055418",32.055418,118.867942,4.7
Wheat Ear Café (Restaurant),Nanjing,32.053088,118.840329,55.0,Cafe;Cafe,08:00,18:00,Sun Yat-sen Mausoleum Scenic Area,"118.854097,32.054508",32.054508,118.854097,4.4
Yi Sheng Yuan Restaurant,Nanjing,32.041985,118.849227,298.0,Chinese Restaurant;Chinese Restaurant,16:00,22:00,Sun Yat-sen Mausoleum Scenic Area,"118.854097,32.054508",32.054508,118.854097,4.2
Kuandu Hotel (Kuandu · Emerald Garden Restaurant),Nanjing,32.043804,118.840376,100.0,Hotel;Budget Chain Hotel|Chinese Restaurant;Chinese Restaurant,11:00,21:00,Sun Yat-sen Mausoleum Scenic Area,"118.854097,32.054508",32.054508,118.854097,4.9
Old Camera·Garden Restaurant,Nanjing,32.042471,118.841831,84.0,Food Service Related;Food Service Related,09:00,21:00,Sun Yat-sen Mausoleum Scenic Area,"118.854097,32.054508",32.054508,118.854097,4.7
