origin,destination,distance_meters,duration_minutes,cost
"30.230233,120.139095","30.230934,120.148849",1320,16,0
"30.230233,120.139095","30.240073,120.168923",4290,6,18
"30.230233,120.139095","30.308302,120.135337",12160,18,44
"30.230233,120.139095","30.258106,120.151299",4640,7,20
"30.230233,120.139095","30.255701,120.149189",4190,6,18
"30.230233,120.139095","30.250800,120.149800",3510,5,16
"30.230233,120.139095","30.202395,120.113350",5550,8,22
"30.230233,120.139095","30.251243,120.143778",3330,5,16
"30.230233,120.139095","30.315645,120.136930",13300,20,49
"30.230233,120.139095","30.232386,120.149789",1480,18,0
"30.230233,120.139095","30.238732,120.154521",2460,5,13
"30.230233,120.139095","30.236157,120.154292",2240,5,12
"30.230233,120.139095","30.230372,120.148032",1200,14,0
"30.230233,120.139095","30.230253,120.138864",30,5,0
"30.230233,120.139095","30.234732,120.156845",2490,5,13
"30.230233,120.139095","30.230581,120.137300",250,5,0
"30.230233,120.139095","30.247279,120.133313",2770,5,14
"30.230233,120.139095","30.247373,120.131962",2840,5,14
"30.230233,120.139095","30.250209,120.140723",3120,5,15
"30.230233,120.139095","30.252574,120.137577",3480,5,16
"30.230233,120.139095","30.251519,120.131988",3450,5,16
"30.230233,120.139095","30.253808,120.133460",3750,6,17
"30.230233,120.139095","30.229459,120.133953",700,8,0
"30.230233,120.139095","30.227600,120.143830",760,9,0
"30.230233,120.139095","30.227673,120.133043",910,11,0
"30.230233,120.139095","30.227666,120.132958",920,11,0
"30.230233,120.139095","30.224264,120.137429",960,11,0
"30.230233,120.139095","30.224122,120.137461",980,12,0
"30.230233,120.139095","30.224114,120.137490",980,12,0
"30.230233,120.139095","30.224105,120.137483",980,12,0
"30.230233,120.139095","30.225658,120.152509",1940,23,0
"30.230233,120.139095","30.225240,120.143968",1020,12,0
"30.230233,120.139095","30.225213,120.143880",1010,12,0
"30.230233,120.139095","30.257141,120.158020",4900,7,20
"30.230233,120.139095","30.257779,120.157824",4970,7,21
"30.230233,120.139095","30.257475,120.159475",5050,8,21
"30.230233,120.139095","30.259038,120.159258",5240,8,21
"30.230233,120.139095","30.259017,120.159309",5240,8,21
"30.230233,120.139095","30.260575,120.153651",5110,8,21
"30.230233,120.139095","30.260378,120.157253",5290,8,21
"30.230233,120.139095","30.214875,120.107925",4830,7,20
"30.230233,120.139095","30.240719,120.169041",4350,7,19
"30.230233,120.139095","30.239312,120.169339",4310,6,19
"30.230233,120.139095","30.239071,120.169689",4340,7,19
"30.230233,120.139095","30.240777,120.170435",4520,7,19
"30.230233,120.139095","30.240648,120.171031",4590,7,19
"30.230233,120.139095","30.239810,120.171980",4670,7,20
"30.230233,120.139095","30.239330,120.171880",4630,7,19
"30.230233,120.139095","30.237432,120.171040",4440,7,19
"30.230233,120.139095","30.237205,120.171034",4430,7,19
"30.230233,120.139095","30.242989,120.165847",4110,6,18
"30.230233,120.139095","30.317787,120.136903",13630,20,50
"30.230233,120.139095","30.317777,120.136895",13630,20,50
"30.230233,120.139095","30.320706,120.141437",14090,21,52
"30.230233,120.139095","30.315401,120.138443",13260,20,49
"30.230233,120.139095","30.319066,120.144087",13850,21,51
"30.230233,120.139095","30.314744,120.137545",13160,20,48
"30.230233,120.139095","30.321992,120.137046",14290,21,53
"30.230233,120.139095","30.312099,120.142601",12750,19,47
"30.230233,120.139095","30.317507,120.129761",13640,20,50
"30.230233,120.139095","30.307864,120.135234",12100,18,44
"30.230233,120.139095","30.307912,120.136153",12100,18,44
"30.230233,120.139095","30.308787,120.134207",12250,18,45
"30.230233,120.139095","30.308955,120.133764",12280,18,45
"30.230233,120.139095","30.308920,120.133695",12270,18,45
"30.230233,120.139095","30.308929,120.133698",12270,18,45
"30.230233,120.139095","30.307053,120.137177",11960,18,43
"30.230233,120.139095","30.306812,120.137098",11920,18,43
"30.230233,120.139095","30.309394,120.133173",12350,19,45
"30.230233,120.139095","30.306462,120.136888",11870,18,43
"30.230233,120.139095","30.259527,120.148472",4730,7,20
"30.230233,120.139095","30.257025,120.144486",4230,6,18
"30.230233,120.139095","30.263206,120.155350",5580,8,22
"30.230233,120.139095","30.255994,120.144148",4070,6,18
"30.230233,120.139095","30.256935,120.142147",4180,6,18
"30.230233,120.139095","30.215821,120.117607",3660,5,17
"30.230233,120.139095","30.215918,120.117925",3620,5,16
"30.230233,120.139095","30.216137,120.118931",3490,5,16
"30.230233,120.139095","30.212569,120.117874",3960,6,17
"30.230233,120.139095","30.246602,120.158183",3620,5,16
"30.230233,120.139095","30.248644,120.159973",4010,6,18
"30.230233,120.139095","30.249628,120.160452",4170,6,18
"30.230233,120.139095","30.247175,120.160262",3880,6,17
"30.230233,120.139095","30.195991,120.113222",6370,10,25
"30.230233,120.139095","30.193979,120.115111",6500,10,25
"30.230233,120.139095","30.193690,120.115651",6500,10,25
"30.230233,120.139095","30.191025,120.115325",6890,10,26
"30.230233,120.139095","30.190588,120.120679",6650,10,26
"30.230233,120.139095","30.257620,120.092557",7570,11,28
"30.230233,120.139095","30.260346,120.095285",7530,11,28
"30.230233,120.139095","30.264739,120.094010",8100,12,30
"30.230233,120.139095","30.165000,120.285112",22120,33,84
"30.230233,120.139095","30.163626,120.284667",22160,33,84
"30.230233,120.139095","30.164001,120.283843",22040,33,84
"30.230233,120.139095","29.610814,119.142770",165430,248,657
"30.230233,120.139095","29.608844,119.151917",164610,247,654
"30.230233,120.139095","29.608854,119.153053",164490,247,654
"30.230233,120.139095","30.254296,120.172149",5810,9,23
"30.230233,120.139095","30.252551,120.170327",5450,8,22
"30.230233,120.139095","30.251470,120.170428",5360,8,22
"30.230233,120.139095","30.181674,120.269350",19080,29,72
"30.230233,120.139095","30.262778,120.160015",5800,9,23
"30.230233,120.139095","30.262199,120.160416",5740,9,23
"30.230233,120.139095","30.274784,120.133338",6980,10,27
"30.230233,120.139095","30.287817,120.080820",11910,18,43
"30.230233,120.139095","30.280132,120.087830",10390,16,37
"30.230233,120.139095","30.280408,120.069749",12160,18,44
"30.230233,120.139095","30.234878,120.431013",39270,59,153
