origin,destination,distance_meters,duration_minutes,cost
"25.267579,110.296573","25.275125,110.298130",1190,14,0
"25.267579,110.296573","24.809946,110.399652",72710,109,286
"25.267579,110.296573","24.749369,110.476517",84570,127,334
"25.267579,110.296573","24.916611,110.530606",63830,96,251
"25.267579,110.296573","24.776000,110.496000",81530,122,322
"25.267579,110.296573","25.278717,110.299731",1790,21,0
"25.267579,110.296573","24.922688,110.520203",62260,93,245
"25.267579,110.296573","25.281648,110.299118",2220,5,12
"25.267579,110.296573","25.291612,110.299316",3760,6,17
"25.267579,110.296573","25.273048,110.296469",850,10,0
"25.267579,110.296573","25.273095,110.296467",860,10,0
"25.267579,110.296573","25.272913,110.296620",830,10,0
"25.267579,110.296573","25.273870,110.295807",990,12,0
"25.267579,110.296573","25.270215,110.296206",410,5,0
"25.267579,110.296573","25.273736,110.298110",980,12,0
"25.267579,110.296573","25.270760,110.293371",670,8,0
"25.267579,110.296573","25.276077,110.297095",1320,16,0
"25.267579,110.296573","25.268271,110.295394",200,5,0
"25.267579,110.296573","25.267216,110.292730",540,7,0
"25.267579,110.296573","25.269005,110.292957",560,7,0
"25.267579,110.296573","25.282752,110.300426",2420,5,13
"25.267579,110.296573","25.278725,110.299395",1780,21,0
"25.267579,110.296573","25.278702,110.299195",1770,21,0
"25.267579,110.296573","25.278638,110.300524",1810,22,0
"25.267579,110.296573","25.284980,110.303467",2880,5,14
"25.267579,110.296573","25.286911,110.301664",3090,5,15
"25.267579,110.296573","25.275836,110.300338",1390,17,0
"25.267579,110.296573","25.275190,110.299915",1270,15,0
"25.267579,110.296573","25.275088,110.299183",1230,15,0
"25.267579,110.296573","25.274727,110.299561",1190,14,0
"25.267579,110.296573","24.813925,110.402126",72170,108,284
"25.267579,110.296573","24.775933,110.495108",81500,122,322
"25.267579,110.296573","24.777089,110.494646",81310,122,321
"25.267579,110.296573","24.776975,110.494575",81320,122,321
"25.267579,110.296573","24.776363,110.494390",81400,122,321
"25.267579,110.296573","24.777685,110.494799",81230,122,321
"25.267579,110.296573","24.775439,110.494172",81530,122,322
"25.267579,110.296573","24.775425,110.494175",81530,122,322
"25.267579,110.296573","24.774744,110.493574",81600,122,322
"25.267579,110.296573","24.774883,110.493468",81570,122,322
"25.267579,110.296573","24.779057,110.494972",81040,122,320
"25.267579,110.296573","24.744601,110.471863",85090,128,336
"25.267579,110.296573","24.741905,110.479428",85800,129,339
"25.267579,110.296573","24.751775,110.491175",84860,127,335
"25.267579,110.296573","24.755992,110.491218",84240,126,333
"25.267579,110.296573","24.743266,110.491507",86130,129,340
"25.267579,110.296573","24.756078,110.491208",84230,126,333
"25.267579,110.296573","24.756812,110.491433",84130,126,332
"25.267579,110.296573","24.735600,110.485275",86990,130,344
"25.267579,110.296573","24.735561,110.485262",86990,130,344
"25.267579,110.296573","24.759463,110.490401",83690,126,330
"25.267579,110.296573","24.917639,110.530731",63700,96,250
"25.267579,110.296573","24.915656,110.529760",63890,96,251
"25.267579,110.296573","24.917761,110.528831",63540,95,250
"25.267579,110.296573","24.917910,110.533485",63860,96,251
"25.267579,110.296573","24.917137,110.527145",63500,95,250
"25.267579,110.296573","24.920051,110.525624",63000,95,248
"25.267579,110.296573","24.921047,110.540072",63940,96,251
"25.267579,110.296573","24.921429,110.540165",63900,96,251
"25.267579,110.296573","24.924014,110.516195",61800,93,243
"25.267579,110.296573","24.771068,110.497808",82340,124,325
"25.267579,110.296573","24.771701,110.498130",82260,123,325
"25.267579,110.296573","24.771845,110.498148",82240,123,325
"25.267579,110.296573","24.772218,110.498064",82190,123,324
"25.267579,110.296573","24.771561,110.497544",82260,123,325
"25.267579,110.296573","25.276789,110.304448",1810,22,0
"25.267579,110.296573","24.924040,110.516180",61790,93,243
"25.267579,110.296573","24.924059,110.515536",61750,93,243
"25.267579,110.296573","24.923972,110.515423",61750,93,243
"25.267579,110.296573","24.924041,110.514798",61700,93,242
"25.267579,110.296573","25.295980,110.299142",4440,7,19
"25.267579,110.296573","25.288151,110.295016",3210,5,15
"25.267579,110.296573","25.291931,110.305687",4000,6,18
"25.267579,110.296573","25.295481,110.307354",4600,7,19
"25.267579,110.296573","25.301567,110.299652",5310,8,22
"25.267579,110.296573","25.301825,110.304100",5440,8,22
"25.267579,110.296573","25.290620,110.306495",3850,6,17
"25.267579,110.296573","25.330931,110.303156",9910,15,35
"25.267579,110.296573","25.331603,110.303564",10020,15,36
"25.267579,110.296573","25.331534,110.303701",10010,15,36
"25.267579,110.296573","26.665442,106.743565",542770,814,2167
"25.267579,110.296573","26.665563,106.743670",542760,814,2167
"25.267579,110.296573","26.666623,106.743604",542830,814,2167
"25.267579,110.296573","25.262182,110.278462",2680,5,14
"25.267579,110.296573","25.264893,110.285192",1660,20,0
"25.267579,110.296573","25.256964,110.284280",2390,5,13
"25.267579,110.296573","25.242675,110.320913",5170,8,21
"25.267579,110.296573","25.242706,110.320189",5100,8,21
"25.267579,110.296573","25.258379,110.289021",1780,21,0
"25.267579,110.296573","25.278426,110.291555",1830,22,0
"25.267579,110.296573","25.279225,110.287875",2190,5,12
"25.267579,110.296573","25.277169,110.289561",1790,21,0
"25.267579,110.296573","25.330774,110.304948",9910,15,35
"25.267579,110.296573","25.269096,110.285721",1550,19,0
"25.267579,110.296573","25.269767,110.288943",1130,14,0
"25.267579,110.296573","25.242057,110.190110",15510,23,58
"25.267579,110.296573","25.242709,110.187320",15860,24,59
"25.267579,110.296573","24.775371,110.479173",80840,121,319
"25.267579,110.296573","24.773941,110.474954",80860,121,319
"25.267579,110.296573","24.773672,110.480679",81160,122,320
"25.267579,110.296573","25.267598,110.289369",1010,12,0
"25.267579,110.296573","25.267587,110.289436",1000,12,0
"25.267579,110.296573","25.241904,110.319949",5180,8,21
"25.267579,110.296573","25.941257,111.044553",148410,223,589
"25.267579,110.296573","25.246305,110.186314",15870,24,59
"25.267579,110.296573","25.327160,110.305197",9350,14,34
"25.267579,110.296573","25.324202,110.306174",8920,13,32
"25.267579,110.296573","25.259387,110.311206",2420,5,13
"25.267579,110.296573","25.258903,110.228772",9640,14,35
"25.267579,110.296573","25.251452,110.206962",12860,19,47
"25.267579,110.296573","25.249303,110.207743",12830,19,47
"25.267579,110.296573","25.273289,110.299064",960,11,0
"25.267579,110.296573","24.766096,110.456125",81250,122,321
"25.267579,110.296573","24.759887,110.453095",82060,123,324
"25.267579,110.296573","24.765017,110.448500",81120,122,320
"25.267579,110.296573","25.262150,110.307119",1710,21,0
"25.267579,110.296573","25.261001,110.305344",1600,19,0
"25.267579,110.296573","24.779165,110.494379",80990,121,320
"25.267579,110.296573","24.778746,110.492516",80960,121,319
"25.267579,110.296573","24.779664,110.495605",80980,121,320
"25.267579,110.296573","25.261455,110.285075",1880,23,0
"25.267579,110.296573","25.284100,110.297000",2570,5,13
"25.267579,110.296573","25.261582,110.284387",1950,23,0
"25.267579,110.296573","24.782087,110.492654",80480,121,318
"25.267579,110.296573","25.272980,110.298082",870,10,0
"25.267579,110.296573","25.940129,111.045379",148360,223,589
"25.267579,110.296573","25.328423,110.307660",9600,14,34
"25.267579,110.296573","25.267623,110.289603",980,12,0
"25.267579,110.296573","25.243324,110.321382",5140,8,21
"25.267579,110.296573","25.257998,110.222892",10480,16,38
"25.267579,110.296573","25.274069,110.297717",1020,12,0
"25.267579,110.296573","25.269247,110.287941",1240,15,0
"25.267579,110.296573","25.280435,110.290583",2170,5,12
"25.267579,110.296573","25.262087,110.307014",1700,20,0
"25.267579,110.296573","24.765810,110.455523",81270,122,321
"25.267579,110.296573","24.771941,110.496539",82150,123,324
"25.267579,110.296573","25.242919,110.188156",15740,24,59
"25.267579,110.296573","24.778650,110.477260",80270,120,317
"25.267579,110.296573","25.248900,110.165000",18750,28,71
"25.267579,110.296573","24.770624,110.497310",82380,124,325
"25.267579,110.296573","26.619478,106.674554",548940,823,2191
"25.267579,110.296573","25.354791,110.267016",14200,21,52
"25.267579,110.296573","25.329019,110.301731",9590,14,34
"25.267579,110.296573","25.261390,110.282221",2240,5,12
"25.267579,110.296573","26.166802,107.585415",405180,608,1616
"25.267579,110.296573","25.909385,109.114753",193690,291,770
"25.267579,110.296573","26.664717,106.744611",542590,814,2166
"25.267579,110.296573","26.544919,106.799181",528540,793,2110
"25.267579,110.296573","25.278901,110.299117",1800,22,0
"25.267579,110.296573","26.544919,106.799181",528540,793,2110
"25.267579,110.296573","26.543320,106.800237",528310,792,2109
"25.267579,110.296573","26.544792,106.795758",528970,793,2111
"25.267579,110.296573","26.549044,106.798660",528840,793,2111
"25.267579,110.296573","26.548960,106.786160",530460,796,2117
"25.267579,110.296573","26.540199,106.784272",530210,795,2116
"25.267579,110.296573","25.327394,110.302869",9350,14,34
"25.267579,110.296573","25.248835,110.165669",18660,28,70
"25.267579,110.296573","25.248105,110.166638",18540,28,70
"25.267579,110.296573","25.248513,110.167711",18380,28,69
"25.267579,110.296573","25.248522,110.167925",18350,28,69
"25.267579,110.296573","25.256169,110.167730",18230,27,69
"25.275125,110.298130","25.267579,110.296573",1190,14,0
"25.275125,110.298130","24.809946,110.399652",73820,111,291
"25.275125,110.298130","24.749369,110.476517",85630,128,338
"25.275125,110.298130","24.916611,110.530606",64720,97,254
"25.275125,110.298130","24.776000,110.496000",82560,124,326
"25.275125,110.298130","25.278717,110.299731",600,7,0
"25.275125,110.298130","24.922688,110.520203",63170,95,248
"25.275125,110.298130","25.281648,110.299118",1020,12,0
"25.275125,110.298130","25.291612,110.299316",2570,5,13
"25.275125,110.298130","25.273048,110.296469",400,5,0
"25.275125,110.298130","25.273095,110.296467",390,5,0
"25.275125,110.298130","25.272913,110.296620",400,5,0
"25.275125,110.298130","25.273870,110.295807",380,5,0
"25.275125,110.298130","25.270215,110.296206",810,10,0
"25.275125,110.298130","25.273736,110.298110",220,5,0
"25.275125,110.298130","25.270760,110.293371",950,11,0
"25.275125,110.298130","25.276077,110.297095",210,5,0
"25.275125,110.298130","25.268271,110.295394",1130,14,0
"25.275125,110.298130","25.267216,110.292730",1450,17,0
"25.275125,110.298130","25.269005,110.292957",1200,14,0
"25.275125,110.298130","25.282752,110.300426",1230,15,0
"25.275125,110.298130","25.278725,110.299395",590,7,0
"25.275125,110.298130","25.278702,110.299195",580,7,0
"25.275125,110.298130","25.278638,110.300524",640,8,0
"25.275125,110.298130","25.284980,110.303467",1710,20,0
"25.275125,110.298130","25.286911,110.301664",1900,23,0
"25.275125,110.298130","25.275836,110.300338",330,5,0
"25.275125,110.298130","25.275190,110.299915",250,5,0
"25.275125,110.298130","25.275088,110.299183",150,5,0
"25.275125,110.298130","25.274727,110.299561",210,5,0
"25.275125,110.298130","24.813925,110.402126",73280,110,289
"25.275125,110.298130","24.775933,110.495108",82530,124,326
"25.275125,110.298130","24.777089,110.494646",82340,124,325
"25.275125,110.298130","24.776975,110.494575",82350,124,325
"25.275125,110.298130","24.776363,110.494390",82430,124,325
"25.275125,110.298130","24.777685,110.494799",82260,123,325
"25.275125,110.298130","24.775439,110.494172",82560,124,326
"25.275125,110.298130","24.775425,110.494175",82560,124,326
"25.275125,110.298130","24.774744,110.493574",82630,124,326
"25.275125,110.298130","24.774883,110.493468",82610,124,326
"25.275125,110.298130","24.779057,110.494972",82060,123,324
"25.275125,110.298130","24.744601,110.471863",86150,129,340
"25.275125,110.298130","24.741905,110.479428",86860,130,343
"25.275125,110.298130","24.751775,110.491175",85900,129,339
"25.275125,110.298130","24.755992,110.491218",85280,128,337
"25.275125,110.298130","24.743266,110.491507",87170,131,344
"25.275125,110.298130","24.756078,110.491208",85270,128,337
"25.275125,110.298130","24.756812,110.491433",85170,128,336
"25.275125,110.298130","24.735600,110.485275",88040,132,348
"25.275125,110.298130","24.735561,110.485262",88050,132,348
"25.275125,110.298130","24.759463,110.490401",84730,127,335
"25.275125,110.298130","24.917639,110.530731",64590,97,254
