city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Nanjing,Nanjing City Wall Taicheng Scenic Area,B001909FV4,"The best-preserved section of the Ming Dynasty city wall, offering a view of the beautiful scenery of Xuanwu Lake from the top.",Historical and Cultural,,32.069455,118.812688,4.6,08:00,17:30,,0.5,2.0,30.0
Nanjing,"Purple Mountain Observatory, Chinese Academy of Sciences",B00190ACB9,"The birthplace of modern Chinese astronomy, offering panoramic views of Nanjing and serving as a science education base.",Historical and Cultural,,32.064698,118.830719,4.7,Open 24 Hours,Open 24 Hours,,0.5,2.0,15.0
Nanjing,Nanjing Confucius Temple,B00190ANHZ,"China's first national institution of higher learning, a core scenic area of the Qinhuai River scenic belt, with well-preserved ancient architectural complexes.",Historical and Cultural,,32.020660,118.788899,4.8,09:00,22:00,,1.0,2.5,0.0
Nanjing,Linggu Temple,B001909G6F,"A famous ancient temple in Nanjing, now a national revolutionary martyrs' cemetery, with a serene environment and the Linggu Pagoda as its landmark.",Historical and Cultural,,32.055418,118.867942,4.8,08:00,16:00,,1.0,2.5,35.0
Nanjing,Sun Yat-sen Mausoleum Scenic Area,B0FFHVEECG,"The mausoleum of Dr. Sun Yat-sen, a memorial site for the founding father of the Republic of China, and a core attraction of the Zhongshan Scenic Area.",Historical and Cultural,,32.054508,118.854097,4.9,08:00,17:00,Monday,2.0,3.5,36.0
Nanjing,Meiling Palace,B0FFF0AJVN,"The residence of Chiang Kai-shek and Soong Mei-ling, featuring French architectural style and known as the 'No. 1 Villa in the Far East.'",Historical and Cultural,,32.045458,118.846557,4.6,07:30,18:00,,1.0,2.5,30.0
Nanjing,Xuanwu Lake Scenic Area,B00190BBCZ,"The largest imperial garden lake in China, praised as the 'Pearl of Jinling,' showcasing diverse scenery across all seasons.",Natural Scenery,,32.069455,118.812688,4.9,Open 24 Hours,Open 24 Hours,,1.5,3.0,0.0
Nanjing,Laomendong,B00190BU4S,"A preserved historic district of Ming and Qing Dynasty architecture, blending traditional residences with modern commerce, offering an experience of old Nanjing's charm.",Historical and Cultural,,32.011682,118.787631,4.8,Open 24 Hours,Open 24 Hours,,1.5,3.0,0.0
Nanjing,Yuhuatai Martyrs Cemetery,B00191437K,"A sacred site commemorating the Chinese New Democratic Revolution, a solemn place to honor revolutionary martyrs.",Historical and Cultural,,31.998425,118.780177,4.8,Open 24 Hours,Open 24 Hours,,1.0,2.5,8.0
Nanjing,Ming Xiaoling Mausoleum Scenic Area,B0FFFFKG55,"The tomb of Zhu Yuanzhang, the founding emperor of the Ming Dynasty, a UNESCO World Heritage Site and a model of imperial tombs from the Ming and Qing Dynasties in China.",Historical and Cultural,,32.051926,118.840463,4.8,06:30,18:30,,1.5,3.0,70.0
Nanjing,Linggu Scenic Area,B0FFHDXY5Z,"The ruins of an ancient temple from the Southern Dynasties, now a cemetery for fallen soldiers of the National Revolutionary Army, with the Linggu Pagoda as its iconic structure.",Historical and Cultural,,32.056287,118.866392,4.8,06:30,18:30,,1.0,2.5,0.0
Nanjing,Nanjing Eye Pedestrian Bridge,BY00004EC5,"A double-helix pedestrian bridge over the Yangtze River, a modern architectural landmark offering views of the river and the city skyline.",City Landmark,,31.995131,118.703146,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Kexiang,B0IA3MP3IP,"A famous snack street in Nanjing, gathering authentic local delicacies and recommended by locals as a must-visit food destination.",Leisure Experience,,32.039213,118.796070,4.5,Open 24 Hours,Open 24 Hours,,1.0,2.5,0.0
Nanjing,Yuejiang Tower Scenic Area,B001905325,"A Ming Dynasty pavilion-style building, a commanding point along the Yangtze River with expansive views.",Historical and Cultural,,32.094477,118.748018,4.7,08:00,17:30,,1.0,2.5,40.0
Nanjing,Xinjiekou,B00190YYHC,"Nanjing's most bustling commercial center, offering comprehensive shopping, dining, and entertainment options.",City Landmark,,32.041500,118.788055,4.5,10:00,22:00,,0.5,2.0,0.0
