restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Tomacado Floral Kitchen (in77 · Hangzhou First Store),Hangzhou,30.253352,120.162044,178.0,Foreign Restaurant;Western Restaurant,11:00,22:00,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.7
Manyunli Garden Restaurant (Lakeside Yintai in77D District),Hangzhou,30.253583,120.163793,121.0,Foreign Restaurant;Western Restaurant,11:00,21:00,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.6
Xizi Restaurant (Xizi Qingyan),Hangzhou,30.252058,120.163461,97.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.6
Birdsong and Fragrance · West Lake · Lakeview Restaurant (Renhe Branch),Hangzhou,30.252050,120.163604,500.0,Chinese Restaurant;Chinese Restaurant,16:00,21:00,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.6
Xixili Brunch & Lounge (Hangzhou Lakeside 88 Branch),Hangzhou,30.254685,120.162456,100.0,Food Service Related;Food Service Related,11:00,21:00,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.6
Hangzhou Grand Hyatt Hotel - Lakeside 28 Chinese Restaurant,Hangzhou,30.254843,120.161906,302.0,Chinese Restaurant;Chinese Restaurant,17:30,21:30,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.6
The 101st Garden Restaurant (Hangzhou Hubin 88 Branch),Hangzhou,30.254945,120.162473,253.0,Foreign Restaurant;Western Restaurant,16:30,21:00,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.5
1921 Restaurant (West Lake Frontline Lakeview Branch),Hangzhou,30.251796,120.163967,212.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.5
Fat Brothers Crab Pot (Lakeside Yintai in77 C2 District Branch),Hangzhou,30.252520,120.164548,89.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.7
Hangzhou Restaurant (Yan'an Road Branch),Hangzhou,30.251744,120.164014,79.0,Chinese Restaurant;General Restaurant,11:00,20:30,Hangzhou Hubin Intime in77 Zone A,"120.162484,30.253160",30.253160,120.162484,4.6
Zhanbi Tower · West Lake Lakeside Restaurant,Hangzhou,30.247279,120.133313,100.0,Chinese Restaurant;Chinese Restaurant,11:00,22:30,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.6
Xiaolu Creative Restaurant (Quyuan Store),Hangzhou,30.246209,120.132068,158.0,Food Service Related;Food Service Related,10:00,21:00,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.3
Lotus Encounter Garden Restaurant,Hangzhou,30.247373,120.131962,103.0,Chinese Restaurant;Zhejiang Cuisine,11:00,19:30,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.7
Louwailou (Hangzhou West Lake Scenic Area Branch),Hangzhou,30.250209,120.140723,157.0,Chinese Restaurant;General Restaurant,16:30,20:30,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.5
Qinglan (Yang Gongdi Branch),Hangzhou,30.248263,120.131589,368.0,Food Service Related;Food Service Related,17:30,21:30,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.4
Hangzhou Shangri-La · Coffee Garden,Hangzhou,30.252574,120.137577,207.0,Cafe;Cafe,11:00,21:00,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.1
Twelve Hours Lakeview Restaurant,Hangzhou,30.251519,120.131988,100.0,Food Service Related;Food Service Related,10:30,20:00,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.0
West Lake State Guesthouse Zihui Hall,Hangzhou,30.234669,120.133019,503.0,Chinese Restaurant;Chinese Restaurant,17:00,22:00,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.5
Huabei Hotel - Chinese Restaurant,Hangzhou,30.253808,120.133460,112.0,Chinese Restaurant;Chinese Restaurant,17:30,20:30,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.1
Qianyuan Xingheji (Maojiabu Branch),Hangzhou,30.240230,120.126352,398.0,Chinese Restaurant;Cantonese Cuisine,17:00,21:30,Spring Dawn at Su Causeway,"120.137960,30.243880",30.243880,120.137960,4.5
Spring by the Lake Restaurant,Hangzhou,30.257141,120.158020,386.0,Chinese Restaurant;Chinese Restaurant,10:00,21:30,West Lake Music Fountain,"120.154700,30.254900",30.254900,120.154700,4.5
Green Tea Restaurant (Six Park Branch),Hangzhou,30.257779,120.157824,63.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,West Lake Music Fountain,"120.154700,30.254900",30.254900,120.154700,4.7
Yixiangyuan Restaurant - Halal Ethnic Cuisine,Hangzhou,30.257475,120.159475,100.0,Chinese Restaurant;Halal Restaurant,09:00,01:00,West Lake Music Fountain,"120.154700,30.254900",30.254900,120.154700,4.2
Fele Restaurant (Baifu Road Branch),Hangzhou,30.256048,120.160868,128.0,Chinese Restaurant;Chinese Restaurant,17:00,22:00,West Lake Music Fountain,"120.154700,30.254900",30.254900,120.154700,4.5
Zhao's Private Kitchen · Old Hangzhou Cuisine (West Lake Music Fountain Branch),Hangzhou,30.255517,120.161265,69.0,Chinese Restaurant;Chinese Restaurant,10:00,24:00,West Lake Music Fountain,"120.154700,30.254900",30.254900,120.154700,4.9
