origin,destination,distance_meters,duration_minutes,cost
"30.663869,104.053307","30.645000,104.050000",2970,5,15
"30.663869,104.053307","30.660000,104.081000",3760,6,17
"30.663869,104.053307","30.661542,104.042609",1480,18,0
"30.663869,104.053307","30.681709,104.012634",6110,9,24
"30.663869,104.053307","30.671442,104.102739",6720,10,26
"30.663869,104.053307","30.996316,103.615948",78080,117,308
"30.663869,104.053307","30.654000,104.043000",2070,5,12
"30.663869,104.053307","30.645000,104.055000",2950,5,14
"30.663869,104.053307","30.656882,104.058603",1300,16,0
"30.663869,104.053307","30.663924,104.053720",60,5,0
"30.663869,104.053307","30.663163,104.053746",120,5,0
"30.663869,104.053307","30.663338,104.054079",130,5,0
"30.663869,104.053307","30.663759,104.054408",150,5,0
"30.663869,104.053307","30.663520,104.054902",220,5,0
"30.663869,104.053307","30.664635,104.051670",250,5,0
"30.663869,104.053307","30.666555,104.052671",430,5,0
"30.663869,104.053307","30.667067,104.054643",530,6,0
"30.663869,104.053307","30.667881,104.055095",670,8,0
"30.663869,104.053307","30.667604,104.055896",680,8,0
"30.663869,104.053307","30.656642,104.034225",2790,5,14
"30.663869,104.053307","30.658406,104.036686",2380,5,13
"30.663869,104.053307","30.643241,104.048570",3270,5,15
"30.663869,104.053307","30.641445,104.050759",3510,5,16
"30.663869,104.053307","30.644238,104.045840",3220,5,15
"30.663869,104.053307","30.641334,104.050190",3530,5,16
"30.663869,104.053307","30.641064,104.047460",3640,5,17
"30.663869,104.053307","30.646589,104.055046",2700,5,14
"30.663869,104.053307","30.640353,104.051448",3670,6,17
"30.663869,104.053307","30.640688,104.047147",3700,6,17
"30.663869,104.053307","30.640652,104.047151",3710,6,17
"30.663869,104.053307","30.649528,104.053294",2230,5,12
"30.663869,104.053307","30.641888,104.055322",3430,5,16
"30.663869,104.053307","30.642444,104.056934",3370,5,16
"30.663869,104.053307","30.646767,104.056740",2700,5,14
"30.663869,104.053307","30.997876,103.617940",78040,117,308
"30.663869,104.053307","30.997252,103.616310",78140,117,308
"30.663869,104.053307","30.997217,103.616294",78140,117,308
"30.663869,104.053307","30.998295,103.622448",77640,116,306
"30.663869,104.053307","30.994976,103.621147",77420,116,305
"30.663869,104.053307","31.000353,103.623375",77760,117,307
"30.663869,104.053307","30.996065,103.622804",77370,116,305
"30.663869,104.053307","30.660523,104.081286",3780,6,17
"30.663869,104.053307","30.659712,104.079623",3580,5,16
"30.663869,104.053307","30.658562,104.081363",3850,6,17
"30.663869,104.053307","30.659989,104.078935",3480,5,16
"30.663869,104.053307","30.658390,104.080001",3670,6,17
"30.663869,104.053307","30.658239,104.079047",3560,5,16
"30.663869,104.053307","30.659029,104.078401",3440,5,16
"30.663869,104.053307","30.657451,104.081583",3920,6,17
"30.663869,104.053307","30.662319,104.082671",3940,6,17
"30.663869,104.053307","30.661312,104.078075",3340,5,16
"30.663869,104.053307","30.662962,104.045269",1090,13,0
"30.663869,104.053307","30.658691,104.040627",1880,23,0
"30.663869,104.053307","30.659293,104.045525",1260,15,0
"30.663869,104.053307","30.664007,104.045280",1080,13,0
"30.663869,104.053307","30.660869,104.046495",1020,12,0
"30.663869,104.053307","30.662080,104.046638",940,11,0
"30.663869,104.053307","30.664966,104.046621",910,11,0
"30.663869,104.053307","30.665239,104.046543",930,11,0
"30.663869,104.053307","30.666394,104.046781",960,11,0
"30.663869,104.053307","30.656754,104.059012",1350,16,0
"30.663869,104.053307","30.655140,104.057305",1460,18,0
"30.663869,104.053307","30.658649,104.059212",1130,14,0
"30.663869,104.053307","30.657032,104.060546",1440,17,0
"30.663869,104.053307","30.656958,104.060634",1460,17,0
"30.663869,104.053307","30.657078,104.054256",1060,13,0
"30.663869,104.053307","30.659150,104.060393",1200,14,0
"30.663869,104.053307","30.655064,104.053819",1370,16,0
"30.663869,104.053307","30.659877,104.062021",1320,16,0
"30.663869,104.053307","30.656085,104.064025",1880,23,0
"30.663869,104.053307","30.677229,104.010887",6050,9,24
"30.663869,104.053307","30.677223,104.009786",6190,9,24
"30.663869,104.053307","30.677073,104.010115",6140,9,24
"30.663869,104.053307","30.684930,104.017781",5780,9,23
"30.663869,104.053307","30.677847,104.008121",6430,10,25
"30.663869,104.053307","30.679562,104.019348",5160,8,21
"30.663869,104.053307","30.679918,104.003832",7080,11,27
"30.663869,104.053307","30.675309,104.006288",6540,10,25
"30.663869,104.053307","30.683235,104.022458",5110,8,21
"30.663869,104.053307","30.674507,104.019895",4770,7,20
"30.663869,104.053307","30.670977,104.103082",6760,10,26
"30.663869,104.053307","30.669366,104.103257",6740,10,26
"30.663869,104.053307","30.669363,104.103266",6740,10,26
"30.663869,104.053307","30.670951,104.105327",7050,11,27
"30.663869,104.053307","30.668741,104.101897",6550,10,25
"30.663869,104.053307","30.668344,104.102354",6600,10,25
"30.663869,104.053307","30.671538,104.099031",6240,9,24
"30.663869,104.053307","30.673016,104.098345",6200,9,24
"30.663869,104.053307","30.674231,104.106859",7350,11,28
"30.663869,104.053307","30.674023,104.107079",7370,11,28
"30.663869,104.053307","30.992175,103.620509",77200,116,304
"30.663869,104.053307","30.992631,103.621756",77120,116,304
"30.663869,104.053307","30.992653,103.622990",77000,115,304
"30.663869,104.053307","30.654866,104.043991",1880,23,0
"30.663869,104.053307","30.653328,104.044438",2030,5,12
"30.663869,104.053307","30.655162,104.040142",2220,5,12
"30.663869,104.053307","30.651466,104.041438",2500,5,13
"30.663869,104.053307","30.655864,104.046463",1550,19,0
"30.663869,104.053307","30.646431,104.057996",2790,5,14
"30.663869,104.053307","30.644680,104.058466",3070,5,15
"30.663869,104.053307","30.643426,104.058332",3250,5,15
"30.663869,104.053307","30.644719,104.059247",3090,5,15
"30.663869,104.053307","30.566550,103.954761",20100,30,76
"30.663869,104.053307","30.554132,103.963807",20870,31,79
"30.663869,104.053307","30.560751,103.967890",19710,30,74
"30.663869,104.053307","30.603137,104.068464",9670,15,35
"30.663869,104.053307","30.603004,104.068896",9700,15,35
"30.663869,104.053307","30.602824,104.068639",9720,15,35
"30.663869,104.053307","30.310654,104.443250",75890,114,299
"30.663869,104.053307","30.311414,104.442460",75730,114,299
"30.663869,104.053307","30.629527,104.144253",13300,20,49
"30.663869,104.053307","30.628600,104.137373",12530,19,46
"30.663869,104.053307","30.629440,104.144592",13350,20,49
"30.663869,104.053307","30.673265,104.040653",2240,5,12
"30.663869,104.053307","30.680634,104.043539",2920,5,14
"30.663869,104.053307","30.680798,104.043594",2940,5,14
"30.663869,104.053307","30.639109,104.062506",4050,6,18
"30.663869,104.053307","30.634946,104.061805",4640,7,20
"30.663869,104.053307","30.636920,104.068160",4640,7,20
"30.663869,104.053307","30.656822,104.068943",2360,5,13
"30.663869,104.053307","30.656857,104.070150",2510,5,13
"30.663869,104.053307","30.666931,104.081092",3750,6,17
"30.663869,104.053307","30.665329,104.079122",3460,5,16
"30.663869,104.053307","30.577264,104.186171",22330,33,85
"30.663869,104.053307","30.577615,104.185694",22240,33,85
"30.663869,104.053307","30.577756,104.184624",22120,33,84
"30.663869,104.053307","30.742590,103.990600",14850,22,55
"30.663869,104.053307","30.737225,103.991975",14060,21,52
"30.663869,104.053307","30.737131,103.991939",14060,21,52
"30.663869,104.053307","30.647139,104.069400",3380,5,16
"30.663869,104.053307","30.647015,104.069616",3410,5,16
"30.663869,104.053307","30.648531,104.068181",3110,5,15
"30.663869,104.053307","31.883734,117.318492",1774030,2661,7092
"30.663869,104.053307","31.881246,117.318559",1774020,2661,7092
"30.663869,104.053307","31.881689,117.313260",1773320,2660,7089
"30.663869,104.053307","30.432674,104.084762",36240,54,141
"30.663869,104.053307","30.433527,104.081427",36060,54,140
"30.663869,104.053307","30.634241,104.109328",8810,13,32
"30.663869,104.053307","30.634097,104.109324",8820,13,32
"30.663869,104.053307","30.656802,104.070345",2530,5,13
"30.663869,104.053307","30.656263,104.074694",3100,5,15
"30.663869,104.053307","30.656125,104.073964",3020,5,15
"30.663869,104.053307","30.649374,103.995084",8120,12,30
"30.663869,104.053307","30.648380,103.995552",8100,12,30
"30.663869,104.053307","30.648275,103.995925",8060,12,30
"30.663869,104.053307","30.664957,104.082219",3880,6,17
"30.663869,104.053307","30.664322,104.081163",3730,6,17
"30.663869,104.053307","30.547706,104.077068",18360,28,69
"30.663869,104.053307","30.742397,103.991105",14790,22,55
"30.663869,104.053307","30.649418,103.994865",8140,12,30
"30.663869,104.053307","30.754210,103.961986",18630,28,70
"30.663869,104.053307","30.665030,104.066480",1770,21,0
"30.663869,104.053307","30.682246,104.040873",3310,5,16
"30.663869,104.053307","30.647345,104.068740",3300,5,15
"30.663869,104.053307","30.635299,104.107025",8460,13,31
"30.663869,104.053307","30.664720,104.080344",3620,5,16
"30.663869,104.053307","30.433700,104.081918",36040,54,140
"30.663869,104.053307","30.577312,104.186056",22310,33,85
"30.663869,104.053307","30.659953,104.079319",3540,5,16
"30.663869,104.053307","30.655994,104.064055",1890,23,0
"30.663869,104.053307","30.676929,104.042128",2520,5,13
"30.663869,104.053307","30.683349,104.048186",3110,5,15
"30.663869,104.053307","30.638726,104.063549",4150,6,18
"30.663869,104.053307","30.673888,104.067744",2480,5,13
"30.663869,104.053307","30.619858,104.053401",6850,10,26
"30.663869,104.053307","30.657104,104.071766",2690,5,14
