origin,destination,distance_meters,duration_minutes,cost
"31.233487,121.505317","31.167682,121.463841",11640,17,42
"31.233487,121.505317","31.226435,121.497809",1480,18,0
"31.233487,121.505317","31.191164,121.436099",11330,17,41
"31.233487,121.505317","31.236752,121.499170",960,12,0
"31.233487,121.505317","31.228234,121.475497",4050,6,18
"31.233487,121.505317","31.229167,121.451944",7140,11,27
"31.233487,121.505317","31.215725,121.552563",6870,10,26
"31.233487,121.505317","31.238115,121.496310",1400,17,0
"31.233487,121.505317","31.209504,121.419424",12030,18,44
"31.233487,121.505317","31.227525,121.487825",2510,5,13
"31.233487,121.505317","31.227406,121.487800",2520,5,13
"31.233487,121.505317","31.227591,121.497309",1410,17,0
"31.233487,121.505317","31.227300,121.497666",1400,17,0
"31.233487,121.505317","31.227219,121.497657",1410,17,0
"31.233487,121.505317","31.227327,121.497532",1410,17,0
"31.233487,121.505317","31.226455,121.498458",1430,17,0
"31.233487,121.505317","31.226065,121.497799",1530,18,0
"31.233487,121.505317","31.225721,121.498254",1530,18,0
"31.233487,121.505317","31.226183,121.500038",1340,16,0
"31.233487,121.505317","31.226125,121.500094",1340,16,0
"31.233487,121.505317","31.225600,121.501144",1350,16,0
"31.233487,121.505317","31.228350,121.476185",3960,6,17
"31.233487,121.505317","31.227746,121.472522",4460,7,19
"31.233487,121.505317","31.230323,121.477751",3700,6,17
"31.233487,121.505317","31.228070,121.479030",3600,5,16
"31.233487,121.505317","31.225186,121.477877",3870,6,17
"31.233487,121.505317","31.225699,121.478956",3710,6,17
"31.233487,121.505317","31.224328,121.475477",4220,6,18
"31.233487,121.505317","31.224208,121.475689",4200,6,18
"31.233487,121.505317","31.232164,121.476698",3820,6,17
"31.233487,121.505317","31.232148,121.477124",3760,6,17
"31.233487,121.505317","31.239881,121.499750",1240,15,0
"31.233487,121.505317","31.237186,121.499997",910,11,0
"31.233487,121.505317","31.236939,121.499084",990,12,0
"31.233487,121.505317","31.236698,121.499532",920,11,0
"31.233487,121.505317","31.236632,121.499985",860,10,0
"31.233487,121.505317","31.236524,121.498143",1070,13,0
"31.233487,121.505317","31.233622,121.505391",20,5,0
"31.233487,121.505317","31.233463,121.505183",20,5,0
"31.233487,121.505317","31.233748,121.505390",40,5,0
"31.233487,121.505317","31.233502,121.504997",40,5,0
"31.233487,121.505317","31.233773,121.505003",60,5,0
"31.233487,121.505317","31.233410,121.505860",70,5,0
"31.233487,121.505317","31.233024,121.503627",240,5,0
"31.233487,121.505317","31.235095,121.505881",260,5,0
"31.233487,121.505317","31.235278,121.505340",280,5,0
"31.233487,121.505317","31.235458,121.505189",310,5,0
"31.233487,121.505317","31.235556,121.496892",1170,14,0
"31.233487,121.505317","31.235980,121.497764",1080,13,0
"31.233487,121.505317","31.235611,121.498066",1020,12,0
"31.233487,121.505317","31.236125,121.498523",990,12,0
"31.233487,121.505317","31.235445,121.498176",1000,12,0
"31.233487,121.505317","31.235426,121.499120",880,11,0
"31.233487,121.505317","31.191988,121.437084",11150,17,40
"31.233487,121.505317","31.189519,121.435560",11540,17,42
"31.233487,121.505317","31.190929,121.438549",11090,17,40
"31.233487,121.505317","31.188704,121.438533",11300,17,41
"31.233487,121.505317","31.193233,121.437851",10950,16,39
"31.233487,121.505317","31.189239,121.433762",11760,18,43
"31.233487,121.505317","31.192663,121.439200",10860,16,39
"31.233487,121.505317","31.193075,121.439044",10840,16,39
"31.233487,121.505317","31.194031,121.436826",10990,16,40
"31.233487,121.505317","31.164125,121.460612",12330,18,45
"31.233487,121.505317","31.165046,121.459341",12290,18,45
"31.233487,121.505317","31.163564,121.460866",12390,19,45
"31.233487,121.505317","31.164067,121.459704",12400,19,45
"31.233487,121.505317","31.164089,121.459497",12410,19,45
"31.233487,121.505317","31.168996,121.457576",11880,18,43
"31.233487,121.505317","31.161942,121.465505",12330,19,45
"31.233487,121.505317","31.164575,121.457751",12460,19,45
"31.233487,121.505317","31.164997,121.457296",12430,19,45
"31.233487,121.505317","31.161453,121.462353",12590,19,46
"31.233487,121.505317","31.192142,121.434420",11420,17,41
"31.233487,121.505317","31.235994,121.499702",840,10,0
"31.233487,121.505317","31.235994,121.499702",840,10,0
"31.233487,121.505317","31.228150,121.451818",7170,11,27
"31.233487,121.505317","31.229796,121.453432",6930,10,26
"31.233487,121.505317","31.228155,121.450517",7340,11,28
"31.233487,121.505317","31.227361,121.452182",7140,11,27
"31.233487,121.505317","31.227553,121.453419",6970,10,27
"31.233487,121.505317","31.226513,121.451680",7220,11,27
"31.233487,121.505317","31.228598,121.455042",6740,10,26
"31.233487,121.505317","31.231440,121.449851",7390,11,28
"31.233487,121.505317","31.226759,121.453859",6930,10,26
"31.233487,121.505317","31.227018,121.454325",6860,10,26
"31.233487,121.505317","31.211609,121.550205",6880,10,26
"31.233487,121.505317","31.220132,121.550164",6320,9,25
"31.233487,121.505317","31.212024,121.548349",6630,10,25
"31.233487,121.505317","31.210316,121.558746",7980,12,30
"31.233487,121.505317","31.215606,121.543081",5750,9,23
"31.233487,121.505317","31.223894,121.552230",6420,10,25
"31.233487,121.505317","31.214371,121.562219",8140,12,30
"31.233487,121.505317","31.224152,121.551100",6270,9,24
"31.233487,121.505317","31.210963,121.560861",8180,12,30
"31.233487,121.505317","31.212770,121.562545",8270,12,30
"31.233487,121.505317","31.209294,121.423404",11540,17,42
"31.233487,121.505317","31.210937,121.423222",11480,17,42
"31.233487,121.505317","31.209011,121.423635",11520,17,42
"31.233487,121.505317","31.208756,121.423945",11500,17,42
"31.233487,121.505317","31.208706,121.423959",11500,17,42
"31.233487,121.505317","31.208650,121.423980",11500,17,42
"31.233487,121.505317","31.207847,121.423854",11560,17,42
"31.233487,121.505317","31.207835,121.423884",11550,17,42
"31.233487,121.505317","31.206976,121.423453",11650,17,42
"31.233487,121.505317","31.207429,121.414777",12720,19,46
"31.233487,121.505317","31.146964,121.806694",42330,64,165
"31.233487,121.505317","31.145856,121.812901",43170,65,168
"31.233487,121.505317","31.150616,121.809878",42560,64,166
"31.233487,121.505317","31.194382,121.346885",21950,33,83
"31.233487,121.505317","31.196204,121.350793",21380,32,81
"31.233487,121.505317","31.192950,121.351000",21490,32,82
"31.233487,121.505317","31.210069,121.376520",17530,26,66
"31.233487,121.505317","31.208912,121.371465",18230,27,69
"31.233487,121.505317","31.208694,121.371272",18260,27,69
"31.233487,121.505317","31.256377,121.516129",3840,6,17
"31.233487,121.505317","31.255141,121.516611",3690,6,17
"31.233487,121.505317","31.251460,121.516231",3150,5,15
"31.233487,121.505317","31.068037,121.391474",29890,45,115
"31.233487,121.505317","31.065200,121.391229",30290,45,117
"31.233487,121.505317","31.071713,121.398506",28930,43,111
"31.233487,121.505317","31.190275,121.603025",14650,22,54
"31.233487,121.505317","31.189371,121.607870",15280,23,57
"31.233487,121.505317","31.199141,121.602789",14040,21,52
"31.233487,121.505317","30.968325,121.511925",41290,62,161
"31.233487,121.505317","30.968457,121.512014",41270,62,161
"31.233487,121.505317","31.252747,121.532094",4660,7,20
"31.233487,121.505317","31.251694,121.532027",4550,7,19
"31.233487,121.505317","31.251070,121.531991",4480,7,19
"31.233487,121.505317","31.137280,121.605170",20030,30,76
"31.233487,121.505317","31.229302,121.487250",2490,5,13
"31.233487,121.505317","31.222552,121.425930",10700,16,38
"31.233487,121.505317","31.227917,121.426974",10460,16,37
"31.233487,121.505317","31.224529,121.432221",9830,15,35
"31.233487,121.505317","31.259842,121.539170",6090,9,24
"31.233487,121.505317","31.259841,121.539171",6090,9,24
"31.233487,121.505317","31.260784,121.535915",5890,9,23
"31.233487,121.505317","31.055484,121.772438",45110,68,176
"31.233487,121.505317","31.048998,121.773936",45890,69,179
