origin,destination,distance_meters,duration_minutes,cost
"40.008759,116.300960","39.993330,116.395784",11560,17,42
"40.008759,116.300960","39.992834,116.390397",10950,16,39
"40.008759,116.300960","39.895280,116.390844",20670,31,78
"40.008759,116.300960","39.937182,116.402394",16450,25,61
"40.008759,116.300960","39.928775,116.391802",16510,25,62
"40.008759,116.300960","39.947000,116.419000",17050,26,64
"40.008759,116.300960","39.904632,116.397691",19900,30,75
"40.008759,116.300960","39.895715,116.395042",20870,31,79
"40.008759,116.300960","39.942105,116.336701",11220,17,40
"40.008759,116.300960","39.899557,116.400132",20710,31,78
"40.008759,116.300960","39.898374,116.398690",20770,31,79
"40.008759,116.300960","39.899020,116.393858",20370,31,77
"40.008759,116.300960","39.898039,116.395566",20600,31,78
"40.008759,116.300960","39.897718,116.397016",20740,31,79
"40.008759,116.300960","39.897387,116.397002",20780,31,79
"40.008759,116.300960","39.897225,116.397475",20840,31,79
"40.008759,116.300960","39.897546,116.394922",20630,31,78
"40.008759,116.300960","39.896963,116.398256",20920,31,79
"40.008759,116.300960","39.904765,116.389734",19350,29,73
"40.008759,116.300960","39.925170,116.400666",17630,26,66
"40.008759,116.300960","39.999592,116.287885",2110,5,12
"40.008759,116.300960","39.998068,116.289861",2130,5,12
"40.008759,116.300960","39.996701,116.291357",2200,5,12
"40.008759,116.300960","39.997009,116.293362",2040,5,12
"40.008759,116.300960","39.999401,116.306592",1600,19,0
"40.008759,116.300960","39.996687,116.299639",1890,23,0
"40.008759,116.300960","39.997965,116.290649",2080,5,12
"40.008759,116.300960","39.997804,116.313330",2250,5,12
"40.008759,116.300960","39.993919,116.303733",2330,5,13
"40.008759,116.300960","40.024203,116.300609",2400,5,13
"40.008759,116.300960","39.992725,116.395475",11540,17,42
"40.008759,116.300960","39.992875,116.397025",11720,18,42
"40.008759,116.300960","39.992378,116.395075",11510,17,42
"40.008759,116.300960","39.992708,116.400185",12090,18,44
"40.008759,116.300960","39.999286,116.395925",11420,17,41
"40.008759,116.300960","40.000038,116.396371",11460,17,41
"40.008759,116.300960","39.999047,116.401002",12020,18,44
"40.008759,116.300960","39.998325,116.388176",10530,16,38
"40.008759,116.300960","39.992864,116.406078",12780,19,47
"40.008759,116.300960","39.994536,116.406367",12760,19,47
"40.008759,116.300960","39.989342,116.385246",10500,16,38
"40.008759,116.300960","39.994451,116.381719",9880,15,35
"40.008759,116.300960","39.999089,116.386255",10280,15,37
"40.008759,116.300960","39.888646,116.412855",22980,34,88
"40.008759,116.300960","39.889836,116.402322",22110,33,84
"40.008759,116.300960","39.895212,116.404402",21560,32,82
"40.008759,116.300960","39.893148,116.406727",21980,33,84
"40.008759,116.300960","39.895208,116.389337",20580,31,78
"40.008759,116.300960","39.893896,116.390485",20830,31,79
"40.008759,116.300960","39.897474,116.390897",20380,31,77
"40.008759,116.300960","39.895977,116.393610",20750,31,79
"40.008759,116.300960","39.893417,116.388955",20800,31,79
"40.008759,116.300960","39.893584,116.388388",20740,31,79
"40.008759,116.300960","39.895540,116.394553",20870,31,79
"40.008759,116.300960","39.896782,116.394354",20690,31,78
"40.008759,116.300960","39.896192,116.394755",20790,31,79
"40.008759,116.300960","39.893453,116.394739",21150,32,80
"40.008759,116.300960","39.896375,116.395958",20850,31,79
"40.008759,116.300960","39.896964,116.395585",20750,31,79
"40.008759,116.300960","39.895127,116.397562",21110,32,80
"40.008759,116.300960","39.895318,116.397724",21100,32,80
"40.008759,116.300960","39.927334,116.393352",16800,25,63
"40.008759,116.300960","39.927321,116.393306",16800,25,63
"40.008759,116.300960","39.927349,116.400152",17340,26,65
"40.008759,116.300960","39.933060,116.395723",16330,24,61
