origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,PKX,Daxing International Airport,2025-11-12 11:20:00,2025-11-12 13:50:00,150,MF4959,Xiamen Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,852,1,289
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,PEK,Capital International Airport,2025-11-12 08:30:00,2025-11-12 10:40:00,130,CA1640,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,878,1,290
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,PEK,Capital International Airport,2025-11-12 21:20:00,2025-11-12 23:30:00,130,CA1622,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,480,1,282
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,PEK,Capital International Airport,2025-11-12 20:35:00,2025-11-12 22:40:00,125,CA1612,Air China,Economy Class,Sufficient,737MAX8,Medium Aircraft,Boeing,550,1,286
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,PKX,Daxing International Airport,2025-11-12 11:20:00,2025-11-12 13:50:00,150,CZ6217,China Southern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,689,1,293
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,PEK,Capital International Airport,2025-11-12 20:35:00,2025-11-12 22:40:00,125,SC5088,Shandong Airlines,Economy Class,Sufficient,737MAX8,Medium Aircraft,Boeing,650,1,288
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,PEK,Capital International Airport,2025-11-12 08:30:00,2025-11-12 10:40:00,130,SC5094,Shandong Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,880,1,291
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,PKX,Daxing International Airport,2025-11-12 21:30:00,2025-11-12 23:55:00,145,CZ6207,China Southern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,990,1,283
Harbin,Beijing,2025-11-12,HRB,Taiping International Airport,CIH,Wangcun Airport,2025-11-12 16:20:00,2025-11-12 19:20:00,180,FU6626,Hainan Airlines | Fuzhou Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,750,1,300
Harbin,Beijing,2025-11-12,CIH,Wangcun Airport,PKX,Daxing International Airport,2025-11-12 21:30:00,2025-11-12 22:40:00,70,DZ6209,Donghai Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,750,2,300
