city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
Zhengzhou,Orange Hotel Zhengzhou Zhengdong New District Convention and Exhibition Center,"No. 119, Hongzhuan Road, Jinshui District, Zhengzhou City",34.779780,113.702020,2020,3,265,4.4,Orange Hotel
Zhengzhou,Atour Hotel Zhengzhou Xinzheng International Airport Huaxia Avenue,"Atour Hotel, Financial Plaza, No. 2, Yun Gang Road, west side of Huaxia Avenue, Airport District, Zhengzhou City",34.536927,113.826736,2021,4,323,4.7,Atour Hotel
Zhengzhou,Zhengzhou Aima Gold Hotel,"No. 167, Ninth Avenue, Economic and Technological Development Zone",34.707160,113.765391,2023,3,211,4.4,
Zhengzhou,Ji Hotel Zhengzhou Jinshui Road,"No. 7, Jinshui Road, Jinshui District, Zhengzhou City, Henan Province",34.763800,113.693000,2018,3,297,4.9,Ji Hotel
Zhengzhou,Hanting Hotel Zhengzhou Xianghu Science and Technology Museum,"100 meters west of the intersection of Yangqiao Avenue and Liangxiu Road, south side of the road, Zhongmu County",34.763200,113.863000,2022,2,244,4.8,Hanting Hotel
Zhengzhou,Holiday Inn Zhengzhou Binhe International (Jingkai Diehu Park),"20 meters west of the intersection of South Third Ring Road and Fifteenth Avenue, south side of the road",34.702484,113.789610,2023,3,222,4.8,
Zhengzhou,Chenxi Hotel (Zhengzhou Convention and Exhibition Center),"No. 16, Jinshui East Road, Jinshui District, Zhengzhou City, Henan Province, northeast corner of the intersection of Jinshui East Road and Huanghe South Road",34.764990,113.745222,2019,5,401,4.7,
Zhengzhou,Ruyue Cloud Hotel by Home Inn - Zhengzhou Xinzheng International Airport,"No. 186, Feixiang Road, Xingang Street, Xinzheng City, Zhengzhou City, Henan Province, Home Inn Ruibai.Cloud Hotel (Xinzheng International Airport Branch)",34.532732,113.827800,2022,3,137,4.9,Home Inn
Zhengzhou,Hampton by Hilton Zhengzhou East Station,"No. 39, Jiayuan East Road, Jinshui District, Zhengzhou City, Henan Province, China",34.799899,113.660000,2025,3,407,4.5,Hilton
Zhengzhou,Courtyard by Marriott Zhengzhou Airport,"No. 63, Yuanhang Road, Building A, Airport District, Zhengzhou City",34.555751,113.860851,2018,5,358,4.8,
Zhengzhou,Atour Hotel Zhengzhou Provincial Museum Huayuan Road,"No. 21-5, Jingwu Road, Jinshui District, Zhengzhou City, 100 meters south of the intersection with Nongye Road, west side of the road",34.784188,113.677554,2020,4,367,4.8,Atour Hotel
Zhengzhou,Zhengzhou Yaser International Hotel (Provincial Science and Technology Museum Xianghu Branch),"No. 76, Zhengkai Avenue, Zhengdong New District, Zhengzhou City, Henan Province",34.775698,113.858697,2023,4,223,4.5,
Zhengzhou,Le Méridien Zhengzhou Jianye,"No. 1188, Zhongzhou Avenue",34.749650,113.724990,2013,5,596,4.8,Marriott
Zhengzhou,Henan Yellow River Guesthouse,"No. 1, Yingbin Road, Zhengzhou City (near Zhengzhou Cultural Road, close to Yellow River Scenic Area)",34.872278,113.648540,2018,5,839,4.8,
Zhengzhou,Zhengzhou Mehood Novotel Hotel,"No. 17, CBD Business Outer Ring Road, Gram Building, Building A",34.778263,113.730350,2019,5,759,4.5,
Zhengzhou,Atour Hotel Henan Zhengkai Avenue,"Building 8, Rongxin City Window, 1st Floor Lobby, No. 1, Dameng Town, Zhongmu County, Zhengzhou City, Henan Province",34.786040,113.956225,2025,4,360,5.0,Atour Hotel
Zhengzhou,Puxi Hotel (Zhengzhou CBD Convention and Exhibition Center),"Room 2810, 28th Floor, Jingfeng International Center, No. 27, Business Outer Ring Road",34.770663,113.735001,2023,3,180,4.5,
Zhengzhou,JW Marriott Hotel Zhengzhou Greenland,"No. 2, Central Business District, Zhengdong New District, Zhengzhou City",34.770996,113.727282,2014,5,893,4.6,Marriott
Zhengzhou,Home Inn Selected Zhengzhou East Station,"Intersection of Xinyi Road and East Station South Street, Zhengdong New District, Zhengzhou City, Henan Province",34.757727,113.773536,2018,3,278,4.6,Home Inn
Zhengzhou,Jinjiang Inn (Xingyang New District Hotel),"No. 7, Qiyuan Road, Jingcheng Street, Xingyang City",34.783427,113.420024,2025,2,153,4.9,Jinjiang Inn
