origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Fuzhou,Quanzhou,2025-11-12,FZS,Fuzhou Station,QNS,Quanzhou South Station,2025-11-12 17:48:00,2025-11-12 18:47:00,59,G415,High-Speed Train,Second Class Seat,Sufficient,92,1,368
Fuzhou,Quanzhou,2025-11-12,FZS,Fuzhou Station,QRS,Quanzhou East Station,2025-11-12 06:53:00,2025-11-12 07:41:00,48,G5103,High-Speed Train,Second Class Seat,Sufficient,70,1,316
Fuzhou,Quanzhou,2025-11-12,FYS,Fuzhou South Station,QRS,Quanzhou East Station,2025-11-12 14:27:00,2025-11-12 15:11:00,44,G1601,High-Speed Train,Second Class Seat,Sufficient,70,1,319
Fuzhou,Quanzhou,2025-11-12,FYS,Fuzhou South Station,QYS,Quanzhou Station,2025-11-12 10:26:00,2025-11-12 11:23:00,57,D6219,Electric Multiple Unit,Second Class Seat,Sufficient,58,1,308
Fuzhou,Quanzhou,2025-11-12,FZS,Fuzhou Station,QNS,Quanzhou South Station,2025-11-12 19:02:00,2025-11-12 20:09:00,67,G1653,High-Speed Train,Second Class Seat,Sufficient,92,1,373
Fuzhou,Quanzhou,2025-11-12,FYS,Fuzhou South Station,QYS,Quanzhou Station,2025-11-12 08:04:00,2025-11-12 09:01:00,57,D3319,Electric Multiple Unit,Second Class Seat,Sufficient,58,1,304
Fuzhou,Quanzhou,2025-11-12,FYS,Fuzhou South Station,QYS,Quanzhou Station,2025-11-12 07:36:00,2025-11-12 08:33:00,57,D671,Electric Multiple Unit,First Class Seat,Sufficient,558,1,311
Fuzhou,Quanzhou,2025-11-12,FZS,Fuzhou Station,HJS,Hanjiang Station,2025-11-12 16:10:00,2025-11-12 16:52:00,42,D6241,Electric Multiple Unit,Second Class Seat,Sufficient,63,1,363
Fuzhou,Quanzhou,2025-11-12,HJS,Hanjiang Station,QYS,Quanzhou Station,2025-11-12 17:10:00,2025-11-12 17:47:00,37,D6415,Electric Multiple Unit,Second Class Seat,Sufficient,63,2,363
Fuzhou,Quanzhou,2025-11-12,FZS,Fuzhou Station,QYS,Quanzhou Station,2025-11-12 14:05:00,2025-11-12 15:32:00,87,C921,Intercity Train,Second Class Seat,Sufficient,57,1,332
Fuzhou,Quanzhou,2025-11-12,FYS,Fuzhou South Station,QYS,Quanzhou Station,2025-11-12 18:50:00,2025-11-12 19:54:00,64,G1679,High-Speed Train,Second Class Seat,Sufficient,58,1,320
Quanzhou,Fuzhou,2025-11-13,QRS,Quanzhou East Station,FZS,Fuzhou Station,2025-11-13 17:38:00,2025-11-13 18:40:00,62,G3756,High-Speed Train,First Class Seat,Sufficient,587,1,437
Quanzhou,Fuzhou,2025-11-13,QNS,Quanzhou South Station,FZS,Fuzhou Station,2025-11-13 10:02:00,2025-11-13 11:17:00,75,G1674,High-Speed Train,无座,Sufficient,82,1,445
Quanzhou,Fuzhou,2025-11-13,QYS,Quanzhou Station,FYS,Fuzhou South Station,2025-11-13 22:09:00,2025-11-13 23:03:00,54,D686,Electric Multiple Unit,Second Class Seat,Sufficient,58,1,384
Quanzhou,Fuzhou,2025-11-13,QYS,Quanzhou Station,FYS,Fuzhou South Station,2025-11-13 17:05:00,2025-11-13 18:12:00,67,D668,Electric Multiple Unit,Second Class Seat,Sufficient,58,1,395
Quanzhou,Fuzhou,2025-11-13,QRS,Quanzhou East Station,FYS,Fuzhou South Station,2025-11-13 11:53:00,2025-11-13 12:45:00,52,G3128,High-Speed Train,Second Class Seat,Sufficient,70,1,394
Quanzhou,Fuzhou,2025-11-13,QNS,Quanzhou South Station,FYS,Fuzhou South Station,2025-11-13 10:02:00,2025-11-13 11:00:00,58,G1674,High-Speed Train,无座,Sufficient,73,1,403
Quanzhou,Fuzhou,2025-11-13,QRS,Quanzhou East Station,FZS,Fuzhou Station,2025-11-13 19:05:00,2025-11-13 20:07:00,62,G1610,High-Speed Train,Second Class Seat,Sufficient,87,1,439
Quanzhou,Fuzhou,2025-11-13,QNS,Quanzhou South Station,FYS,Fuzhou South Station,2025-11-13 21:38:00,2025-11-13 22:28:00,50,G3052,High-Speed Train,Second Class Seat,Sufficient,94,1,432
Quanzhou,Fuzhou,2025-11-13,QYS,Quanzhou Station,FYS,Fuzhou South Station,2025-11-13 13:52:00,2025-11-13 15:04:00,72,G3060,High-Speed Train,Second Class Seat,Sufficient,58,1,402
Quanzhou,Fuzhou,2025-11-13,QNS,Quanzhou South Station,FZS,Fuzhou Station,2025-11-13 07:57:00,2025-11-13 08:58:00,61,G242,High-Speed Train,Second Class Seat,Sufficient,92,1,441
