poi_name,latitude,longitude,address,poi_type
Hunan University,28.183606,112.936153,,attraction
Taiping Old Street,28.190528,112.973865,,attraction
Huogongdian,28.190528,112.973865,,attraction
Orange Isle Scenic Area,28.196505,112.963081,,attraction
Xie Zilong Photography Art Museum,28.117792,112.947121,,attraction
Yuelu Academy,28.180397,112.940805,,attraction
Changsha Wenheyou,28.189233,112.969737,,attraction
Wenheyou Old Changsha Lobster Restaurant,28.190000,112.980000,,attraction
Meixi Lake City Island,28.181974,112.885848,,attraction
Hunan Geological Museum,28.207576,112.946176,,attraction
Fire Palace · Xiang Cuisine Capital (Pozi Street Branch),28.190791,112.974259,,restaurant
Slimy Sister's House by Sleeme (Pozi Street Branch),28.190953,112.973159,,restaurant
North Second Floor Changsha Food Stalls (Pozi Street Branch),28.191433,112.973384,,restaurant
Hao Ke Lai Steak (Changsha Yuefang ID MALL Restaurant),28.189394,112.974530,,restaurant
Peng's Meatball Shop (Huangxing South Road Branch),28.189147,112.974185,,restaurant
Fourth Sister Noodle House (Xingyue Building Branch),28.190257,112.972072,,restaurant
Tomahawk Steak Restaurant (Yuefang IDmall Branch),28.189385,112.975270,,restaurant
Smoky Stir-fried Beef Specialty Restaurant (Huangxing Statue Pedestrian Street Branch),28.191183,112.976184,,restaurant
Yulong Large Pot Bullfrog Restaurant,28.192819,112.973742,,restaurant
Qing Yi Ge - Tea Restaurant,28.180734,112.936597,,restaurant
Mountain Retreat Courtyard (Yuelu Mountain Branch),28.187193,112.936348,,restaurant
Runze Tian Restaurant (Lushan Branch),28.178501,112.937813,,restaurant
Buxu Tower,28.177706,112.932422,,restaurant
Zhushan Mountain Food,28.190276,112.932871,,restaurant
Shangshan Food Restaurant,28.190796,112.931429,,restaurant
Normal University Xiangwei Renjian Restaurant,28.185475,112.945675,,restaurant
Taomei Restaurant,28.185229,112.945757,,restaurant
Hunan Normal University - Halal Restaurant,28.184976,112.947099,,restaurant
Lushanli Forest Restaurant,28.180230,112.924241,,restaurant
Little Green Orange Isle Restaurant,28.198253,112.963659,,restaurant
Tea Fairy Tea Restaurant,28.198523,112.962848,,restaurant
Fisherman's Song Restaurant,28.198575,112.963025,,restaurant
Orange Isle 1910 Garden French Restaurant,28.191580,112.962160,,restaurant
Steamed with Style (Changsha Wanda Plaza Branch),28.198429,112.970513,,restaurant
Green Tea Restaurant (Changsha Kaifu Wanda Branch),28.198376,112.970920,,restaurant
Bites Italian Restaurant (Wanda Plaza Branch),28.198357,112.970928,,restaurant
Misheng Wellington Steak Restaurant (Kaifu Wanda Branch),28.198766,112.970925,,restaurant
Chuiyan Stir-Fried Yellow Beef Upgraded Branch (Wanda Plaza Branch),28.198704,112.971193,,restaurant
One Lamp (Huayuan Branch),28.191277,112.969168,,restaurant
Dayang Restaurant (Shanglijia Po Lane Branch),28.186493,112.971892,,restaurant
Qianbianlu Guizhou Sour Soup Beef Hot Pot (Wuyi Branch),28.188372,112.970360,,restaurant
Wenheyou (Hisense Plaza),28.189065,112.969660,,restaurant
Changsha Grand Hyatt Hotel Café Buffet Restaurant,28.188979,112.970630,,restaurant
Li Zijian Art Museum Swan Lake Art Restaurant,28.118930,112.948709,,restaurant
Pinman Hotel (Changsha Yuelu Yanghu Wetland Park Metro Station Branch) - Restaurant,28.117071,112.944480,,restaurant
Xunwei. Xiangju Quality Hunan Cuisine Restaurant (Xiangxi Shuijun Branch),28.115783,112.945326,,restaurant
Jinxiang Pavilion Tea Restaurant (Xiangxi Shuijun Branch),28.115835,112.949261,,restaurant
Feifei Tea Delicacies (Yanghu Branch),28.114394,112.948922,,restaurant
Yayuan. Little Courtyard Garden Restaurant,28.123487,112.948995,,restaurant
Mountain Mansion Restaurant (Zhongying Plaza Branch),28.123516,112.949123,,restaurant
Yanghu Jingli Restaurant (Yanghu Branch),28.121219,112.941493,,restaurant
Zhang's Zi Yuan Restaurant (Zhongying Plaza Branch),28.124425,112.948934,,restaurant
IKEA Swedish Cuisine Restaurant (Changsha Huiju Branch),28.117651,112.938537,,restaurant
Wild Alley Infinite Restaurant (Huangxing Square Branch),28.188144,112.973622,,restaurant
Jixian Hotel - Restaurant,28.181474,112.942030,,restaurant
Back to the Forest Project,28.173140,112.943420,,restaurant
Yijia Restaurant,28.177695,112.949156,,restaurant
