restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Sumxiang · Vegetarian Buffet Restaurant (Suzhou · Guanqian Street Branch),Suzhou,31.310412,120.625730,100.0,Chinese Restaurant;Chinese Restaurant,17:00,19:30,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.6,Outdoor Seating
De Yue Lou (Guanqian Branch),Suzhou,31.310410,120.625388,120.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.3,Waiting Area
Pearl Hotel,Suzhou,31.309900,120.625823,100.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.5,Birthday Package
Xianqi Half-Step Tipsy Tavern (Guanqian Street Branch),Suzhou,31.309922,120.625108,76.0,Chinese Restaurant;Sichuan Cuisine,16:30,22:00,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.4,Private Room
Podi Small Tavern (Guanqian Branch),Suzhou,31.309360,120.626841,100.0,Chinese Restaurant;Sichuan Cuisine,10:00,22:00,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.3,Must-Eat Top 10
Huixianglou Halal Restaurant,Suzhou,31.309343,120.624264,74.0,Chinese Restaurant;Halal Restaurant,10:00,22:00,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.1,Waiting Area
Dongwu Sujinji (Gong Alley Branch),Suzhou,31.308622,120.626670,15.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.6,Outdoor Seating
Tianshan Impression Restaurant,Suzhou,31.312575,120.627284,44.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.1,Must-Eat Top 10
Li Bai Crab - Crab Roe (Guanqian Street Branch),Suzhou,31.310294,120.628397,84.0,Chinese Restaurant;Chinese Restaurant,10:30,21:30,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.6,Outdoor Seating;Waiting Area
The Place Where We Ate Skewers Together Back Then (Guanqian Branch),Suzhou,31.308799,120.623973,68.0,Chinese Restaurant;Chinese Restaurant,16:30,03:00,Songhe Tower (Guanqian Branch),"120.625678,31.310677",31.310677,120.625678,4.5,Online Queue
