restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
JSL Three Pepper Restaurant,Shanghai,31.228150,121.451818,47.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.4,Birthday Package
KLAY Modern Indian Restaurant (Beijing West Road 1110 Lane Community Branch),Shanghai,31.229796,121.453432,253.0,Foreign Restaurant;Indian Cuisine,11:30,22:00,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.7,Must-Eat Top 10
Rongfu Banquet (Nanyang Road Branch),Shanghai,31.228155,121.450517,1789.0,Chinese Restaurant;Jiangsu Cuisine,17:30,21:00,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.6,Birthday Package
Portman's Restaurant (Nanjing West Road Branch),Shanghai,31.227361,121.452182,411.0,Foreign Restaurant;Western Restaurant,06:30,22:30,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.4,Waiting Area;Birthday Package
gaga (Plaza 66 Branch),Shanghai,31.227553,121.453419,114.0,Foreign Restaurant;Western Restaurant,10:00,21:30,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.6,Private Room
Shang Niu Society Beef & Liberty (Shanghai Centre Branch),Shanghai,31.226513,121.451680,124.0,Foreign Restaurant;American Cuisine,11:00,22:00,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.8,Outdoor Seating;Birthday Package
bluefrog (Shanghai Golden Eagle International Shopping Center Branch),Shanghai,31.228598,121.455042,135.0,Foreign Restaurant;Western Restaurant,10:00,22:00,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.6,Birthday Package;Online Queue
New Zhenjiang Express Restaurant Xiaolongbao House,Shanghai,31.231440,121.449851,42.0,Chinese Restaurant;Chinese Restaurant,06:00,21:00,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,3.9,Private Room
Deer Garden MOOSE (Jing'an Branch),Shanghai,31.226759,121.453859,482.0,Chinese Restaurant;上海菜,17:00,21:00,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.5,Waiting Area;Birthday Package
TSOO · Western Korean Creative Cuisine (Jincang Wenhua Plaza Branch),Shanghai,31.227018,121.454325,100.0,Food Service Related;Food Service Related,10:00,22:00,Shanghai Natural History Museum,"121.451944,31.229167",31.229167,121.451944,4.6,Online Queue
Little Garden (West Bund Riverside Branch),Shanghai,31.181555,121.463961,175.0,Foreign Restaurant;Foreign Restaurant,11:00,22:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.6,Must-Eat Top 10
Volcano-Genic Ice Room (Shanghai Bay Luxury Garden Phase 2 & 3 Branch),Shanghai,31.181229,121.463052,82.0,Cold Beverage Shop;Cold Beverage Shop,11:00,20:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.2,Outdoor Seating;Birthday Package
Sketch Yard Art Restaurant (Shanghai Bay Luxury Courtyard Phase 3 Branch),Shanghai,31.181458,121.462410,144.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.1,Must-Eat Top 10;Outdoor Seating
Dragon · Restaurant,Shanghai,31.183863,121.464298,342.0,Chinese Restaurant;Chinese Restaurant,11:00,20:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.1,Waiting Area
One Foot Garden (Expo Cultural Park Branch),Shanghai,31.180059,121.469599,69.0,花鸟鱼虫市场;花卉市场|Cafe;Cafe,10:00,20:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.6,Private Room
Fresh Delight Seafood Bistro (Greenland Colorful City Branch),Shanghai,31.183239,121.456289,143.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.3,Must-Eat Top 10
Entrecôte French Steakhouse (Poly · Time Lane Branch),Shanghai,31.181835,121.455849,219.0,Foreign Restaurant;牛扒店(扒房),11:00,22:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.6,Outdoor Seating;Private Room
Orange Restaurant,Shanghai,31.183471,121.456304,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.0,Waiting Area;Birthday Package
Warehouse No. 3 · Creative Chinese Cuisine (Xuhui Greenland Colorful City Branch),Shanghai,31.183955,121.456515,134.0,Chinese Restaurant;Chinese Restaurant,16:30,21:30,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.7,Outdoor Seating;Online Queue
Cool Taste Smart Choice Restaurant (Longhua Middle Road Branch),Shanghai,31.184273,121.456668,28.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Xuhui Riverside Green Space,"121.463869,31.180766",31.180766,121.463869,4.1,Waiting Area;Online Queue
New Australia Hong Kong-Style Restaurant (Yan'an West Road Branch),Shanghai,31.209294,121.423404,59.0,Chinese Restaurant;Chinese Restaurant|Cold Beverage Shop;Cold Beverage Shop,11:00,21:00,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.2,Must-Eat Top 10;Waiting Area
Fengyan Restaurant,Shanghai,31.210937,121.423222,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.2,Waiting Area;Online Queue
Shangzhengyi Steam Seafood (Shanghai Flagship Store),Shanghai,31.209011,121.423635,213.0,Chinese Restaurant;Seafood Restaurant,11:00,04:00,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.7,Waiting Area
Xianqi Half Step Tipsy Bistro (Dingxi Road Branch),Shanghai,31.208756,121.423945,99.0,Chinese Restaurant;Sichuan Cuisine,10:30,23:00,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.4,Outdoor Seating
Shang Zheng Yi Steam Seafood (Fu 1999 · Dingxi Road No. 2 Branch),Shanghai,31.208706,121.423959,302.0,Chinese Restaurant;Seafood Restaurant,11:00,24:00,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.8,Must-Eat Top 10
Kowloon City · Claypot Porridge Stir-Fry BBQ Oysters,Shanghai,31.208650,121.423980,130.0,Chinese Restaurant;Chinese Restaurant,16:00,03:00,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.3,Must-Eat Top 10
Yangji Qiqihar Barbecue (Dingxi Road Branch),Shanghai,31.207847,121.423854,100.0,Chinese Restaurant;Local Specialty Restaurant,11:00,03:30,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.5,Waiting Area
Backyard Shanghai Cuisine & Fusion Dishes (Dingxi Road Branch),Shanghai,31.207835,121.423884,233.0,Chinese Restaurant;Hot Pot,16:30,01:00,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.4,Online Queue
Huxi Old Alley Noodle House,Shanghai,31.206976,121.423453,41.0,Chinese Restaurant;Local Specialty Restaurant,15:30,20:30,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.7,Birthday Package
"Little George Café (Lane 1782, West Yan'an Road, Community Branch)",Shanghai,31.207429,121.414777,92.0,Cafe;Cafe,11:00,21:00,Liu Haisu Art Museum,"121.419424,31.209504",31.209504,121.419424,4.6,Private Room;Birthday Package
Xin Rong Ji (BFC Bund Financial Center Branch),Shanghai,31.227300,121.497666,781.0,Chinese Restaurant;Zhejiang Cuisine,17:30,20:30,Huangpu River Cruise,"121.498369,31.227636",31.227636,121.498369,4.6,Private Room
