poi_name,latitude,longitude,address,poi_type
Bell Tower Street Pedestrian Street,37.867910,112.566813,,attraction
Chunyang Palace,37.862385,112.572122,,attraction
Chongshan Temple,37.866958,112.579917,,attraction
Fenhe Scenic Area,37.841953,112.539438,,attraction
Xietongqing Money Museum,37.204243,112.184829,,attraction
Shanxi Bronze Museum,37.805219,112.533475,,attraction
Food Street,37.870023,112.562197,,attraction
Taiyuan Changfeng Cultural and Business District,37.804899,112.534015,,attraction
Taishan Longquan Temple,37.751081,112.442589,,attraction
Jin Merchants Museum,37.874751,112.562713,,attraction
Gulute BBQ Buffet Restaurant (Taiyuan Bell Tower Laoxiang Village Branch),37.867549,112.567354,,restaurant
Liubai Western Restaurant,37.867758,112.565249,,restaurant
Haxnbauer German Restaurant (Zhonglou Street Branch),37.867858,112.565126,,restaurant
Hanok Village Korean Cuisine Restaurant (Lida International Mall Branch),37.866325,112.568175,,restaurant
Beef and Octopus Pan-Fried Meat (Causeway Bay Branch),37.869552,112.568343,,restaurant
Yuchuan House Cafeteria (Liuxiang Branch),37.868038,112.570715,,restaurant
Chu Rong Meets New Sichuan Cuisine (Zhonglou Street Xingyao Branch),37.867864,112.562874,,restaurant
Uncle Wu's Claypot Rice & Sizzling Pot & Casserole Porridge,37.865166,112.568681,,restaurant
Little Splash Skewers,37.864886,112.564683,,restaurant
Huidu Restaurant (Huidu May Day Shopping Center Branch),37.862948,112.573198,,restaurant
Bingzhou Hotel · Chinese Restaurant,37.859491,112.572068,,restaurant
Hong Kong Cantonese Dim Sum · Hong Kong-Style Tea Restaurant (Taiyuan Wuyi Road Branch),37.864723,112.574410,,restaurant
Flaming Mountain Hot Pot and Barbecue Buffet Restaurant (Liuxiang Branch),37.863879,112.567302,,restaurant
Nayuki Tea (Taiyuan Liuxiang Maoye Store),37.863448,112.567046,,restaurant
Longcheng Flavors Restaurant,37.858025,112.573825,,restaurant
Lakeside International Hotel - Chinese Restaurant,37.859129,112.566920,,restaurant
Everyone Says Good Restaurant Community Canteen Warm Bee Station,37.864146,112.565742,,restaurant
Xiaoshan Restaurant (Xiaoshan Building Branch),37.870136,112.573517,,restaurant
Haokelai Steak (Taiyuan Wuyi Road Restaurant),37.871087,112.573848,,restaurant
Guangdong-Hong Kong-Macao Dim Sum · Hong Kong-Style Tea Restaurant,37.873482,112.573485,,restaurant
Old Liang's Restaurant,37.875125,112.576325,,restaurant
Yandang Mountain Restaurant,37.852786,112.597272,,restaurant
Henglong Restaurant,37.854957,112.594277,,restaurant
Jizhi BBQ (Qingxin Yayuan Branch),37.857172,112.582453,,restaurant
Oyster Fresh,37.841387,112.548371,,restaurant
Xixi Restaurant (Lao Junying South District Branch),37.840317,112.549039,,restaurant
New Restaurant Fast Food,37.834439,112.535059,,restaurant
Liyuan Tea Restaurant,37.847996,112.532272,,restaurant
Heisonglu Premium Steak Restaurant,37.832907,112.539109,,restaurant
Gathering Point BBQ Restaurant,37.838704,112.528213,,restaurant
Ouyi Coffee Western Restaurant (Kangle Street Branch),37.851748,112.540206,,restaurant
Wu Ji Tea Gathering Restaurant (Tiesanju Fenhe Community Branch),37.851709,112.540968,,restaurant
Jingwei Music Hot Pot Restaurant,37.838101,112.551592,,restaurant
Provincial Tobacco Hotel Restaurant,37.851277,112.545953,,restaurant
Juhongyuan Mansion Chinese Restaurant,37.204654,112.185756,,restaurant
Fuxing Public Hotel,37.203393,112.185729,,restaurant
Tianyuan Kui Hotel (Main Branch),37.203279,112.185731,,restaurant
Hongwu Ji Hotel,37.203044,112.185963,,restaurant
Old Pingyao Restaurant,37.208630,112.182472,,restaurant
Tea Talk Coffee Restaurant,37.202147,112.189342,,restaurant
Four Seasons Spring Restaurant,37.206168,112.192290,,restaurant
Pingyao Hongruichang Folk Inn · Restaurant,37.210528,112.188722,,restaurant
Xinlong Restaurant (Huan Cheng East Road),37.202868,112.193119,,restaurant
Wangri Restaurant,37.206784,112.192917,,restaurant
Mecha Camp Restaurant,37.806435,112.535807,,restaurant
1950 Western Restaurant (China Resources Yuefu Branch),37.804750,112.530256,,restaurant
Yishe Book Gallery Restaurant Luxury Art,37.803235,112.531123,,restaurant
Yuan · Coffee All-Day Dining Restaurant,37.803554,112.530292,,restaurant
InterContinental Hotel - Cai Feng Lou Chinese Restaurant,37.803390,112.529937,,restaurant
Keming Ice Room (Taiyuan MixC Branch),37.807570,112.529935,,restaurant
Green Tea Restaurant (Taiyuan MixC Branch),37.807769,112.529729,,restaurant
Timenjoy Thai-Indian Curry Thai Restaurant (Taiyuan MixC Branch),37.808043,112.529978,,restaurant
OTF California Restaurant (China Resources Yuefu Branch),37.807125,112.529025,,restaurant
OTF·Pizza&Brunch (Taiyuan MixC Branch),37.807310,112.528463,,restaurant
Yueningxiang Restaurant,37.871594,112.562340,,restaurant
Beisi Street Huihui Old Ma Halal Restaurant,37.871464,112.564119,,restaurant
Haokelai Steak (Taiyuan Bell Tower Street Restaurant),37.867654,112.562292,,restaurant
Clear Moon Vegetarian Restaurant (Paris Street Branch),37.871621,112.565361,,restaurant
Riverside Restaurant,37.871883,112.532171,,restaurant
Zhonghe Broadcasting Restaurant (Taiyuan TV Station Residential Area Branch),37.872267,112.531211,,restaurant
Nourishing Heart Restaurant,37.873025,112.526075,,restaurant
Go Eat There Sentimental Restaurant (Wangfu Business Building Branch),37.874747,112.558814,,restaurant
Go Eat There Fashion Restaurant,37.874570,112.558800,,restaurant
Senluo Tower Nautical Theme Restaurant (Wenxin Branch),37.878208,112.561442,,restaurant
International Trade Grand Hotel (Merlin Western Restaurant),37.874125,112.557194,,restaurant
Huaxiangyuan Tea Restaurant (Sanqiang Road Branch),37.875193,112.568325,,restaurant
Xiang Ai Wan Pavilion Restaurant (Zhongwei International Branch),37.876162,112.568404,,restaurant
Today Restaurant (Banpo North Alley),37.872743,112.555461,,restaurant
Hilton Garden Inn Wuyi Square · Restaurant,37.857044,112.573290,,restaurant
Xitie Qin Xiaowei Huimin Restaurant,34.377978,108.937222,,restaurant
Xi'an North Railway Station North Square Restaurant,34.379425,108.938825,,restaurant
Longteng Dining Hall Chinese Restaurant (Minghong Community Branch),34.372883,108.950569,,restaurant
Taiyuan South Station Fairfield Hotel Chinese Restaurant,37.788373,112.608516,,restaurant
Bright Restaurant,37.787925,112.609525,,restaurant
Hi Food Era Hot Pot and Barbecue Buffet Restaurant (Shenglong Neighborhood Commercial Plaza Branch),37.799606,112.614264,,restaurant
