city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
Zhengzhou,Yellow River Museum,B01730K030,A professional museum showcasing the history and culture of Yellow River governance.,Historical and Cultural,,34.871840,113.677764,4.6,09:00,17:00,Monday,1.0,2.5,0
Zhengzhou,Huiji Bridge Ruins Park,B0FFKZXJGC,"Historic bridge ruins park with a tranquil environment, ideal for leisure.",Historical and Cultural,,34.892354,113.585469,4.4,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Zhengzhou,Erqi Memorial Hall,B0FFID6Y3G,"A landmark building in Zhengzhou commemorating the historical site of the Jinghan Railway workers' strike, particularly spectacular at night.",Historical and Cultural,,34.752186,113.666494,3.8,09:00,17:00,Monday,0.5,2.0,0
Zhengzhou,Zijing Mountain Park,B01730IQMH,"A comprehensive park in downtown Zhengzhou with beautiful greenery, a popular leisure destination for residents.",Natural Scenery,,34.761890,113.687708,4.8,00:00,23:00,,1.0,2.5,0
Zhengzhou,Zhengzhou Confucian Temple,B01730ISHP,"Ancient architectural complex from the Ming and Qing dynasties, now the Confucian Temple section of Zhengzhou Museum, showcasing ancient educational culture.",Historical and Cultural,,34.748659,113.688345,4.6,09:00,17:00,Monday,1.0,2.5,0
Zhengzhou,Zhengzhou Museum New Hall,B0FFKCGLHK,A modernly designed comprehensive museum featuring cultural exhibitions themed on Zhengzhou's local history and culture.,Historical and Cultural,,34.739600,113.546720,4.7,09:00,17:00,Monday,1.0,2.5,0
Zhengzhou,Yellow River Scenic Area,,"Yellow River Cultural Theme Park, with the giant statues of Emperors Yan and Huang as its iconic attractions.",Historical and Cultural,,34.920000,113.630000,4.5,Open 24 Hours,Open 24 Hours,,2.5,4.0,48
Zhengzhou,Beilong Lake Wetland Park,,"An ecological wetland park in Zhengdong New District, offering a beautiful environment perfect for leisure walks and sightseeing.",Natural Scenery,,34.812300,113.789100,4.4,Open 24 Hours,Open 24 Hours,,1.0,2.5,0
Zhengzhou,Zhengdong New District CBD,B0FFFYIE8I,"Zhengzhou's modern business center, where visitors can enjoy urban architectural clusters and nighttime light shows.",City Landmark,,34.769100,113.753400,4.3,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
Zhengzhou,Zhengzhou Shangdu National Archaeological Site Park,B0FFGAJ6C3,"The ruins of the Shang Dynasty capital, a historical mark in the city center showcasing the civilization of the Shang Dynasty over 3,500 years ago.",Historical and Cultural,,34.753775,113.690498,4.5,Open 24 Hours,Open 24 Hours,,0.5,2.0,0
