origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
Hefei,Guangzhou,2025-11-16,ENH,Hefei South Station,GGQ,Guangzhou East Station,2025-11-16 06:55:00,2025-11-16 13:53:00,418,G3069,High-Speed Train,Second Class Seat,Sufficient,663.5,1,26
Hefei,Guangzhou,2025-11-16,HFH,Hefei Station,WHN,Wuhan Station,2025-11-16 08:15:00,2025-11-16 10:33:00,138,G1741,High-Speed Train,Second Class Seat,Sufficient,645.0,1,25
Hefei,Guangzhou,2025-11-16,WHN,Wuhan Station,IZQ,Guangzhou South Station,2025-11-16 11:11:00,2025-11-16 14:44:00,213,G547,High-Speed Train,Second Class Seat,Sufficient,645.0,2,25
Hefei,Guangzhou,2025-11-16,ENH,Hefei South Station,WHN,Wuhan Station,2025-11-16 09:34:00,2025-11-16 11:39:00,125,G1545,High-Speed Train,Second Class Seat,Sufficient,588.0,1,3
Hefei,Guangzhou,2025-11-16,WHN,Wuhan Station,GBA,Guangzhou Baiyun Station,2025-11-16 12:02:00,2025-11-16 15:31:00,209,G795,High-Speed Train,Second Class Seat,Sufficient,588.0,2,3
Hefei,Guangzhou,2025-11-16,ENH,Hefei South Station,XWQ,Guangzhou Xintang Station,2025-11-16 06:55:00,2025-11-16 13:29:00,394,G3069,High-Speed Train,Second Class Seat,Sufficient,632.5,1,9
Hefei,Guangzhou,2025-11-16,HFH,Hefei Station,CWQ,Changsha South Station,2025-11-16 16:41:00,2025-11-16 20:44:00,243,G1747,High-Speed Train,Second Class Seat,Sufficient,576.0,1,11
Hefei,Guangzhou,2025-11-16,CWQ,Changsha South Station,GBA,Guangzhou Baiyun Station,2025-11-16 21:30:00,2025-11-16 23:31:00,121,G6141,High-Speed Train,Second Class Seat,Sufficient,576.0,2,11
Hefei,Guangzhou,2025-11-16,ENH,Hefei South Station,JIG,Ji'an West Station,2025-11-16 15:59:00,2025-11-16 19:30:00,211,G3083,High-Speed Train,Second Class Seat,Sufficient,599.5,1,23
Hefei,Guangzhou,2025-11-16,JIG,Ji'an West Station,GGQ,Guangzhou East Station,2025-11-16 19:49:00,2025-11-16 23:00:00,191,G3085,High-Speed Train,Second Class Seat,Sufficient,599.5,2,23
Hefei,Guangzhou,2025-11-16,HFH,Hefei Station,YIQ,Yueyang East Station,2025-11-16 16:41:00,2025-11-16 20:00:00,199,G1747,High-Speed Train,Second Class Seat,Sufficient,572.0,1,8
Hefei,Guangzhou,2025-11-16,YIQ,Yueyang East Station,IZQ,Guangzhou South Station,2025-11-16 20:23:00,2025-11-16 23:22:00,179,G6025,High-Speed Train,Second Class Seat,Sufficient,572.0,2,8
Hefei,Guangzhou,2025-11-16,ENH,Hefei South Station,WHN,Wuhan Station,2025-11-16 10:49:00,2025-11-16 13:03:00,134,G595,High-Speed Train,Second Class Seat,Sufficient,586.0,1,5
Hefei,Guangzhou,2025-11-16,WHN,Wuhan Station,GBA,Guangzhou Baiyun Station,2025-11-16 13:32:00,2025-11-16 17:16:00,224,G1113,High-Speed Train,Second Class Seat,Sufficient,586.0,2,5
Hefei,Guangzhou,2025-11-16,ENH,Hefei South Station,XWQ,Guangzhou Xintang Station,2025-11-16 06:55:00,2025-11-16 13:29:00,394,G3069,High-Speed Train,Second Class Seat,Sufficient,660.5,1,33
Hefei,Guangzhou,2025-11-16,XWQ,Guangzhou Xintang Station,GZQ,Guangzhou Station,2025-11-16 14:02:00,2025-11-16 14:29:00,27,C7052,Intercity Train,Second Class Seat,Sufficient,660.5,2,33
Hefei,Guangzhou,2025-11-16,ENH,Hefei South Station,WHN,Wuhan Station,2025-11-16 13:21:00,2025-11-16 15:16:00,115,G1427,High-Speed Train,Second Class Seat,Sufficient,595.0,1,21
Hefei,Guangzhou,2025-11-16,WHN,Wuhan Station,IZQ,Guangzhou South Station,2025-11-16 15:53:00,2025-11-16 20:34:00,281,G825,High-Speed Train,Second Class Seat,Sufficient,595.0,2,21
Guangzhou,Hefei,2025-11-19,IZQ,Guangzhou South Station,ENH,Hefei South Station,2025-11-19 06:18:00,2025-11-19 12:37:00,379,G1554,High-Speed Train,Second Class Seat,Sufficient,641.0,1,43
Guangzhou,Hefei,2025-11-19,IZQ,Guangzhou South Station,WHN,Wuhan Station,2025-11-19 15:42:00,2025-11-19 20:12:00,270,G1036,High-Speed Train,Second Class Seat,Sufficient,595.0,1,51
Guangzhou,Hefei,2025-11-19,WHN,Wuhan Station,ENH,Hefei South Station,2025-11-19 20:51:00,2025-11-19 22:37:00,106,G650,High-Speed Train,Second Class Seat,Sufficient,595.0,2,51
Guangzhou,Hefei,2025-11-19,IZQ,Guangzhou South Station,WHN,Wuhan Station,2025-11-19 12:13:00,2025-11-19 15:31:00,198,G80,High-Speed Train,Second Class Seat,Sufficient,689.0,1,62
Guangzhou,Hefei,2025-11-19,WHN,Wuhan Station,ENH,Hefei South Station,2025-11-19 15:48:00,2025-11-19 17:39:00,111,G1546,High-Speed Train,Second Class Seat,Sufficient,689.0,2,62
Guangzhou,Hefei,2025-11-19,GBA,Guangzhou Baiyun Station,CWQ,Changsha South Station,2025-11-19 15:04:00,2025-11-19 17:22:00,138,G518,High-Speed Train,Second Class Seat,Sufficient,636.0,1,55
Guangzhou,Hefei,2025-11-19,CWQ,Changsha South Station,ENH,Hefei South Station,2025-11-19 17:40:00,2025-11-19 21:04:00,204,G1428,High-Speed Train,Second Class Seat,Sufficient,636.0,2,55
Guangzhou,Hefei,2025-11-19,GBQ,Guangzhou North Station,ENH,Hefei South Station,2025-11-19 16:36:00,2025-11-19 22:37:00,361,G650,High-Speed Train,Second Class Seat,Sufficient,575.0,1,38
Guangzhou,Hefei,2025-11-19,GBA,Guangzhou Baiyun Station,ENH,Hefei South Station,2025-11-19 16:18:00,2025-11-19 22:37:00,379,G650,High-Speed Train,Second Class Seat,Sufficient,583.0,1,42
Guangzhou,Hefei,2025-11-19,IZQ,Guangzhou South Station,HVQ,Hengyang East Station,2025-11-19 06:28:00,2025-11-19 08:27:00,119,G6132,High-Speed Train,Second Class Seat,Sufficient,571.0,1,37
Guangzhou,Hefei,2025-11-19,HVQ,Hengyang East Station,HFH,Hefei Station,2025-11-19 09:09:00,2025-11-19 13:40:00,271,G1748,High-Speed Train,Second Class Seat,Sufficient,571.0,2,37
Guangzhou,Hefei,2025-11-19,IZQ,Guangzhou South Station,HFH,Hefei Station,2025-11-19 07:06:00,2025-11-19 13:40:00,394,G1748,High-Speed Train,无座,Sufficient,595.0,1,41
Guangzhou,Hefei,2025-11-19,GGQ,Guangzhou East Station,ENH,Hefei South Station,2025-11-19 16:15:00,2025-11-19 23:15:00,420,G3082,High-Speed Train,Second Class Seat,Sufficient,644.5,1,65
Guangzhou,Hefei,2025-11-19,IZQ,Guangzhou South Station,WHN,Wuhan Station,2025-11-19 13:48:00,2025-11-19 18:21:00,273,G1164,High-Speed Train,Second Class Seat,Sufficient,595.0,1,50
Guangzhou,Hefei,2025-11-19,WHN,Wuhan Station,ENH,Hefei South Station,2025-11-19 18:51:00,2025-11-19 20:48:00,117,G1788,High-Speed Train,Second Class Seat,Sufficient,595.0,2,50
