origin,destination,distance_meters,duration_minutes,cost
"34.953667,113.512589","34.758202,113.666031",36200,54,140
"34.953667,113.512589","34.769955,113.726322",39540,59,154
"34.953667,113.512589","34.753775,113.690498",38530,58,150
"34.953667,113.512589","34.752061,113.686977",38490,58,150
"34.953667,113.512589","34.769100,113.753400",42090,63,164
"34.953667,113.512589","34.761890,113.687708",37310,56,145
"34.953667,113.512589","34.748659,113.688345",39020,59,152
"34.953667,113.512589","34.871840,113.677764",24630,37,94
"34.953667,113.512589","34.892354,113.585469",13330,20,49
"34.953667,113.512589","34.756286,113.668080",36590,55,142
"34.953667,113.512589","34.756777,113.666316",36400,55,141
"34.953667,113.512589","34.783597,113.675687",33690,51,130
"34.953667,113.512589","34.757771,113.665954",36250,54,141
"34.953667,113.512589","34.757768,113.665886",36240,54,141
"34.953667,113.512589","34.758578,113.666557",36180,54,140
"34.953667,113.512589","34.757501,113.666208",36300,54,141
"34.953667,113.512589","34.757365,113.665761",36290,54,141
"34.953667,113.512589","34.757262,113.666027",36320,54,141
"34.953667,113.512589","34.756973,113.665911",36350,55,141
"34.953667,113.512589","34.756848,113.666241",36390,55,141
"34.953667,113.512589","34.769787,113.726419",39570,59,154
"34.953667,113.512589","34.770905,113.727350",39520,59,154
"34.953667,113.512589","34.771075,113.727225",39490,59,154
"34.953667,113.512589","34.770914,113.727493",39530,59,154
"34.953667,113.512589","34.771054,113.727309",39500,59,154
"34.953667,113.512589","34.770902,113.727580",39540,59,154
"34.953667,113.512589","34.767928,113.723581",39530,59,154
"34.953667,113.512589","34.767451,113.723530",39580,59,154
"34.953667,113.512589","34.767405,113.722783",39520,59,154
"34.953667,113.512589","34.767030,113.730428",40230,60,157
"34.953667,113.512589","34.757454,113.691651",38160,57,148
"34.953667,113.512589","34.755083,113.685722",38010,57,148
"34.953667,113.512589","34.750370,113.685219",38570,58,150
"34.953667,113.512589","34.747760,113.691761",39390,59,153
"34.953667,113.512589","34.752925,113.682675",38060,57,148
"34.953667,113.512589","34.761863,113.692708",37700,57,146
"34.953667,113.512589","34.761674,113.693653",37790,57,147
"34.953667,113.512589","34.761932,113.692486",37670,57,146
"34.953667,113.512589","34.747100,113.697080",39870,60,155
"34.953667,113.512589","34.748675,113.691225",39230,59,153
"34.953667,113.512589","34.748684,113.681630",38530,58,150
"34.953667,113.512589","34.745025,113.680175",38900,58,151
"34.953667,113.512589","34.751635,113.677244",37840,57,147
"34.953667,113.512589","34.757702,113.678788",37170,56,144
"34.953667,113.512589","34.760065,113.682462",37140,56,144
"34.953667,113.512589","34.767625,113.751240",42050,63,164
"34.953667,113.512589","34.771566,113.754982",41980,63,164
"34.953667,113.512589","34.771871,113.755230",41970,63,163
"34.953667,113.512589","34.768486,113.749551",41800,63,163
"34.953667,113.512589","34.771881,113.755782",42020,63,164
"34.953667,113.512589","34.771175,113.757935",42300,63,165
