city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Chongqing,Lavande Hotel (Chongqing Zhongxian Binjiang Road Cruise Terminal Branch),35 Binjiang Road,30.308710,108.049410,2025,3,239,5.0,,SPA Service;Washer and Dryer
Chongqing,Home Inn·neo - Chongqing Guanyin Bridge Beibin Road Jinyuan Times Shopping Plaza Branch,"No. 62, Jinyuan Road, Jiangbei District, Chongqing, Unit 26",29.557854,106.528650,2019,2,142,4.5,Home Inn,Swimming Pool;Washer and Dryer;TV Casting
Chongqing,Vienna Hotel (5.0 Chongqing Sunac Resort Branch),"No. 14 Apartment, Xigui Road, Shapingba District, Chongqing, Building 1, Gate 3",29.638230,106.352458,2024,3,251,4.8,,SPA Service;Swimming Pool;TV Casting
Chongqing,Hampton by Hilton Chongqing Jiangbeizui,"No. 3, Chuangfu Road, Jiangbei District, Chongqing",29.583479,106.568395,2024,3,553,5.0,Hilton,SPA Service;Swimming Pool
Chongqing,Chongqing QM Boutique Hotel (Rongchang Branch),"No. 199-205, Binhe Middle Road, Changyuan Subdistrict, Rongchang District, Chongqing",29.400927,105.591201,2020,3,113,4.8,,SPA Service;Free Parking;Swimming Pool
Chongqing,Chongqing Cloud Two Rivers High Altitude Hotel (Jiefangbei Hongyadong Branch),"Floor 32, Shengji Financial Plaza, No. 222, Xinhua Road, Yuzhong District, Chongqing",29.556851,106.579928,2024,5,570,4.9,,Robot Service;Washer and Dryer
Chongqing,Atour Hotel - Chongqing North Railway Station North Square,"Building 1, Liangjiang Industrial Yunxing, No. 11, Taihu East Road, Liangjiang New Area, Chongqing",29.617252,106.552192,2025,4,393,4.9,Atour Hotel,Free Parking;Swimming Pool;TV Casting
Chongqing,Atour Hotel - Chongqing International Convention Center Nanping Pedestrian Street,"No. 11, Nanping East Road, Nan'an District, Chongqing",29.529424,106.570565,2021,4,372,4.8,Atour Hotel,Robot Service;Swimming Pool
Chongqing,Atour Hotel - Chongqing Jiangbei Airport Central Park,"No. 86, Tengfang Avenue, Yubei District",29.705669,106.599101,2019,4,328,4.7,Atour Hotel,SPA Service;Gym;Washer and Dryer
Chongqing,Home Inn - Chongqing Nanping Pedestrian Street Branch,"No. 186, Nanping Huigong Road, Nan'an District, Chongqing",29.527236,106.565338,2024,2,176,4.9,Home Inn,SPA Service;Free Parking;Robot Service;TV Casting
Chongqing,Howard Johnson Chongqing YuRong Hotel,"No. 439, Xinnan Road, Yubei District, Chongqing, China Huarong Modern Plaza, Building 1",29.600323,106.499604,2019,5,418,4.8,,Gym;Washer and Dryer
Chongqing,Ji Hotel Chongqing Jiefangbei Center,"No. 1, Datong Road (120 meters walking from Exit 3 of Linjiangmen Metro Station)",29.557700,106.574000,2023,3,432,4.8,Ji Hotel,Washer and Dryer;TV Casting
Chongqing,Home Inn·neo - Chongqing Jiefangbei Hongyadong Branch,"No. 6, Linjiang Road, Jiefangbei, Yuzhong District, Chongqing",29.561047,106.578140,2019,2,260,4.3,Home Inn,SPA Service;Washer and Dryer;TV Casting
Chongqing,Fairfield by Marriott Chongqing Yongchuan,"No. 2, Feilong Road",29.365824,105.943817,2022,4,269,4.8,Marriott,SPA Service;Robot Service;Swimming Pool;Washer and Dryer
Chongqing,Orange Hotel (Chongqing Yangjiaping Zoo Branch),"No. 18, Qianjin Branch Road, Yangjiaping Subdistrict, Jiulongpo District, Chongqing, China",29.508770,106.511598,2023,4,340,5.0,Orange Hotel,Gym;Free Parking;Robot Service;Swimming Pool
Chongqing,Hanting Hotel (Chongqing East Railway Station Changshengqiao Metro Station Branch),"No. 107, Tongjiang Avenue, Nan'an District, Chongqing, Unit 3",29.506233,106.656653,2025,3,267,5.0,Hanting Hotel,Free Parking;Robot Service;Swimming Pool
Chongqing,Yunjian Xiaozhu Hotel (Chongqing Tea Garden Branch),"No. 34, Tianrong Road, Tianwen Subdistrict, Nan'an District, Chongqing",29.519757,106.650916,2022,3,211,5.0,,SPA Service;Free Parking;Swimming Pool
Chongqing,Chongqing Shangxideng Boutique Hotel (Yubei Auto Expo Center Aegean Sea Branch),"Floor 13, No. 99, Jinyu Avenue, Northern New Area, Chongqing",29.641481,106.571784,2020,4,228,5.0,,SPA Service;Free Parking;Washer and Dryer
Chongqing,Saint Jia Hotel (Chongqing Jiangbei Airport Branch),"No. 126, Songhe Road, Huixing Subdistrict, Yubei District, Chongqing, Unit 6",29.674251,106.619124,2024,4,235,4.5,,SPA Service;Gym;Robot Service;Swimming Pool
Chongqing,Chongqing Kuanshe Boutique Hotel,"Floor 4, Building 1-1, No. 1239, Jinkai Avenue (near Jiangbei International Airport and Yuelai International Expo Center)",29.662752,106.559663,2018,4,238,4.7,,SPA Service;Robot Service;Washer and Dryer
