origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Hohhot,Beijing,2025-11-12,HET,Baita International Airport,PEK,Capital International Airport,2025-11-12 08:30:00,2025-11-12 09:55:00,85,CA1112,Air China,Economy Class,Sufficient,C909,Small Aircraft,COMAC,1030,1,259
Hohhot,Beijing,2025-11-12,HET,Baita International Airport,DSN,Yijinhuoluo Airport,2025-11-12 15:45:00,2025-11-12 16:40:00,55,G560722,China Express Airlines,Economy Class,Sufficient,CRJ900,Small Aircraft,Bombardier,500,1,261
Hohhot,Beijing,2025-11-12,DSN,Yijinhuoluo Airport,PKX,Daxing International Airport,2025-11-12 18:15:00,2025-11-12 19:45:00,90,G560722,China Express Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,500,2,261
Hohhot,Beijing,2025-11-12,HET,Baita International Airport,ERL,Saiwusu International Airport,2025-11-12 11:55:00,2025-11-12 12:50:00,55,9D5667,Tianjiao Airlines,Economy Class,Sufficient,C909,Small Aircraft,COMAC,502,1,263
Hohhot,Beijing,2025-11-12,ERL,Saiwusu International Airport,PKX,Daxing International Airport,2025-11-12 22:20:00,2025-11-12 23:40:00,80,JD5222,Hainan Airlines | Capital Airlines,Economy Class,Sufficient,319,Medium Aircraft,Airbus,502,2,263
Hohhot,Beijing,2025-11-12,HET,Baita International Airport,CGO,Xinzheng International Airport,2025-11-12 13:45:00,2025-11-12 15:20:00,95,GS6653,Hainan Airlines | Tianjin Airlines,Economy Class,Sufficient,195,Medium Aircraft,Embraer,1142,1,268
Hohhot,Beijing,2025-11-12,CGO,Xinzheng International Airport,PEK,Capital International Airport,2025-11-12 17:20:00,2025-11-12 19:10:00,110,CA1914,Air China,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1142,2,268
Hohhot,Beijing,2025-11-12,HET,Baita International Airport,TGO,Tongliao Airport,2025-11-12 10:55:00,2025-11-12 12:35:00,100,G52917,China Express Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,570,1,265
Hohhot,Beijing,2025-11-12,TGO,Tongliao Airport,PEK,Capital International Airport,2025-11-12 21:25:00,2025-11-12 23:00:00,95,CA1124,Air China,Economy Class,Sufficient,737,Medium Aircraft,Boeing,570,2,265
Hohhot,Beijing,2025-11-12,HET,Baita International Airport,ERL,Saiwusu International Airport,2025-11-12 07:00:00,2025-11-12 07:55:00,55,G52885,China Express Airlines,Economy Class,Sufficient,CRJ900,Small Aircraft,Bombardier,448,1,264
Hohhot,Beijing,2025-11-12,ERL,Saiwusu International Airport,PKX,Daxing International Airport,2025-11-12 22:20:00,2025-11-12 23:40:00,80,JD5222,Hainan Airlines | Capital Airlines,Economy Class,Sufficient,319,Medium Aircraft,Airbus,448,2,264
Hohhot,Beijing,2025-11-12,HET,Baita International Airport,DSN,Yijinhuoluo Airport,2025-11-12 15:45:00,2025-11-12 16:40:00,55,G560721,China Express Airlines,Economy Class,Sufficient,CRJ900,Small Aircraft,Bombardier,460,1,262
Hohhot,Beijing,2025-11-12,DSN,Yijinhuoluo Airport,PKX,Daxing International Airport,2025-11-12 21:20:00,2025-11-12 23:00:00,100,G560721,China Express Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,460,2,262
