city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Beijing,Beijing Century Golden Resources Xiangshan Business Hotel,"No. 59, Beizhenghuangqi",39.991396,116.202953,2010,5,606,4.8,,Washer and Dryer;TV Casting
Beijing,Jinjiang Inn Beijing Wangfujing Pedestrian Street Hotel,"No. 75, Dengshikou Street",39.918908,116.412248,2020,2,530,4.6,Jinjiang Inn,Free Parking;Robot Service;Swimming Pool;Washer and Dryer
Beijing,Radisson Hotel Beijing Daxing Airport,"Building 4, Yard 2, Yuanjing West Second Road",39.525658,116.413190,2024,5,466,4.7,,SPA Service;Gym;Free Parking
Beijing,Beijing Guomao Chaoyang Joy City Atour Hotel,"No. 57, Ganluyuan, Chaoyang District, Beijing",39.918994,116.513625,2021,4,570,4.8,Atour Hotel,Gym;Robot Service
Beijing,Home Inn Selected Beijing Universal Resort Songzhuang Branch,"Building 3, Yard 3, Xiaobao Village South, Tongzhou District, Beijing, Home Inn Selected Hotel",39.943503,116.723803,2022,3,290,4.8,Home Inn,SPA Service;Gym
Beijing,Hilton Garden Inn Beijing West Railway Station,"No. 2, South Road of West Station, Fengtai District, Beijing",39.888859,116.321479,2022,4,688,4.4,Hilton,Free Parking;Washer and Dryer;TV Casting
Beijing,Home Inn·Neo - Beijing Chang'an Street Beijing Station Branch,"No. 1, West Street, Dongcheng District, Beijing",39.905582,116.426321,2019,2,335,4.7,Home Inn,Gym;Robot Service;Washer and Dryer;TV Casting
Beijing,Beijing Harry Potter Origami Homestay,"Tongzhou Ziyou Zhu - Phase 3, Ziyou Zhu Phase 3, Beijing (Please contact the landlord for detailed address)",39.875934,116.697119,2020,3,258,4.9,,Robot Service;Washer and Dryer
Beijing,Orange Hotel Beijing Tiananmen Dashilan Hotel,"No. 11, West Street, Dashilan Subdistrict",39.895744,116.394075,2022,3,836,4.9,Orange Hotel,SPA Service;Gym;Swimming Pool;Washer and Dryer
Beijing,Orange Hotel Beijing South Railway Station,"No. 12, Majia Road, Fengtai District, Beijing",39.863783,116.385804,2022,3,560,4.9,Orange Hotel,Gym;Robot Service;TV Casting
Beijing,Yitel Premium Hotel - Beijing Jianguomen Branch,"Heyi Zhishang Hotel (Beijing Jianguomen Branch), Jianhua South Road, Jianwai Subdistrict, Chaoyang District, Beijing",39.907091,116.443966,2020,4,576,4.6,,Gym;Free Parking
Beijing,Ji Hotel Beijing Qianmen Courtyard Hotel,"No. 33, Beilucao Garden Alley, Dongcheng District, Beijing",39.894600,116.407000,2019,3,630,4.7,Ji Hotel,Gym;Robot Service;Washer and Dryer;TV Casting
Beijing,Ji Hotel Beijing Shilihe Hotel,"Building C, First Floor, No. 186, North of Zuoan Road East Entrance, Outside Zuoan Gate, Chaoyang District, Beijing",39.867700,116.458000,2020,3,413,4.9,Ji Hotel,SPA Service;Swimming Pool;TV Casting
Beijing,Hilton Beijing Wangfujing Hotel,"No. 8, Wangfujing East Street, near Macau Center and Peninsula Beijing",39.914538,116.413536,2009,5,1437,4.6,Hilton,Gym;Swimming Pool;Washer and Dryer;TV Casting
Beijing,Jinjiang Inn (Beijing Station Guangqumen Inner Subway Station Branch),"No. 1, East District, Donghuashi North, (Intersection of Donghuashi Street and Baiqiao Street)",39.898026,116.438324,2015,2,232,4.6,Jinjiang Inn,Free Parking;Swimming Pool
Beijing,Beijing CITIC Jinling Hotel,"No. Jia 1, Xiyu, Dahua Mountain Town, near Xiyu Water Park, Pinggu District",40.311076,117.101383,2012,5,709,4.7,,SPA Service;TV Casting
Beijing,Qiuguo Hotel Express (Beijing Beiqijia Wendu Water City Branch),"Building 8, Yard 10, Hongfu, Beiqijia Town",40.100075,116.366817,2021,3,236,4.6,,Free Parking;Swimming Pool;Washer and Dryer;TV Casting
Beijing,Beijing Marriott Hotel Changping,"No. 29, Nankou Road, Chengnan Subdistrict",40.232499,116.188641,2018,5,833,4.6,Marriott,SPA Service;Free Parking;Robot Service;Washer and Dryer
Beijing,Beijing New World Hotel,"No. 1, Chongwenmen West Street, near Chongwenmen Subway Station",39.901455,116.416885,2008,4,519,4.7,,Free Parking;Swimming Pool;TV Casting
Beijing,Meipeng Light Luxury Hotel (Beijing Fatou Subway Station Branch),"No. 285, Fengtou Road, Building 19, Chaoyang District, Beijing",39.857450,116.514365,2024,4,322,4.8,,Gym;Free Parking;Swimming Pool;TV Casting
