restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
Hengwang Self-Service Restaurant,Guangzhou,23.083208,113.431319,100.0,Chinese Restaurant;Chinese Restaurant,11:00,20:30,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,3.9,Must-Eat Top 10
Huayi Tea Restaurant,Guangzhou,23.074308,113.425782,49.0,Food Service Related;Food Service Related,11:00,21:00,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,3.9,Outdoor Seating;Birthday Package
Changzhou Family Farmhouse Restaurant (Jinzhou North Road Branch),Guangzhou,23.074295,113.425732,96.0,Chinese Restaurant;Chinese Restaurant|商务住宅;商务住宅相关;商务住宅相关,11:00,21:00,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,4.1,Birthday Package
Lung Kee Hong Kong-Style Tea Restaurant (Changzhou Island Branch),Guangzhou,23.074165,113.416949,42.0,Fast Food Restaurant;Tea Restaurant,10:30,20:30,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,4.4,Private Room
Liangcheng Shengyan Restaurant,Guangzhou,23.095602,113.438176,433.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,4.6,Online Queue
Xinzhou Restaurant,Guangzhou,23.088022,113.407714,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,3.9,Must-Eat Top 10;Waiting Area
RICK BELLA Restaurant (Yuzhu Port North District Branch),Guangzhou,23.101556,113.419258,134.0,Foreign Restaurant;Italian Restaurant,11:00,24:00,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,4.6,Must-Eat Top 10;Private Room
Dalinyuan Refined Chaozhou Cuisine (Guangzhou First Branch),Guangzhou,23.101671,113.418249,349.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,4.2,Online Queue
Changzhou Island Tent Restaurant,Guangzhou,23.068401,113.425651,84.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,4.1,Private Room;Waiting Area
Song Ji Restaurant,Guangzhou,23.101548,113.415402,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Huangpu Military Academy Memorial Site,"113.424710,23.086062",23.086062,113.424710,4.0,Outdoor Seating;Online Queue
Jingbao Restaurant · Established in 1994,Guangzhou,23.125349,113.268271,32.0,Chinese Restaurant;Chinese Restaurant,10:30,22:00,Millennium Ancient Path Ruins,"113.268844,23.124873",23.124873,113.268844,3.8,Must-Eat Top 10;Online Queue
"Sunset Gourmet Micro Restaurant - Day Café, Night Bar",Guangzhou,23.125125,113.269625,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Millennium Ancient Path Ruins,"113.268844,23.124873",23.124873,113.268844,2.9,Must-Eat Top 10
Green Island Western Restaurant · Birthday Theme Restaurant (New Dashin Department Store Branch),Guangzhou,23.125801,113.268465,94.0,Foreign Restaurant;Foreign Restaurant,11:00,21:00,Millennium Ancient Path Ruins,"113.268844,23.124873",23.124873,113.268844,4.2,Outdoor Seating;Private Room
