restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Zhenbao Chinese Restaurant,Dalian,38.878321,121.595490,280.0,Food Service Related;Food Service Related,17:30,21:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.3
Dalian Castle Luxury Collection Hotel Signature Restaurant,Dalian,38.878416,121.595227,100.0,Food Service Related;Food Service Related,06:00,23:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.2
Fresh Way Restaurant (Xinghai New World Branch),Dalian,38.876227,121.593796,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.1
Lubri Western Restaurant,Dalian,38.876319,121.592747,127.0,Foreign Restaurant;Western Restaurant,11:00,22:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.7
Qian Kuli Seafood Buffet (Xinghai Square Branch),Dalian,38.884002,121.593164,499.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.7
Yuanben Tang Restaurant,Dalian,38.882437,121.592229,61.0,医疗保健服务;医药保健销售店;医疗保健用品,11:00,21:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.0
Ninglan LEMON LAND Restaurant,Dalian,38.886413,121.593833,100.0,Chinese Restaurant;中式素菜馆,11:00,21:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.8
Xinghai Fishing Port·Sea View Restaurant,Dalian,38.875220,121.592000,192.0,Chinese Restaurant;Seafood Restaurant,09:00,21:30,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.7
Puzzle Restaurant & Lounge (Xinghai Grand View A Tower Branch),Dalian,38.886869,121.592322,139.0,服装鞋帽皮具店;服装鞋帽皮具店|Food Service Related;Food Service Related,11:00,21:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.6
Give Me Some Time Cultural and Artistic Restaurant,Dalian,38.886674,121.591761,111.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Lianhua Mountain Observation Deck,"121.608727,38.879606",38.879606,121.608727,4.6
LENBACH Western Restaurant & Beer House (Xinghai Bay Amusement Park Branch),Dalian,38.875140,121.589221,100.0,Foreign Restaurant;Western Restaurant,11:30,24:00,Binhai Road West Section Boardwalk,"121.596943,38.875925",38.875925,121.596943,4.7
FEAST Western Restaurant (Xinghai Square Branch),Dalian,38.877169,121.585633,99.0,Food Service Related;Food Service Related,10:00,23:00,Binhai Road West Section Boardwalk,"121.596943,38.875925",38.875925,121.596943,4.4
Sea Encounter MANGATA COFFEE (Xinghai Branch),Dalian,38.877266,121.584327,65.0,Cafe;Cafe,10:00,23:00,Binhai Road West Section Boardwalk,"121.596943,38.875925",38.875925,121.596943,4.6
Fishing Sentiments Seafood Restaurant,Dalian,39.078632,122.004641,121.0,Chinese Restaurant;Seafood Restaurant,09:00,00:30,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.8
Golden Pebble Beach Luneng Hilton · Culinary All-Day Dining Restaurant,Dalian,39.075001,121.997921,244.0,Foreign Restaurant;Japanese Cuisine,06:30,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,4.2
Jinshitan Seafood Food Stall No. 12 Restaurant,Dalian,39.080485,122.012637,72.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,4.3
Qingyuan Restaurant (Blue Bay Branch),Dalian,39.087721,122.012230,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.6
Food Galore Restaurant (Food Galore Dining Shop),Dalian,39.088915,122.014309,100.0,Chinese Restaurant;Chinese Restaurant,10:00,22:45,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.5
Golden Pebble Beach No. 13 Seafood Food Stall Restaurant (Temporarily Closed),Dalian,39.080383,122.012676,48.0,Food Service Related;Food Service Related,10:00,24:00,Golden Coast,"122.003474,39.076061",39.076061,122.003474,3.9
Daren Crown Chinese Restaurant (Friendship Mall Branch),Dalian,38.922800,121.645427,116.0,Chinese Restaurant;Chinese Restaurant,11:00,20:30,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.3
Encounter Music Bar,Dalian,38.921410,121.646174,100.0,Entertainment Venue;Bar,11:00,21:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.3
Tsim Sha Tsui Tea Restaurant·Peach Blossom Land (Friendship Mall Branch),Dalian,38.922682,121.645763,40.0,Fast Food Restaurant;Fast Food Restaurant,09:30,20:00,Zhongshan Square,"121.643827,38.921549",38.921549,121.643827,4.1
